Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1e-06,24.645626,[136  35] ; [36 39],[119.56097561  51.43902439] ; [52.43902439 22.56097561],1
s3,1,0.190661,1.712503,[ 67 103] ; [23 52],[ 62.44897959 107.55102041] ; [27.55102041 47.44897959],0
a6,1,0.208123,1.584439,[104  70] ; [40 38],[99.42857143 74.57142857] ; [44.57142857 33.42857143],0
a3,1,0.257692,1.281116,[84 89] ; [31 45],[79.89959839 93.10040161] ; [35.10040161 40.89959839],0
d4,1,0.262888,1.253485,[98 76] ; [38 40],[93.9047619 80.0952381] ; [42.0952381 35.9047619],0
p12,1,0.422516,0.643307,[  7 165] ; [ 5 73],[  8.256 163.744] ; [ 3.744 74.256],0
b4,1,0.436797,0.604684,[105  69] ; [43 35],[102.19047619  71.80952381] ; [45.80952381 32.19047619],0
p3,1,0.451633,0.56655,[ 62 112] ; [24 54],[ 59.38095238 114.61904762] ; [26.61904762 51.38095238],0
n5,1,0.545956,0.364612,[111  61] ; [46 30],[108.88709677  63.11290323] ; [48.11290323 27.88709677],0
v3,1,0.670659,0.180832,[ 41 129] ; [20 55],[ 42.32653061 127.67346939] ; [18.67346939 56.32653061],0
n2,1,0.698689,0.14984,[33 11] ; [19  5],[33.64705882 10.35294118] ; [18.35294118  5.64705882],0
b5,1,0.704946,0.143378,[107  67] ; [46 32],[105.64285714  68.35714286] ; [47.35714286 30.64285714],0
a4,1,0.705343,0.142973,[ 42 131] ; [17 60],[ 40.828 132.172] ; [18.172 58.828],0
a5,1,0.740061,0.110073,[82 92] ; [35 43],[80.78571429 93.21428571] ; [36.21428571 41.78571429],0
u2,1,0.746555,0.104449,[40 48] ; [20 27],[39.11111111 48.88888889] ; [20.88888889 26.11111111],0
s2,1,0.750414,0.101183,[ 44 128] ; [18 58],[ 43. 129.] ; [19. 57.],0
s4,1,0.77882,0.078881,[ 24 147] ; [12 66],[ 24.72289157 146.27710843] ; [11.27710843 66.72289157],0
a2,1,0.787203,0.07287,[  8 166] ; [ 3 75],[  7.5952381 166.4047619] ; [ 3.4047619 74.5952381],0
s5,1,0.817531,0.053233,[ 28 142] ; [11 61],[ 27.39669421 142.60330579] ; [11.60330579 60.39669421],0
u1,1,0.898399,0.016303,[  4 170] ; [ 2 76],[  4.14285714 169.85714286] ; [ 1.85714286 76.14285714],0
u3,1,0.91116,0.012449,[38 49] ; [21 26],[38.30597015 48.69402985] ; [20.69402985 26.30597015],0
v2,1,0.920068,0.01007,[65 98] ; [29 45],[64.64978903 98.35021097] ; [29.35021097 44.64978903],0
p1,1,0.960679,0.002431,[ 13 160] ; [ 6 72],[ 13.09561753 159.90438247] ; [ 5.90438247 72.09561753],0
a8,1,0.964932,0.001933,[ 19 142] ; [ 9 66],[ 19.10169492 141.89830508] ; [ 8.89830508 66.10169492],0
p5,1,0.998031,6e-06,[  9 164] ; [ 4 73],[  8.996 164.004] ; [ 4.004 72.996],0
