Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,4e-06,21.337993,[21 11] ; [15 61],[10.66666667 21.33333333] ; [25.33333333 50.66666667],1
s2,1,6.1e-05,16.064619,[25  9] ; [25 52],[15.31531532 18.68468468] ; [34.68468468 42.31531532],1
s5,1,0.000357,12.746764,[18 13] ; [17 59],[10.14018692 20.85981308] ; [24.85981308 51.14018692],1
s3,1,0.000605,11.760094,[25  9] ; [29 47],[16.69090909 17.30909091] ; [37.30909091 38.69090909],1
u1,1,0.007968,7.040582,[ 9 25] ; [ 6 71],[ 4.59459459 29.40540541] ; [10.40540541 66.59459459],0
s6,1,0.008222,6.984549,[27  6] ; [42 34],[20.88990826 12.11009174] ; [48.11009174 27.88990826],0
p3,1,0.011848,6.333414,[18 16] ; [21 54],[12.16513761 21.83486239] ; [26.83486239 48.16513761],0
p7,1,0.023892,5.102441,[24  9] ; [37 38],[18.63888889 14.36111111] ; [42.36111111 32.63888889],0
p10,1,0.038912,4.264719,[28  5] ; [49 26],[23.52777778  9.47222222] ; [53.47222222 21.52777778],0
u3,1,0.045817,3.988321,[9 2] ; [11 13],[6.28571429 4.71428571] ; [13.71428571 10.28571429],0
n5,1,0.088815,2.895721,[16 18] ; [23 53],[12.05454545 21.94545455] ; [26.94545455 49.05454545],0
p12,1,0.109734,2.558047,[ 4 29] ; [ 3 73],[ 2.11926606 30.88073394] ; [ 4.88073394 71.11926606],0
r4,1,0.123189,2.376296,[31  3] ; [61 16],[28.18018018  5.81981982] ; [63.81981982 13.18018018],0
p8,1,0.132315,2.265134,[20 14] ; [32 42],[16.37037037 17.62962963] ; [35.62962963 38.37037037],0
p1,1,0.134056,2.244898,[ 3 30] ; [ 2 75],[ 1.5 31.5] ; [ 3.5 73.5],0
p4,1,0.135169,2.23211,[20 14] ; [33 43],[16.38181818 17.61818182] ; [36.61818182 39.38181818],0
p6,1,0.142738,2.148192,[12 22] ; [16 57],[ 8.89719626 25.10280374] ; [19.10280374 53.89719626],0
a1,1,0.169836,1.88439,[ 2 32] ; [ 1 76],[ 0.91891892 33.08108108] ; [ 2.08108108 74.91891892],0
a7,1,0.190188,1.716164,[29  5] ; [57 20],[26.34234234  7.65765766] ; [59.65765766 17.34234234],0
p9,1,0.191229,1.708127,[28  5] ; [55 20],[25.36111111  7.63888889] ; [57.63888889 17.36111111],0
p5,1,0.224966,1.472409,[ 4 30] ; [ 4 72],[ 2.47272727 31.52727273] ; [ 5.52727273 70.47272727],0
b4,1,0.275019,1.191539,[24 10] ; [46 31],[21.44144144 12.55855856] ; [48.55855856 28.44144144],0
v3,1,0.280008,1.167051,[17 17] ; [28 44],[14.43396226 19.56603774] ; [30.56603774 41.43396226],0
n1,1,0.300919,1.070115,[3 6] ; [ 5 24],[1.89473684 7.10526316] ; [ 6.10526316 22.89473684],0
d2,1,0.305696,1.049179,[14 20] ; [24 53],[11.63963964 22.36036036] ; [26.36036036 50.63963964],0
a6,1,0.308108,1.03877,[25  9] ; [49 28],[22.66666667 11.33333333] ; [51.33333333 25.66666667],0
a2,1,0.315411,1.00788,[ 8 26] ; [12 65],[ 6.12612613 27.87387387] ; [13.87387387 63.12612613],0
p2,1,0.357822,0.845522,[27  7] ; [54 22],[25.03636364  8.96363636] ; [55.96363636 20.03636364],0
n2,1,0.35879,0.842125,[8 2] ; [18 10],[6.84210526 3.15789474] ; [19.15789474  8.84210526],0
s4,1,0.409578,0.680025,[ 9 25] ; [15 62],[ 7.35135135 26.64864865] ; [16.64864865 60.35135135],0
a5,1,0.476754,0.506279,[24 10] ; [49 28],[22.36036036 11.63963964] ; [50.63963964 26.36036036],0
b2,1,0.488247,0.480387,[ 7 11] ; [10 24],[ 5.88461538 12.11538462] ; [11.11538462 22.88461538],0
b3,1,0.488247,0.480387,[ 7 11] ; [10 24],[ 5.88461538 12.11538462] ; [11.11538462 22.88461538],0
b5,1,0.560615,0.338641,[21 13] ; [43 34],[19.6036036 14.3963964] ; [44.3963964 32.6036036],0
b1,1,0.570766,0.321402,[12 22] ; [23 54],[10.72072072 23.27927928] ; [24.27927928 52.72072072],0
v1,1,0.593464,0.284967,[20 14] ; [40 35],[18.71559633 15.28440367] ; [41.28440367 33.71559633],0
n6,1,0.596723,0.279967,[23 10] ; [49 27],[21.79816514 11.20183486] ; [50.20183486 25.79816514],0
u2,1,0.632124,0.229191,[6 5] ; [11 13],[5.34285714 5.65714286] ; [11.65714286 12.34285714],0
a4,1,0.770898,0.084798,[12 22] ; [25 52],[11.33333333 22.66666667] ; [25.66666667 51.33333333],0
n3,1,0.809423,0.058163,[6 4] ; [18 10],[6.31578947 3.68421053] ; [17.68421053 10.31578947],0
p11,1,0.853136,0.034269,[24 10] ; [53 24],[23.58558559 10.41441441] ; [53.41441441 23.58558559],0
a8,1,0.879729,0.022896,[ 1 29] ; [ 2 70],[ 0.88235294 29.11764706] ; [ 2.11764706 69.88235294],0
d5,1,0.892653,0.018211,[27  7] ; [62 15],[27.26126126  6.73873874] ; [61.73873874 15.26126126],0
a3,1,0.901501,0.015318,[23 11] ; [53 24],[23.27927928 10.72072072] ; [52.72072072 24.27927928],0
s1,1,0.926597,0.008487,[ 1 33] ; [ 2 74],[ 0.92727273 33.07272727] ; [ 2.07272727 73.92727273],0
d4,1,0.946126,0.004566,[28  6] ; [63 14],[27.87387387  6.12612613] ; [63.12612613 13.87387387],0
r1,1,0.955861,0.003063,[27  7] ; [60 16],[26.89090909  7.10909091] ; [60.10909091 15.89090909],0
d3,1,0.961156,0.002372,[24 10] ; [54 23],[23.89189189 10.10810811] ; [54.10810811 22.89189189],0
d1,1,0.976275,0.000884,[18 16] ; [41 36],[18.07207207 15.92792793] ; [40.92792793 36.07207207],0
