Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,28.665601,[32 27] ; [52  1],[44.25 14.75] ; [39.75 13.25],1
v4,1,2e-06,22.334004,[33 27] ; [50  3],[44.07079646 15.92920354] ; [38.92920354 14.07079646],1
p10,1,1.8e-05,18.429833,[24 35] ; [42 10],[35.08108108 23.91891892] ; [30.91891892 21.08108108],1
b5,1,3e-05,17.41792,[27 33] ; [44  9],[37.69911504 22.30088496] ; [33.30088496 19.69911504],1
p9,1,6.1e-05,16.056828,[31 25] ; [46  5],[40.29906542 15.70093458] ; [36.70093458 14.29906542],1
r2,1,0.000102,15.100567,[33 24] ; [48  5],[41.97272727 15.02727273] ; [39.02727273 13.97272727],1
p11,1,0.000454,12.295909,[27 33] ; [41 12],[36.10619469 23.89380531] ; [31.89380531 21.10619469],1
s6,1,0.001745,9.800109,[15 45] ; [28 24],[23.03571429 36.96428571] ; [19.96428571 32.03571429],0
n6,1,0.011935,6.320565,[37 23] ; [44  9],[43.00884956 16.99115044] ; [37.99115044 15.00884956],0
s2,1,0.013714,6.074595,[14 46] ; [24 29],[20.17699115 39.82300885] ; [17.82300885 35.17699115],0
p2,1,0.014346,5.995092,[27 33] ; [36 17],[33.45132743 26.54867257] ; [29.54867257 23.45132743],0
n2,1,0.014479,5.978824,[13 12] ; [15  2],[16.66666667  8.33333333] ; [11.33333333  5.66666667],0
p4,1,0.022814,5.182596,[13 47] ; [22 31],[18.5840708 41.4159292] ; [16.4159292 36.5840708],0
a7,1,0.022874,5.178079,[28 32] ; [36 17],[33.98230088 26.01769912] ; [30.01769912 22.98230088],0
a1,1,0.02491,5.030119,[ 8 52] ; [ 1 52],[ 4.77876106 55.22123894] ; [ 4.22123894 48.77876106],0
s8,1,0.025835,4.967051,[ 7 53] ; [15 38],[11.68141593 48.31858407] ; [10.31858407 42.68141593],0
s5,1,0.040694,4.188698,[ 8 51] ; [14 33],[12.24528302 46.75471698] ; [ 9.75471698 37.24528302],0
s3,1,0.045169,4.012309,[16 43] ; [24 29],[21.07142857 37.92857143] ; [18.92857143 34.07142857],0
p6,1,0.047519,3.926907,[ 6 52] ; [13 40],[ 9.92792793 48.07207207] ; [ 9.07207207 43.92792793],0
a8,1,0.058383,3.582732,[ 3 55] ; [ 8 41],[ 5.96261682 52.03738318] ; [ 5.03738318 43.96261682],0
u3,1,0.064257,3.423964,[ 7 18] ; [12 10],[10.10638298 14.89361702] ; [ 8.89361702 13.10638298],0
b1,1,0.085224,2.962355,[30 30] ; [18 35],[25.48672566 34.51327434] ; [22.51327434 30.48672566],0
n1,1,0.086791,2.93291,[ 6 19] ; [8 8],[ 8.53658537 16.46341463] ; [ 5.46341463 10.53658537],0
p3,1,0.09753,2.745485,[10 49] ; [16 37],[13.69642857 45.30357143] ; [12.30357143 40.69642857],0
u2,1,0.121582,2.39682,[ 7 18] ; [11 11],[ 9.57446809 15.42553191] ; [ 8.42553191 13.57446809],0
d2,1,0.137426,2.20655,[31 28] ; [20 32],[27.10810811 31.89189189] ; [23.89189189 28.10810811],0
p8,1,0.13756,2.205046,[ 8 51] ; [13 40],[11.0625 47.9375] ; [ 9.9375 43.0625],0
a2,1,0.169705,1.88555,[ 8 52] ; [ 3 50],[ 5.84070796 54.15929204] ; [ 5.15929204 47.84070796],0
d1,1,0.180311,1.795055,[29 31] ; [19 34],[25.48672566 34.51327434] ; [22.51327434 30.48672566],0
a6,1,0.291575,1.112333,[28 32] ; [30 23],[30.79646018 29.20353982] ; [27.20353982 25.79646018],0
v1,1,0.304586,1.054008,[17 40] ; [20 31],[19.52777778 37.47222222] ; [17.47222222 33.52777778],0
p5,1,0.306902,1.043961,[ 2 58] ; [ 4 48],[ 3.21428571 56.78571429] ; [ 2.78571429 49.21428571],0
d4,1,0.324657,0.970094,[39 21] ; [39 14],[41.4159292 18.5840708] ; [36.5840708 16.4159292],0
d5,1,0.344361,0.894127,[38 22] ; [38 15],[40.3539823 19.6460177] ; [35.6460177 17.3539823],0
u1,1,0.395164,0.722992,[ 6 54] ; [ 3 50],[ 4.77876106 55.22123894] ; [ 4.22123894 48.77876106],0
n3,1,0.414079,0.667059,[13 12] ; [11  6],[14.28571429 10.71428571] ; [9.71428571 7.28571429],0
s4,1,0.423785,0.639795,[ 9 51] ; [11 42],[10.61946903 49.38053097] ; [ 9.38053097 43.61946903],0
v3,1,0.45464,0.559059,[12 48] ; [13 37],[13.63636364 46.36363636] ; [11.36363636 38.63636364],0
p12,1,0.49633,0.462774,[ 1 58] ; [ 2 51],[ 1.58035714 57.41964286] ; [ 1.41964286 51.58035714],0
n4,1,0.507468,0.439285,[36 24] ; [35 18],[37.69911504 22.30088496] ; [33.30088496 19.69911504],0
d3,1,0.513138,0.427662,[32 28] ; [25 28],[30.26548673 29.73451327] ; [26.73451327 26.26548673],0
p1,1,0.516791,0.420292,[ 8 52] ; [ 5 48],[ 6.90265487 53.09734513] ; [ 6.09734513 46.90265487],0
b4,1,0.526788,0.400583,[35 25] ; [34 19],[36.63716814 23.36283186] ; [32.36283186 20.63716814],0
s7,1,0.57017,0.322398,[14 43] ; [15 36],[15.30555556 41.69444444] ; [13.69444444 37.30555556],0
b2,1,0.746759,0.104274,[17 18] ; [12 15],[16.37096774 18.62903226] ; [12.62903226 14.37096774],0
b3,1,0.746759,0.104274,[17 18] ; [12 15],[16.37096774 18.62903226] ; [12.62903226 14.37096774],0
v2,1,0.758246,0.094732,[19 39] ; [15 35],[18.25925926 39.74074074] ; [15.74074074 34.25925926],0
s1,1,0.884039,0.021273,[ 2 58] ; [ 2 50],[ 2.14285714 57.85714286] ; [ 1.85714286 50.14285714],0
n5,1,0.886928,0.020219,[40 20] ; [36 17],[40.3539823 19.6460177] ; [35.6460177 17.3539823],0
a5,1,0.957345,0.002861,[32 28] ; [28 25],[31.85840708 28.14159292] ; [28.14159292 24.85840708],0
a4,1,0.961027,0.002388,[22 37] ; [20 33],[22.125 36.875] ; [19.875 33.125],0
a3,1,0.986498,0.000286,[35 25] ; [31 22],[35.04424779 24.95575221] ; [30.95575221 22.04424779],0
