Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,42.401417,[13 32] ; [111  26],[30.65934066 14.34065934] ; [93.34065934 43.65934066],1
n4,1,1.4e-05,18.86436,[31 14] ; [130   9],[39.375  5.625] ; [121.625  17.375],1
n5,1,0.000184,13.988301,[31 14] ; [126  12],[38.60655738  6.39344262] ; [118.39344262  19.60655738],1
a3,1,0.002025,9.526978,[29 16] ; [118  20],[36.14754098  8.85245902] ; [110.85245902  27.14754098],0
n6,1,0.002346,9.256589,[36  9] ; [129   7],[41.02209945  3.97790055] ; [123.97790055  12.02209945],0
s6,1,0.003322,8.621556,[33 11] ; [123  11],[38.56179775  5.43820225] ; [117.43820225  16.56179775],0
p6,1,0.006828,7.317691,[11 33] ; [66 71],[18.71823204 25.28176796] ; [58.28176796 78.71823204],0
s5,1,0.00772,7.097403,[16 27] ; [81 53],[23.56497175 19.43502825] ; [73.43502825 60.56497175],0
b1,1,0.009471,6.731817,[10 35] ; [61 78],[17.36413043 27.63586957] ; [53.63586957 85.36413043],0
p7,1,0.029213,4.754994,[26 18] ; [102  32],[31.64044944 12.35955056] ; [96.35955056 37.64044944],0
n1,1,0.033599,4.514987,[1 9] ; [13 14],[3.78378378 6.21621622] ; [10.21621622 16.78378378],0
a7,1,0.040253,4.207187,[36  8] ; [91 48],[30.53551913 13.46448087] ; [96.46448087 42.53551913],0
s4,1,0.04405,4.054659,[ 3 42] ; [ 27 112],[ 7.33695652 37.66304348] ; [ 22.66304348 116.33695652],0
p5,1,0.0463,3.970636,[ 4 41] ; [ 31 108],[ 8.55978261 36.44021739] ; [ 26.44021739 112.55978261],0
p1,1,0.071882,3.239516,[ 2 43] ; [ 20 118],[ 5.40983607 39.59016393] ; [ 16.59016393 121.40983607],0
d5,1,0.072198,3.232321,[34 11] ; [119  18],[37.82967033  7.17032967] ; [115.17032967  21.82967033],0
a4,1,0.072456,3.226484,[18 27] ; [77 62],[23.23369565 21.76630435] ; [71.76630435 67.23369565],0
s3,1,0.079292,3.079361,[35  9] ; [122  14],[38.37777778  5.62222222] ; [118.62222222  17.37777778],0
a8,1,0.097782,2.741357,[ 3 40] ; [ 22 105],[ 6.32352941 36.67647059] ; [ 18.67647059 108.32352941],0
