Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p5,1,3.3e-05,17.210476,[22 49] ; [ 7 94],[11.97093023 59.02906977] ; [17.02906977 83.97093023],1
p4,1,0.000194,13.886663,[63  8] ; [64 37],[52.4244186 18.5755814] ; [74.5755814 26.4244186],1
p8,1,0.000229,13.578981,[54 17] ; [48 52],[42.35087719 28.64912281] ; [59.64912281 40.35087719],1
p7,1,0.000577,11.847987,[62  8] ; [66 35],[52.39766082 17.60233918] ; [75.60233918 25.39766082],1
p12,1,0.000964,10.895717,[11 60] ; [ 2 99],[ 5.36627907 65.63372093] ; [ 7.63372093 93.36627907],1
s5,1,0.002712,8.991523,[29 37] ; [22 78],[20.27710843 45.72289157] ; [30.72289157 69.27710843],0
a4,1,0.023589,5.124565,[25 46] ; [20 81],[18.5755814 52.4244186] ; [26.4244186 74.5755814],0
p9,1,0.024948,5.027522,[63  8] ; [75 25],[57.29824561 13.70175439] ; [80.70175439 19.29824561],0
r3,1,0.025013,5.023018,[70  1] ; [91 10],[66.45930233  4.54069767] ; [94.54069767  6.45930233],0
b3,1,0.026663,4.912499,[21 23] ; [16 44],[15.65384615 28.34615385] ; [21.34615385 38.65384615],0
b2,1,0.026663,4.912499,[21 23] ; [16 44],[15.65384615 28.34615385] ; [21.34615385 38.65384615],0
s7,1,0.027022,4.889374,[39 28] ; [39 57],[32.06134969 34.93865031] ; [45.93865031 50.06134969],0
a2,1,0.028547,4.794729,[ 8 63] ; [ 3 98],[ 4.54069767 66.45930233] ; [ 6.45930233 94.54069767],0
p10,1,0.048335,3.898311,[59 11] ; [72 29],[53.62573099 16.37426901] ; [77.37426901 23.62573099],0
p11,1,0.05023,3.833774,[62  9] ; [76 25],[56.96511628 14.03488372] ; [81.03488372 19.96511628],0
s2,1,0.06686,3.358464,[37 34] ; [38 62],[31.14035088 39.85964912] ; [43.85964912 56.14035088],0
a7,1,0.069939,3.284456,[51 19] ; [60 41],[45.43859649 24.56140351] ; [65.56140351 35.43859649],0
p2,1,0.100469,2.698088,[63  8] ; [80 21],[59.02906977 11.97093023] ; [83.97093023 17.02906977],0
n6,1,0.100469,2.698088,[63  8] ; [80 21],[59.02906977 11.97093023] ; [83.97093023 17.02906977],0
s8,1,0.155708,2.015421,[31 40] ; [33 67],[26.57309942 44.42690058] ; [37.42690058 62.57309942],0
v2,1,0.155943,2.013137,[43 28] ; [47 48],[38.4939759 32.5060241] ; [51.5060241 43.4939759],0
a3,1,0.175355,1.836561,[46 25] ; [55 46],[41.69186047 29.30813953] ; [59.30813953 41.69186047],0
p1,1,0.184904,1.757758,[11 60] ; [ 9 92],[ 8.25581395 62.74418605] ; [11.74418605 89.25581395],0
n2,1,0.237552,1.395061,[8 5] ; [13  3],[9.4137931 3.5862069] ; [11.5862069  4.4137931],0
n4,1,0.251731,1.313672,[58 13] ; [75 26],[54.90116279 16.09883721] ; [78.09883721 22.90116279],0
n5,1,0.269846,1.217527,[55 14] ; [73 28],[51.95294118 17.04705882] ; [76.04705882 24.95294118],0
a6,1,0.301511,1.067499,[47 24] ; [59 42],[43.75581395 27.24418605] ; [62.24418605 38.75581395],0
u3,1,0.319008,0.99301,[15  9] ; [23 23],[13.02857143 10.97142857] ; [24.97142857 21.02857143],0
s1,1,0.321603,0.982416,[ 1 70] ; [ 4 96],[ 2.07602339 68.92397661] ; [ 2.92397661 97.07602339],0
d5,1,0.353312,0.861524,[40 31] ; [64 37],[42.93023256 28.06976744] ; [61.06976744 39.93023256],0
s6,1,0.37919,0.773328,[46 22] ; [61 39],[43.30952381 24.69047619] ; [63.69047619 36.30952381],0
r1,1,0.382046,0.764109,[54 17] ; [70 30],[51.48538012 19.51461988] ; [72.51461988 27.48538012],0
a1,1,0.384084,0.757589,[ 4 67] ; [ 3 98],[ 2.88953488 68.11046512] ; [ 4.11046512 96.88953488],0
u1,1,0.388196,0.744585,[ 3 68] ; [ 2 99],[ 2.06395349 68.93604651] ; [ 2.93604651 98.06395349],0
n3,1,0.453319,0.56234,[10  3] ; [14  2],[10.75862069  2.24137931] ; [13.24137931  2.75862069],0
d3,1,0.468162,0.52631,[27 44] ; [33 68],[24.76744186 46.23255814] ; [35.23255814 65.76744186],0
u2,1,0.508813,0.436508,[14 11] ; [21 23],[12.68115942 12.31884058] ; [22.31884058 21.68115942],0
s4,1,0.538923,0.37754,[10 60] ; [18 83],[11.4619883 58.5380117] ; [16.5380117 84.4619883],0
a5,1,0.555791,0.347044,[44 27] ; [67 34],[45.81976744 25.18023256] ; [65.18023256 35.81976744],0
v4,1,0.562149,0.335997,[67  4] ; [93  8],[66.04651163  4.95348837] ; [93.95348837  7.04651163],0
a8,1,0.63636,0.223534,[ 9 60] ; [10 84],[ 8.04294479 60.95705521] ; [10.95705521 83.04294479],0
b4,1,0.649355,0.206715,[39 32] ; [59 42],[40.45348837 30.54651163] ; [57.54651163 43.45348837],0
v3,1,0.688028,0.161229,[30 41] ; [38 59],[28.73809524 42.26190476] ; [39.26190476 57.73809524],0
r4,1,0.751789,0.100034,[63  8] ; [88 13],[62.33139535  8.66860465] ; [88.66860465 12.33139535],0
r2,1,0.769098,0.086175,[64  6] ; [91 10],[63.4502924  6.5497076] ; [91.5497076  9.4502924],0
v1,1,0.824838,0.048985,[35 36] ; [50 48],[35.71005917 35.28994083] ; [49.28994083 48.71005917],0
b1,1,0.861097,0.030617,[34 37] ; [47 54],[33.43604651 37.56395349] ; [47.56395349 53.43604651],0
d4,1,0.864262,0.029224,[41 30] ; [57 44],[40.45348837 30.54651163] ; [57.54651163 43.45348837],0
b5,1,0.90762,0.013466,[40 31] ; [56 45],[39.62790698 31.37209302] ; [56.37209302 44.62790698],0
s3,1,0.916918,0.010882,[36 35] ; [51 48],[36.33529412 34.66470588] ; [50.66470588 48.33529412],0
n1,1,0.957675,0.002817,[5 8] ; [ 6 10],[4.93103448 8.06896552] ; [6.06896552 9.93103448],0
d2,1,0.987492,0.000246,[10 61] ; [14 86],[ 9.96491228 61.03508772] ; [14.03508772 85.96491228],0
