Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.65728,[103  56] ; [14 39],[87.75 71.25] ; [29.25 23.75],1
a7,1,1.4e-05,18.869584,[130  30] ; [27 26],[117.9342723  42.0657277] ; [39.0657277 13.9342723],1
a6,1,0.00044,12.354665,[113  48] ; [23 30],[102.31775701  58.68224299] ; [33.68224299 19.31775701],1
p10,1,0.000813,11.21142,[116  44] ; [24 27],[106.16113744  53.83886256] ; [33.83886256 17.16113744],1
d3,1,0.000838,11.154486,[123  37] ; [28 25],[113.42723005  46.57276995] ; [37.57276995 15.42723005],1
p9,1,0.001497,10.082386,[126  34] ; [28 22],[117.33333333  42.66666667] ; [36.66666667 13.33333333],0
p11,1,0.003002,8.806196,[120  41] ; [28 25],[111.34579439  49.65420561] ; [36.65420561 16.34579439],0
p8,1,0.003295,8.636742,[76 84] ; [13 40],[66.85446009 93.14553991] ; [22.14553991 30.85446009],0
a5,1,0.006187,7.495042,[115  46] ; [27 26],[106.8317757  54.1682243] ; [35.1682243 17.8317757],0
p3,1,0.022481,5.208131,[71 90] ; [14 39],[63.94859813 97.05140187] ; [21.05140187 31.94859813],0
s4,1,0.045551,3.998119,[ 28 133] ; [16 37],[ 33.10280374 127.89719626] ; [10.89719626 42.10280374],0
p4,1,0.085384,2.959325,[76 84] ; [18 35],[70.61032864 89.38967136] ; [23.38967136 29.61032864],0
n1,1,0.107057,2.597142,[ 9 32] ; [ 8 11],[11.61666667 29.38333333] ; [ 5.38333333 13.61666667],0
p6,1,0.138493,2.194624,[ 49 107] ; [11 42],[ 44.784689 111.215311] ; [15.215311 37.784689],0
s3,1,0.142079,2.1553,[82 78] ; [21 32],[77.37089202 82.62910798] ; [25.62910798 27.37089202],0
a2,1,0.164126,1.935794,[ 28 133] ; [ 5 48],[ 24.8271028 136.1728972] ; [ 8.1728972 44.8271028],0
n3,1,0.165294,1.925116,[34  7] ; [12  6],[31.96610169  9.03389831] ; [14.03389831  3.96610169],0
a3,1,0.166836,1.911148,[108  53] ; [30 23],[103.82242991  57.17757009] ; [34.17757009 18.82242991],0
r1,1,0.216284,1.528858,[133  27] ; [40 13],[129.95305164  30.04694836] ; [43.04694836  9.95305164],0
a8,1,0.225571,1.468576,[ 13 133] ; [ 2 51],[ 11.00502513 134.99497487] ; [ 3.99497487 49.00502513],0
p1,1,0.229787,1.442177,[ 14 145] ; [ 2 51],[ 12. 147.] ; [ 4. 49.],0
s8,1,0.23668,1.400258,[ 61 100] ; [15 37],[ 57.44600939 103.55399061] ; [18.55399061 33.44600939],0
n4,1,0.257161,1.283977,[72 89] ; [19 34],[68.46261682 92.53738318] ; [22.53738318 30.46261682],0
v4,1,0.257357,1.28292,[154   6] ; [49  4],[152.48826291   7.51173709] ; [50.51173709  2.48826291],0
p5,1,0.277108,1.181221,[  9 152] ; [ 1 51],[  7.55868545 153.44131455] ; [ 2.44131455 49.55868545],0
d1,1,0.34352,0.897251,[88 73] ; [25 28],[85.01401869 75.98598131] ; [27.98598131 25.01401869],0
b4,1,0.427022,0.630908,[101  60] ; [30 23],[98.55607477 62.44392523] ; [32.44392523 20.55607477],0
d5,1,0.435382,0.608425,[126  34] ; [39 14],[123.94366197  36.05633803] ; [41.05633803 11.94366197],0
r2,1,0.509622,0.434843,[154   6] ; [52  1],[154.74178404   5.25821596] ; [51.25821596  1.74178404],0
d2,1,0.511743,0.430502,[69 92] ; [20 33],[66.95794393 94.04205607] ; [22.04205607 30.95794393],0
s5,1,0.520286,0.413326,[ 42 113] ; [15 32],[ 43.73762376 111.26237624] ; [13.26237624 33.73762376],0
s1,1,0.542966,0.37007,[  6 155] ; [ 3 50],[  6.77102804 154.22897196] ; [ 2.22897196 50.77102804],0
u1,1,0.556879,0.345136,[ 20 141] ; [ 5 48],[ 18.80841121 142.19158879] ; [ 6.19158879 46.80841121],0
u2,1,0.611764,0.257614,[32 19] ; [13 10],[31.01351351 19.98648649] ; [13.98648649  9.01351351],0
n6,1,0.657055,0.197121,[105  55] ; [33 20],[103.66197183  56.33802817] ; [34.33802817 18.66197183],0
s6,1,0.696302,0.152347,[91 69] ; [30 20],[92.19047619 67.80952381] ; [28.80952381 21.19047619],0
a1,1,0.720616,0.127903,[  8 153] ; [ 2 51],[  7.52336449 153.47663551] ; [ 2.47663551 50.52336449],0
s7,1,0.752675,0.099297,[58 98] ; [17 32],[57.07317073 98.92682927] ; [17.92682927 31.07317073],0
