Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,82.307994,[ 46 195] ; [210 165],[100.15584416 140.84415584] ; [155.84415584 219.15584416],1
v1,1,0.0,35.70335,[100 139] ; [250 127],[135.79545455 103.20454545] ; [214.20454545 162.79545455],1
r1,1,0.00599,7.553216,[195  49] ; [337  46],[207.03030303  36.96969697] ; [324.96969697  58.03030303],0
s4,1,0.006488,7.409381,[ 51 191] ; [ 49 332],[ 38.84430177 203.15569823] ; [ 61.15569823 319.84430177],0
p3,1,0.008889,6.844999,[115 130] ; [219 161],[130.928 114.072] ; [203.072 176.928],0
p9,1,0.0107,6.514554,[200  45] ; [336  42],[210.78651685  34.21348315] ; [325.21348315  52.78651685],0
a7,1,0.020936,5.332087,[168  78] ; [295  90],[180.50396197  65.49603803] ; [282.49603803 102.50396197],0
p10,1,0.023837,5.106459,[190  52] ; [325  55],[200.36977492  41.63022508] ; [314.63022508  65.36977492],0
s7,1,0.031753,4.611782,[112 122] ; [208 158],[124.8 109.2] ; [195.2 170.8],0
d1,1,0.053487,3.728625,[155  91] ; [271 114],[166.0792393  79.9207607] ; [259.9207607 125.0792393],0
d4,1,0.076575,3.136144,[204  40] ; [340  44],[211.36305732  32.63694268] ; [332.63694268  51.36305732],0
s2,1,0.07669,3.133684,[116 127] ; [209 171],[126.76565008 116.23434992] ; [198.23434992 181.76565008],0
s1,1,0.08579,2.951647,[ 11 231] ; [  8 371],[  7.4041868 234.5958132] ; [ 11.5958132 367.4041868],0
p12,1,0.095277,2.782873,[ 16 227] ; [ 40 341],[ 21.80769231 221.19230769] ; [ 34.19230769 346.80769231],0
b1,1,0.097904,2.739354,[105 141] ; [139 246],[ 95.1251981 150.8748019] ; [148.8748019 236.1251981],0
s5,1,0.104295,2.638613,[ 79 160] ; [146 223],[ 88.44572368 150.55427632] ; [136.55427632 232.44572368],0
p7,1,0.104532,2.635007,[148  95] ; [253 123],[157.42003231  85.57996769] ; [243.57996769 132.42003231],0
r2,1,0.112983,2.511999,[229  14] ; [368  12],[232.85874799  10.14125201] ; [364.14125201  15.85874799],0
d5,1,0.141913,2.157087,[204  40] ; [337  47],[210.19745223  33.80254777] ; [330.80254777  53.19745223],0
u1,1,0.144062,2.134024,[ 49 197] ; [ 96 289],[ 56.52931854 189.47068146] ; [ 88.47068146 296.52931854],0
s8,1,0.158423,1.989219,[109 136] ; [191 189],[117.6 127.4] ; [182.4 197.6],0
p8,1,0.181249,1.78735,[126 120] ; [212 162],[134.10967742 111.89032258] ; [203.89032258 170.10967742],0
d3,1,0.187195,1.73956,[168  77] ; [282 102],[175.2782194  69.7217806] ; [274.7217806 109.2782194],0
p4,1,0.190984,1.710014,[147  98] ; [247 132],[154.69551282  90.30448718] ; [239.30448718 139.69551282],0
a1,1,0.193658,1.689565,[ 10 236] ; [ 25 360],[ 13.64500792 232.35499208] ; [ 21.35499208 363.64500792],0
n2,1,0.201529,1.631257,[46 20] ; [57 15],[49.26086957 16.73913043] ; [53.73913043 18.26086957],0
a3,1,0.208086,1.584696,[189  57] ; [311  73],[195.23809524  50.76190476] ; [304.76190476  79.23809524],0
a4,1,0.218102,1.516814,[138 107] ; [197 187],[130.48489666 114.51510334] ; [204.51510334 179.48489666],0
a8,1,0.290567,1.116992,[ 29 202] ; [ 53 284],[ 33.34859155 197.65140845] ; [ 48.65140845 288.34859155],0
n3,1,0.293819,1.102041,[44 19] ; [56 16],[46.66666667 16.33333333] ; [53.33333333 18.66666667],0
n1,1,0.354978,0.855582,[25 39] ; [22 48],[22.44776119 41.55223881] ; [24.55223881 45.44776119],0
