Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.203708,1.615586,[1 1] ; [ 4 23],[0.34482759 1.65517241] ; [ 4.65517241 22.34482759],0
s5,1,0.203708,1.615586,[1 1] ; [ 4 23],[0.34482759 1.65517241] ; [ 4.65517241 22.34482759],0
d2,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
v2,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
r4,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
s8,1,0.375728,0.784632,[1 1] ; [ 6 21],[0.48275862 1.51724138] ; [ 6.51724138 20.48275862],0
d1,1,0.547947,0.361008,[1 1] ; [ 8 19],[0.62068966 1.37931034] ; [ 8.37931034 18.62068966],0
v1,1,0.632305,0.228947,[1 1] ; [ 9 18],[0.68965517 1.31034483] ; [ 9.31034483 17.68965517],0
n4,1,0.632305,0.228947,[1 1] ; [ 9 18],[0.68965517 1.31034483] ; [ 9.31034483 17.68965517],0
d3,1,0.715441,0.132903,[1 1] ; [17 10],[1.24137931 0.75862069] ; [16.75862069 10.24137931],0
r1,1,0.715441,0.132903,[1 1] ; [10 17],[0.75862069 1.24137931] ; [10.24137931 16.75862069],0
p10,1,0.797533,0.065813,[1 1] ; [11 16],[0.82758621 1.17241379] ; [11.17241379 15.82758621],0
a6,1,0.959668,0.002557,[1 1] ; [13 14],[0.96551724 1.03448276] ; [13.03448276 13.96551724],0
p11,1,0.959668,0.002557,[1 1] ; [13 14],[0.96551724 1.03448276] ; [13.03448276 13.96551724],0
