Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,58.476355,[120 154] ; [124  27],[157.30823529 116.69176471] ; [86.69176471 64.30823529],1
p7,1,0.0,52.637242,[132 137] ; [126  22],[166.43165468 102.56834532] ; [91.56834532 56.43165468],1
p8,1,0.0,28.027449,[118 154] ; [106  45],[144.03782506 127.96217494] ; [79.96217494 71.03782506],1
p3,1,0.0,25.991639,[ 97 178] ; [92 59],[122.00704225 152.99295775] ; [66.99295775 84.00704225],1
s8,1,1e-06,24.509631,[ 79 196] ; [80 71],[102.64084507 172.35915493] ; [56.35915493 94.64084507],1
s2,1,2.4e-05,17.86229,[104 170] ; [89 61],[124.72169811 149.27830189] ; [68.27830189 81.72169811],1
s5,1,3.6e-05,17.096083,[ 65 204] ; [64 82],[ 83.61686747 185.38313253] ; [ 45.38313253 100.61686747],1
s6,1,4.9e-05,16.496077,[156 117] ; [114  34],[175.08313539  97.91686461] ; [94.91686461 53.08313539],1
s7,1,0.000369,12.684057,[ 92 173] ; [78 70],[109.07990315 155.92009685] ; [60.92009685 87.07990315],1
v1,1,0.002587,9.078244,[100 165] ; [79 70],[114.57729469 150.42270531] ; [64.42270531 84.57729469],0
a4,1,0.003624,8.463405,[ 98 178] ; [75 75],[112.08450704 163.91549296] ; [60.91549296 89.08450704],0
d1,1,0.004858,7.93169,[127 149] ; [91 60],[140.90866511 135.09133489] ; [77.09133489 73.90866511],0
p2,1,0.004898,7.916885,[224  52] ; [138  13],[233.98594848  42.01405152] ; [128.01405152  22.98594848],0
p5,1,0.005287,7.778408,[ 15 259] ; [ 20 131],[ 22.56470588 251.43529412] ; [ 12.43529412 138.56470588],0
p1,1,0.007761,7.087774,[ 11 263] ; [ 16 135],[ 17.40705882 256.59294118] ; [  9.59294118 141.40705882],0
s4,1,0.016478,5.751109,[ 43 231] ; [ 37 109],[ 52.19047619 221.80952381] ; [ 27.80952381 118.19047619],0
b2,1,0.017712,5.624447,[ 45 113] ; [44 59],[ 53.87739464 104.12260536] ; [35.12260536 67.87739464],0
b3,1,0.017712,5.624447,[ 45 113] ; [44 59],[ 53.87739464 104.12260536] ; [35.12260536 67.87739464],0
b1,1,0.026285,4.937152,[ 89 187] ; [65 86],[ 99.54098361 176.45901639] ; [54.45901639 96.54098361],0
a2,1,0.03098,4.654043,[ 44 232] ; [ 37 114],[ 52.3559719 223.6440281] ; [ 28.6440281 122.3559719],0
v4,1,0.041449,4.157559,[249  23] ; [146   5],[253.99527187  18.00472813] ; [141.00472813   9.99527187],0
d4,1,0.043177,4.088447,[209  67] ; [127  24],[217.18032787  58.81967213] ; [118.81967213  32.18032787],0
d3,1,0.046619,3.959079,[169 107] ; [107  44],[178.39812646  97.60187354] ; [97.60187354 53.39812646],0
r4,1,0.06689,3.357735,[233  43] ; [137  14],[239.15690867  36.84309133] ; [130.84309133  20.15690867],0
p12,1,0.083208,3.001094,[ 11 263] ; [ 12 138],[ 14.86320755 259.13679245] ; [  8.13679245 141.86320755],0
u1,1,0.09016,2.871508,[ 36 240] ; [ 29 122],[ 42.01405152 233.98594848] ; [ 22.98594848 128.01405152],0
a1,1,0.091366,2.850135,[  5 271] ; [  7 144],[  7.75644028 268.24355972] ; [  4.24355972 146.75644028],0
n4,1,0.094167,2.801652,[197  79] ; [119  32],[204.2529274  71.7470726] ; [111.7470726  39.2529274],0
s3,1,0.096706,2.759041,[133 141] ; [86 65],[141.19058824 132.80941176] ; [77.80941176 73.19058824],0
r1,1,0.101297,2.684998,[200  74] ; [121  30],[206.95058824  67.04941176] ; [114.04941176  36.95058824],0
n6,1,0.108687,2.573215,[223  51] ; [132  19],[228.87058824  45.12941176] ; [126.12941176  24.87058824],0
p9,1,0.121117,2.402815,[227  46] ; [134  17],[232.43632075  40.56367925] ; [128.56367925  22.43632075],0
d5,1,0.128297,2.312988,[205  71] ; [122  29],[211.36299766  64.63700234] ; [115.63700234  35.36299766],0
n5,1,0.139544,2.182976,[189  84] ; [114  36],[195.55319149  77.44680851] ; [107.44680851  42.55319149],0
d2,1,0.144383,2.13061,[111 164] ; [72 79],[118.13380282 156.86619718] ; [64.86619718 86.13380282],0
u3,1,0.155975,2.012818,[53 46] ; [31 16],[56.95890411 42.04109589] ; [27.04109589 19.95890411],0
p10,1,0.158017,1.993101,[222  54] ; [128  21],[227.29411765  48.70588235] ; [122.70588235  26.29411765],0
r3,1,0.197596,1.660053,[257  17] ; [146   5],[259.81647059  14.18352941] ; [143.18352941   7.81647059],0
r2,1,0.207393,1.58953,[245  26] ; [140   9],[248.41666667  22.58333333] ; [136.58333333  12.41666667],0
a6,1,0.373108,0.793286,[189  87] ; [97 54],[184.8618267  91.1381733] ; [101.1381733  49.8618267],0
a3,1,0.396066,0.720236,[177  99] ; [103  48],[180.98360656  95.01639344] ; [99.01639344 51.98360656],0
n3,1,0.421978,0.644799,[52 15] ; [21  9],[50.42268041 16.57731959] ; [22.57731959  7.42268041],0
