Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,123.080483,[ 8 66] ; [374 120],[49.76760563 24.23239437] ; [332.23239437 161.76760563],1
d4,1,0.0,73.153388,[41 33] ; [452  42],[64.22887324  9.77112676] ; [428.77112676  65.22887324],1
d2,1,1e-06,23.604277,[23 51] ; [301 192],[42.28571429 31.71428571] ; [281.71428571 211.28571429],1
d3,1,8e-06,19.924481,[39 35] ; [381 113],[54.71830986 19.28169014] ; [365.28169014 128.71830986],1
a4,1,9.2e-05,15.28683,[23 50] ; [276 217],[38.56360424 34.43639576] ; [260.43639576 232.56360424],1
u1,1,0.000156,14.301843,[ 4 70] ; [124 370],[16.67605634 57.32394366] ; [111.32394366 382.67605634],1
a2,1,0.001948,9.598157,[12 62] ; [169 325],[23.58098592 50.41901408] ; [157.41901408 336.58098592],0
n4,1,0.00592,7.574395,[53 21] ; [416  76],[61.3180212 12.6819788] ; [407.6819788  84.3180212],0
a3,1,0.008669,6.889864,[51 23] ; [404  89],[59.38271605 14.61728395] ; [395.61728395  97.38271605],0
v2,1,0.015968,5.806354,[34 38] ; [297 181],[43.33090909 28.66909091] ; [287.66909091 190.33090909],0
r2,1,0.01859,5.539651,[67  7] ; [468  17],[70.82289803  3.17710197] ; [464.17710197  20.82289803],0
b1,1,0.018979,5.503414,[37 37] ; [177 317],[27.88028169 46.11971831] ; [186.11971831 307.88028169],0
r3,1,0.020678,5.353724,[67  6] ; [477  14],[70.41134752  2.58865248] ; [473.58865248  17.41134752],0
p1,1,0.028251,4.81269,[11 63] ; [ 36 456],[ 6.14487633 67.85512367] ; [ 40.85512367 451.14487633],0
s6,1,0.087733,2.915478,[45 28] ; [343 137],[51.21880651 21.78119349] ; [336.78119349 143.21880651],0
s7,1,0.112615,2.517138,[43 26] ; [246 226],[36.85951941 32.14048059] ; [252.14048059 219.85951941],0
b3,1,0.133878,2.246955,[23 22] ; [120 185],[18.38571429 26.61428571] ; [124.61428571 180.38571429],0
b2,1,0.133878,2.246955,[23 22] ; [120 185],[18.38571429 26.61428571] ; [124.61428571 180.38571429],0
v4,1,0.141556,2.160964,[69  5] ; [472  16],[71.23487544  2.76512456] ; [469.76512456  18.23487544],0
n6,1,0.168656,1.894846,[60 13] ; [431  59],[63.6642984  9.3357016] ; [427.3357016  62.6642984],0
v1,1,0.178945,1.806368,[37 35] ; [288 194],[42.23826715 29.76173285] ; [282.76173285 199.23826715],0
s3,1,0.218139,1.516572,[47 27] ; [270 213],[42.11490126 31.88509874] ; [274.88509874 208.11490126],0
r4,1,0.228477,1.450319,[66  8] ; [460  34],[68.52816901  5.47183099] ; [457.47183099  36.52816901],0
p7,1,0.269584,1.218863,[48 26] ; [343 139],[52.03956835 21.96043165] ; [338.96043165 143.03956835],0
p10,1,0.273934,1.196939,[60 13] ; [425  64],[62.99822064 10.00177936] ; [422.00177936  66.99822064],0
n5,1,0.288152,1.128235,[54 20] ; [383 105],[57.54092527 16.45907473] ; [379.45907473 108.54092527],0
p4,1,0.293858,1.101861,[46 28] ; [336 156],[49.9434629 24.0565371] ; [332.0565371 159.9434629],0
s8,1,0.298739,1.079814,[31 42] ; [240 250],[35.13854352 37.86145648] ; [235.86145648 254.13854352],0
p8,1,0.3379,0.918383,[47 26] ; [283 201],[43.24955117 29.75044883] ; [286.75044883 197.24955117],0
s1,1,0.404023,0.69632,[ 3 69] ; [ 12 475],[ 1.93202147 70.06797853] ; [ 13.06797853 473.93202147],0
b4,1,0.409613,0.679924,[46 28] ; [282 212],[42.73239437 31.26760563] ; [285.26760563 208.73239437],0
s5,1,0.426027,0.633631,[24 49] ; [178 294],[27.05688073 45.94311927] ; [174.94311927 297.05688073],0
p3,1,0.435073,0.609243,[38 36] ; [277 216],[41.11111111 32.88888889] ; [273.88888889 219.11111111],0
v3,1,0.444031,0.585845,[27 46] ; [199 278],[29.99636364 43.00363636] ; [196.00363636 280.99636364],0
a6,1,0.445148,0.582976,[57 17] ; [359 134],[54.29276896 19.70723104] ; [361.70723104 131.29276896],0
p12,1,0.463671,0.537019,[ 8 65] ; [ 41 449],[ 6.35346359 66.64653641] ; [ 42.64653641 447.35346359],0
a8,1,0.480201,0.498406,[ 8 59] ; [ 67 373],[ 9.9112426 57.0887574] ; [ 65.0887574 374.9112426],0
r1,1,0.561589,0.33696,[62 12] ; [422  67],[63.61634103 10.38365897] ; [420.38365897  68.61634103],0
u2,1,0.589064,0.291809,[12 11] ; [52 37],[13.14285714  9.85714286] ; [50.85714286 38.14285714],0
s4,1,0.632922,0.228118,[13 61] ; [ 75 412],[11.60784314 62.39215686] ; [ 76.39215686 410.60784314],0
a7,1,0.638058,0.221291,[54 20] ; [373 121],[55.63028169 18.36971831] ; [371.36971831 122.63028169],0
u3,1,0.747237,0.103867,[13 10] ; [53 35],[13.67567568  9.32432432] ; [52.32432432 35.67567568],0
p5,1,0.748067,0.103163,[10 64] ; [ 60 432],[ 9.15194346 64.84805654] ; [ 60.84805654 431.15194346],0
n3,1,0.785952,0.073751,[11  3] ; [76 25],[10.59130435  3.40869565] ; [76.40869565 24.59130435],0
n2,1,0.785952,0.073751,[11  3] ; [76 25],[10.59130435  3.40869565] ; [76.40869565 24.59130435],0
u4,1,0.800523,0.063842,[ 2 72] ; [ 11 482],[ 1.69664903 72.30335097] ; [ 11.30335097 481.69664903],0
b5,1,0.813686,0.055542,[46 28] ; [300 194],[45.07746479 28.92253521] ; [300.92253521 193.07746479],0
p6,1,0.836543,0.042567,[29 45] ; [197 290],[29.81105169 44.18894831] ; [196.18894831 290.81105169],0
a1,1,0.839335,0.041105,[ 4 70] ; [ 24 470],[ 3.64788732 70.35211268] ; [ 24.35211268 469.64788732],0
p9,1,0.894999,0.017419,[65  8] ; [437  51],[65.32263815  7.67736185] ; [436.67736185  51.32263815],0
n1,1,0.962276,0.002237,[5 9] ; [36 63],[5.07964602 8.92035398] ; [35.92035398 63.07964602],0
s2,1,0.969187,0.001492,[39 34] ; [259 228],[38.84642857 34.15357143] ; [259.15357143 227.84642857],0
p11,1,0.996198,2.3e-05,[62 12] ; [414  80],[62.01408451 11.98591549] ; [413.98591549  80.01408451],0
