Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,24.189705,[153  14] ; [6 7],[147.51666667  19.48333333] ; [11.48333333  1.51666667],1
v4,1,2e-06,22.765019,[160   7] ; [8 5],[155.86666667  11.13333333] ; [12.13333333  0.86666667],1
s7,1,0.022295,5.22258,[85 73] ; [2 9],[81.33727811 76.66272189] ; [5.66272189 5.33727811],0
p6,1,0.030176,4.69923,[77 89] ; [ 2 11],[73.26256983 92.73743017] ; [5.73743017 7.26256983],0
r2,1,0.034329,4.478227,[154  11] ; [10  3],[152.02247191  12.97752809] ; [11.97752809  1.02247191],0
b4,1,0.038216,4.295372,[92 75] ; [11  2],[95.56111111 71.43888889] ; [7.43888889 5.56111111],0
a4,1,0.038216,4.295372,[75 92] ; [ 2 11],[71.43888889 95.56111111] ; [5.56111111 7.43888889],0
s6,1,0.04274,4.105674,[114  49] ; [5 7],[110.84  52.16] ; [8.16 3.84],0
p11,1,0.043416,4.079123,[131  36] ; [7 6],[128.03333333  38.96666667] ; [9.96666667 3.03333333],0
s2,1,0.048367,3.89719,[86 81] ; [ 3 10],[82.57222222 84.42777778] ; [6.42777778 6.57222222],0
p1,1,0.067681,3.338375,[ 21 146] ; [4 9],[ 23.19444444 143.80555556] ; [ 1.80555556 11.19444444],0
u3,1,0.075476,3.159733,[27 22] ; [1 5],[24.94545455 24.05454545] ; [3.05454545 2.94545455],0
a5,1,0.077102,3.124958,[127  40] ; [7 6],[124.32222222  42.67777778] ; [9.67777778 3.32222222],0
v3,1,0.086379,2.940596,[ 52 111] ; [ 1 11],[ 49.36571429 113.63428571] ; [3.63428571 8.36571429],0
n2,1,0.087434,2.920988,[25 11] ; [2 4],[23.14285714 12.85714286] ; [3.85714286 2.14285714],0
b2,1,0.094981,2.787857,[34 67] ; [ 1 10],[31.5625 69.4375] ; [3.4375 7.5625],0
b3,1,0.094981,2.787857,[34 67] ; [ 1 10],[31.5625 69.4375] ; [3.4375 7.5625],0
a6,1,0.103345,2.653155,[114  53] ; [6 7],[111.33333333  55.66666667] ; [8.66666667 4.33333333],0
n3,1,0.103754,2.646875,[29  7] ; [3 3],[27.42857143  8.57142857] ; [4.57142857 1.42857143],0
p4,1,0.143696,2.137922,[132  35] ; [8 5],[129.88888889  37.11111111] ; [10.11111111  2.88888889],0
r1,1,0.165733,1.921126,[130  36] ; [8 5],[127.97765363  38.02234637] ; [10.02234637  2.97765363],0
s3,1,0.17112,1.873104,[103  64] ; [5 7],[100.75977654  66.24022346] ; [7.24022346 4.75977654],0
v2,1,0.187755,1.735148,[73 91] ; [3 9],[70.81818182 93.18181818] ; [5.18181818 6.81818182],0
d5,1,0.200798,1.636562,[129  38] ; [8 5],[127.10555556  39.89444444] ; [9.89444444 3.10555556],0
p2,1,0.203387,1.617887,[139  28] ; [9 4],[137.31111111  29.68888889] ; [10.68888889  2.31111111],0
s8,1,0.2193,1.508947,[72 95] ; [3 9],[69.97206704 97.02793296] ; [5.02793296 6.97206704],0
a3,1,0.223867,1.479409,[117  50] ; [7 6],[115.04444444  51.95555556] ; [8.95555556 4.04444444],0
s4,1,0.230159,1.439877,[ 36 130] ; [ 1 12],[ 34.31284916 131.68715084] ; [ 2.68715084 10.31284916],0
u2,1,0.25078,1.318951,[29 21] ; [2 4],[27.67857143 22.32142857] ; [3.32142857 2.67857143],0
n1,1,0.275667,1.188329,[10 26] ; [3 3],[11.14285714 24.85714286] ; [1.85714286 4.14285714],0
a7,1,0.286119,1.137795,[114  53] ; [7 6],[112.26111111  54.73888889] ; [8.73888889 4.26111111],0
p7,1,0.351852,0.866765,[122  44] ; [8 5],[120.55865922  45.44134078] ; [9.44134078 3.55865922],0
b5,1,0.365213,0.819887,[81 86] ; [8 5],[82.57222222 84.42777778] ; [6.42777778 6.57222222],0
p5,1,0.437267,0.603443,[ 25 142] ; [ 3 10],[ 25.97777778 141.02222222] ; [ 2.02222222 10.97777778],0
d4,1,0.441561,0.592222,[131  36] ; [9 4],[129.88888889  37.11111111] ; [10.11111111  2.88888889],0
p10,1,0.449025,0.573111,[130  36] ; [9 4],[128.90502793  37.09497207] ; [10.09497207  2.90502793],0
s1,1,0.461476,0.542311,[  6 161] ; [ 1 12],[  6.49444444 160.50555556] ; [ 0.50555556 12.49444444],0
n6,1,0.466595,0.530029,[139  28] ; [9 3],[138.07821229  28.92178771] ; [9.92178771 2.07821229],0
n4,1,0.538127,0.379022,[129  38] ; [11  2],[129.88888889  37.11111111] ; [10.11111111  2.88888889],0
p9,1,0.543782,0.368576,[137  30] ; [9 3],[136.2122905  30.7877095] ; [9.7877095 2.2122905],0
d2,1,0.663741,0.189011,[79 87] ; [7 6],[79.75418994 86.24581006] ; [6.24581006 6.75418994],0
s5,1,0.712804,0.135492,[ 57 102] ; [4 9],[ 56.38953488 102.61046512] ; [4.61046512 8.38953488],0
p8,1,0.785805,0.073855,[104  63] ; [7 5],[103.55865922  63.44134078] ; [7.44134078 4.55865922],0
b1,1,0.83128,0.045395,[72 95] ; [6 7],[72.36666667 94.63333333] ; [5.63333333 7.36666667],0
a8,1,0.831437,0.045309,[ 16 140] ; [ 1 11],[ 15.78571429 140.21428571] ; [ 1.21428571 10.78571429],0
d3,1,0.923546,0.00921,[105  62] ; [8 5],[104.83888889  62.16111111] ; [8.16111111 4.83888889],0
p12,1,0.950565,0.003844,[ 12 154] ; [ 1 12],[ 12.05586592 153.94413408] ; [ 0.94413408 12.05586592],0
n5,1,0.966784,0.001734,[114  52] ; [9 4],[114.06703911  51.93296089] ; [8.93296089 4.06703911],0
d1,1,0.969307,0.001481,[89 78] ; [7 6],[89.06666667 77.93333333] ; [6.93333333 6.06666667],0
