Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,153.7736,[393  29] ; [22 42],[360.34979424  61.65020576] ; [54.65020576  9.34979424],1
p11,1,0.0,37.257773,[358  65] ; [34 31],[339.78688525  83.21311475] ; [52.21311475 12.78688525],1
p2,1,0.0,25.892835,[367  56] ; [40 25],[352.78893443  70.21106557] ; [54.21106557 10.78893443],1
r3,1,3.2e-05,17.317955,[405  14] ; [55 10],[398.2231405  20.7768595] ; [61.7768595  3.2231405],1
v4,1,5e-05,16.466942,[409  12] ; [56  9],[402.80864198  18.19135802] ; [62.19135802  2.80864198],1
b1,1,0.000127,14.678457,[143 280] ; [38 27],[156.89139344 266.10860656] ; [24.10860656 40.89139344],1
r4,1,0.000372,12.667116,[398  25] ; [53 12],[390.92827869  32.07172131] ; [60.07172131  4.92827869],1
v1,1,0.000409,12.49016,[253 157] ; [25 40],[239.95789474 170.04210526] ; [38.04210526 26.95789474],1
p6,1,0.000866,11.093128,[180 242] ; [13 50],[167.92989691 254.07010309] ; [25.07010309 37.92989691],1
s5,1,0.000976,10.872286,[145 262] ; [ 9 53],[133.64179104 273.35820896] ; [20.35820896 41.64179104],1
p3,1,0.000996,10.834378,[238 184] ; [22 42],[225.76131687 196.23868313] ; [34.23868313 29.76131687],1
p7,1,0.001512,10.06356,[281 132] ; [30 33],[269.83823529 143.16176471] ; [41.16176471 21.83823529],0
s7,1,0.001529,10.043096,[215 184] ; [20 42],[203.39479393 195.60520607] ; [31.60520607 30.39479393],0
s8,1,0.002973,8.823783,[201 218] ; [18 46],[189.98136646 229.01863354] ; [29.01863354 34.98136646],0
s2,1,0.003446,8.554719,[235 183] ; [23 40],[224.20790021 193.79209979] ; [33.79209979 29.20790021],0
p4,1,0.003779,8.387047,[288 133] ; [32 32],[277.77319588 143.22680412] ; [42.22680412 21.77319588],0
v2,1,0.004046,8.262957,[251 154] ; [27 36],[240.57692308 164.42307692] ; [37.42307692 25.57692308],0
n6,1,0.004733,7.978911,[384  37] ; [51 13],[377.59793814  43.40206186] ; [57.40206186  6.59793814],0
p8,1,0.007249,7.210206,[244 173] ; [26 38],[234.07484407 182.92515593] ; [35.92515593 28.07484407],0
s6,1,0.0103,6.5822,[299 116] ; [36 28],[290.24008351 124.75991649] ; [44.75991649 19.24008351],0
a5,1,0.042965,4.096797,[334  89] ; [44 21],[327.65163934  95.34836066] ; [50.34836066 14.65163934],0
a1,1,0.047318,3.934057,[ 20 403] ; [ 7 58],[ 23.40368852 399.59631148] ; [ 3.59631148 61.40368852],0
p5,1,0.070554,3.270079,[ 61 359] ; [ 4 60],[ 56.40495868 363.59504132] ; [ 8.59504132 55.40495868],0
a4,1,0.074155,3.188564,[212 209] ; [25 40],[205.30246914 215.69753086] ; [31.69753086 33.30246914],0
d1,1,0.075053,3.168893,[276 147] ; [35 30],[269.57581967 153.42418033] ; [41.42418033 23.57581967],0
s3,1,0.077987,3.106361,[250 166] ; [31 33],[243.53333333 172.46666667] ; [37.46666667 26.53333333],0
a2,1,0.085223,2.962369,[143 280] ; [15 50],[136.95491803 286.04508197] ; [21.04508197 43.95491803],0
d5,1,0.109242,2.565156,[357  64] ; [50 15],[352.56584362  68.43415638] ; [54.43415638 10.56584362],0
v3,1,0.14666,2.106654,[175 228] ; [22 43],[169.63888889 233.36111111] ; [27.36111111 37.63888889],0
d3,1,0.147083,2.102244,[331  89] ; [46 19],[326.4742268  93.5257732] ; [50.5257732 14.4742268],0
n2,1,0.150693,2.065217,[60 12] ; [16  7],[57.6 14.4] ; [18.4  4.6],0
a6,1,0.217159,1.523049,[338  82] ; [48 17],[334.26804124  85.73195876] ; [51.73195876 13.26804124],0
u1,1,0.217786,1.518901,[108 315] ; [12 53],[104.01639344 318.98360656] ; [15.98360656 49.01639344],0
b5,1,0.274088,1.196175,[283 140] ; [39 26],[279.11065574 143.88934426] ; [42.88934426 22.11065574],0
a3,1,0.328047,0.956594,[313 107] ; [44 20],[309.79338843 110.20661157] ; [47.20661157 16.79338843],0
n1,1,0.330589,0.946589,[32 39] ; [12  9],[33.95652174 37.04347826] ; [10.04347826 10.95652174],0
r2,1,0.378794,0.774612,[403  16] ; [61  4],[401.68595041  17.31404959] ; [62.31404959  2.68595041],0
d4,1,0.438469,0.600285,[353  68] ; [52 13],[350.83333333  70.16666667] ; [54.16666667 10.83333333],0
n3,1,0.440896,0.593948,[52 20] ; [14  8],[50.55319149 21.44680851] ; [15.44680851  6.55319149],0
r1,1,0.443507,0.587191,[352  68] ; [52 13],[349.8556701  70.1443299] ; [54.1443299 10.8556701],0
u2,1,0.449068,0.573003,[65 45] ; [10 10],[63.46153846 46.53846154] ; [11.53846154  8.46153846],0
d2,1,0.450377,0.569704,[212 209] ; [36 29],[214.83127572 206.16872428] ; [33.16872428 31.83127572],0
u3,1,0.465608,0.532379,[67 43] ; [11 10],[65.49618321 44.50381679] ; [12.50381679  8.49618321],0
u4,1,0.488546,0.479728,[ 13 409] ; [ 1 64],[ 12.13141684 409.86858316] ; [ 1.86858316 63.13141684],0
b4,1,0.496876,0.461602,[248 175] ; [41 24],[250.50614754 172.49385246] ; [38.49385246 26.50614754],0
s1,1,0.519318,0.415247,[ 13 402] ; [ 3 61],[ 13.86221294 401.13778706] ; [ 2.13778706 61.86221294],0
b2,1,0.689802,0.1593,[ 95 160] ; [17 25],[ 96.16161616 158.83838384] ; [15.83838384 26.16161616],0
b3,1,0.689802,0.1593,[ 95 160] ; [17 25],[ 96.16161616 158.83838384] ; [15.83838384 26.16161616],0
s4,1,0.742167,0.108231,[ 66 349] ; [ 9 54],[ 65.11506276 349.88493724] ; [ 9.88493724 53.11506276],0
p1,1,0.771909,0.08403,[ 44 379] ; [ 6 59],[ 43.34016393 379.65983607] ; [ 6.65983607 58.34016393],0
a8,1,0.779529,0.078363,[ 65 311] ; [ 9 48],[ 64.25866051 311.74133949] ; [ 9.74133949 47.25866051],0
n4,1,0.781411,0.076996,[375  47] ; [57  8],[374.34086242  47.65913758] ; [57.65913758  7.34086242],0
