Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000161,14.238477,[ 3 31] ; [12 10],[ 9.10714286 24.89285714] ; [ 5.89285714 16.10714286],1
p4,1,0.000205,13.78229,[ 8 27] ; [16  6],[14.73684211 20.26315789] ; [ 9.26315789 12.73684211],1
s3,1,0.00069,11.517094,[ 4 29] ; [12 10],[ 9.6 23.4] ; [ 6.4 15.6],1
p8,1,0.00225,9.333333,[ 5 30] ; [11 10],[10. 25.] ; [ 6. 15.],0
b4,1,0.017051,5.691117,[24 11] ; [ 8 14],[19.64912281 15.35087719] ; [12.35087719  9.64912281],0
d1,1,0.031455,4.627976,[12 23] ; [ 2 20],[ 8.59649123 26.40350877] ; [ 5.40350877 16.59649123],0
p2,1,0.031539,4.623405,[17 18] ; [17  5],[20.87719298 14.12280702] ; [13.12280702  8.87719298],0
s2,1,0.054884,3.685614,[ 6 28] ; [ 9 13],[ 9.10714286 24.89285714] ; [ 5.89285714 16.10714286],0
s4,1,0.057569,3.60606,[ 4 31] ; [ 7 15],[ 6.75438596 28.24561404] ; [ 4.24561404 17.75438596],0
s6,1,0.061438,3.498127,[ 9 26] ; [11 11],[12.28070175 22.71929825] ; [ 7.71929825 14.28070175],0
p11,1,0.062299,3.475108,[15 20] ; [15  7],[18.42105263 16.57894737] ; [11.57894737 10.42105263],0
n3,1,0.068504,3.318519,[ 8 10] ; [8 2],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
p12,1,0.12091,2.405495,[ 1 34] ; [ 3 19],[ 2.45614035 32.54385965] ; [ 1.54385965 20.45614035],0
v1,1,0.12378,2.368831,[ 9 26] ; [10 12],[11.66666667 23.33333333] ; [ 7.33333333 14.66666667],0
n1,1,0.131543,2.274204,[ 4 14] ; [5 5],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
p9,1,0.150703,2.065122,[14 18] ; [14  8],[16.59259259 15.40740741] ; [11.40740741 10.59259259],0
n6,1,0.155097,2.02139,[22 12] ; [10 12],[19.42857143 14.57142857] ; [12.57142857  9.42857143],0
a6,1,0.197399,1.661513,[13 22] ; [12 10],[15.35087719 19.64912281] ; [ 9.64912281 12.35087719],0
b3,1,0.197743,1.658969,[ 8 14] ; [ 3 14],[ 6.20512821 15.79487179] ; [ 4.79487179 12.20512821],0
b2,1,0.197743,1.658969,[ 8 14] ; [ 3 14],[ 6.20512821 15.79487179] ; [ 4.79487179 12.20512821],0
a5,1,0.232672,1.424453,[15 20] ; [13  9],[17.19298246 17.80701754] ; [10.80701754 11.19298246],0
u2,1,0.233297,1.420648,[ 7 12] ; [6 4],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
p10,1,0.268925,1.222222,[13 20] ; [12 10],[15. 18.] ; [10. 12.],0
a4,1,0.269257,1.220526,[ 8 27] ; [ 8 14],[ 9.8245614 25.1754386] ; [ 6.1754386 15.8245614],0
p5,1,0.283439,1.150524,[ 1 34] ; [ 2 19],[ 1.875 33.125] ; [ 1.125 19.875],0
u1,1,0.30486,1.052814,[ 1 34] ; [ 2 20],[ 1.84210526 33.15789474] ; [ 1.15789474 20.84210526],0
s8,1,0.361111,0.834026,[ 6 29] ; [ 6 16],[ 7.36842105 27.63157895] ; [ 4.63157895 17.36842105],0
a2,1,0.371164,0.799765,[ 4 31] ; [ 1 21],[ 3.07017544 31.92982456] ; [ 1.92982456 20.07017544],0
b1,1,0.404606,0.694594,[20 15] ; [15  7],[21.49122807 13.50877193] ; [13.50877193  8.49122807],0
