Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000136,14.555027,[81  9] ; [24 15],[73.25581395 16.74418605] ; [31.74418605  7.25581395],1
p2,1,0.001088,10.671797,[82  9] ; [26 13],[75.6 15.4] ; [32.4  6.6],0
p11,1,0.004222,8.185834,[80 11] ; [26 13],[74.2 16.8] ; [31.8  7.2],0
p10,1,0.005375,7.748669,[78 13] ; [25 14],[72.1 18.9] ; [30.9  8.1],0
p9,1,0.012844,6.190476,[78 13] ; [26 13],[72.8 18.2] ; [31.2  7.8],0
p8,1,0.012844,6.190476,[63 28] ; [18 21],[56.7 34.3] ; [24.3 14.7],0
v1,1,0.021537,5.282774,[56 33] ; [16 23],[50.0625 38.9375] ; [21.9375 17.0625],0
p6,1,0.023857,5.105004,[39 52] ; [ 8 29],[33.4140625 57.5859375] ; [13.5859375 23.4140625],0
p7,1,0.071383,3.250919,[72 19] ; [25 14],[67.9 23.1] ; [29.1  9.9],0
a7,1,0.071383,3.250919,[72 19] ; [25 14],[67.9 23.1] ; [29.1  9.9],0
p5,1,0.082841,3.008257,[11 79] ; [ 1 38],[ 8.37209302 81.62790698] ; [ 3.62790698 35.37209302],0
u2,1,0.100395,2.699261,[18 16] ; [2 7],[15.81395349 18.18604651] ; [4.18604651 4.81395349],0
r2,1,0.113721,2.501728,[81 10] ; [38  1],[83.3  7.7] ; [35.7  3.3],0
a3,1,0.130336,2.288499,[57 33] ; [30  9],[60.69767442 29.30232558] ; [26.30232558 12.69767442],0
a1,1,0.135479,2.228571,[ 2 89] ; [ 3 36],[ 3.5 87.5] ; [ 1.5 37.5],0
b1,1,0.165726,1.921182,[37 54] ; [21 18],[40.6 50.4] ; [17.4 21.6],0
n5,1,0.171104,1.873241,[69 22] ; [25 14],[65.8 25.2] ; [28.2 10.8],0
v4,1,0.202572,1.623731,[87  4] ; [35  4],[85.4  5.6] ; [36.6  2.4],0
s8,1,0.23108,1.4342,[28 63] ; [ 8 31],[25.2 65.8] ; [10.8 28.2],0
s4,1,0.242375,1.366729,[ 6 85] ; [ 5 34],[ 7.7 83.3] ; [ 3.3 35.7],0
s7,1,0.285678,1.13988,[30 56] ; [ 9 27],[27.49180328 58.50819672] ; [11.50819672 24.49180328],0
a8,1,0.309552,1.032585,[ 7 68] ; [ 6 32],[ 8.62831858 66.37168142] ; [ 4.37168142 33.62831858],0
d4,1,0.363607,0.825397,[68 23] ; [32  7],[70. 21.] ; [30.  9.],0
b5,1,0.376606,0.781753,[52 39] ; [19 20],[49.7 41.3] ; [21.3 17.7],0
d3,1,0.392964,0.729751,[63 28] ; [24 15],[60.9 30.1] ; [26.1 12.9],0
a4,1,0.413417,0.668954,[35 56] ; [18 21],[37.1 53.9] ; [15.9 23.1],0
s3,1,0.441961,0.591187,[24 66] ; [13 26],[25.81395349 64.18604651] ; [11.18604651 27.81395349],0
s2,1,0.456327,0.554889,[18 73] ; [10 29],[19.6 71.4] ; [ 8.4 30.6],0
r4,1,0.481236,0.49606,[79 12] ; [32  7],[77.7 13.3] ; [33.3  5.7],0
u1,1,0.481236,0.49606,[12 79] ; [ 7 32],[13.3 77.7] ; [ 5.7 33.3],0
r3,1,0.482827,0.49247,[83  8] ; [34  5],[81.9  9.1] ; [35.1  3.9],0
d5,1,0.550075,0.357184,[72 19] ; [29 10],[70.7 20.3] ; [30.3  8.7],0
n3,1,0.601448,0.272817,[11  3] ; [7 1],[11.45454545  2.54545455] ; [6.54545455 1.45454545],0
n1,1,0.603743,0.269388,[5 9] ; [2 6],[4.45454545 9.54545455] ; [2.54545455 5.45454545],0
v3,1,0.614038,0.254336,[39 49] ; [15 23],[37.71428571 50.28571429] ; [16.28571429 21.71428571],0
r1,1,0.62857,0.234004,[69 22] ; [28 11],[67.9 23.1] ; [29.1  9.9],0
n4,1,0.693114,0.155735,[75 16] ; [31  8],[74.2 16.8] ; [31.8  7.2],0
v2,1,0.739891,0.110223,[53 36] ; [22 17],[52.1484375 36.8515625] ; [22.8515625 16.1484375],0
s5,1,0.760561,0.092869,[15 75] ; [ 7 30],[15.59055118 74.40944882] ; [ 6.40944882 30.59055118],0
b4,1,0.787857,0.072412,[49 42] ; [22 17],[49.7 41.3] ; [21.3 17.7],0
d2,1,0.788232,0.07215,[36 55] ; [16 22],[36.68217054 54.31782946] ; [15.31782946 22.68217054],0
d1,1,0.78835,0.072068,[49 42] ; [20 19],[48.3 42.7] ; [20.7 18.3],0
a2,1,0.808152,0.058957,[18 73] ; [ 7 32],[17.5 73.5] ; [ 7.5 31.5],0
s1,1,0.824583,0.049131,[ 3 88] ; [ 1 38],[ 2.8 88.2] ; [ 1.2 37.8],0
b2,1,0.836167,0.042766,[25 36] ; [10 13],[25.41666667 35.58333333] ; [ 9.58333333 13.41666667],0
b3,1,0.836167,0.042766,[25 36] ; [10 13],[25.41666667 35.58333333] ; [ 9.58333333 13.41666667],0
n2,1,0.856417,0.032738,[10  4] ; [6 2],[10.18181818  3.81818182] ; [5.81818182 2.18181818],0
u3,1,0.888798,0.019551,[18 16] ; [5 4],[18.18604651 15.81395349] ; [4.81395349 4.18604651],0
p1,1,0.954731,0.003223,[12 79] ; [ 5 34],[11.9 79.1] ; [ 5.1 33.9],0
a5,1,0.964923,0.001934,[68 23] ; [29 10],[67.9 23.1] ; [29.1  9.9],0
a6,1,0.966168,0.001799,[65 26] ; [28 11],[65.1 25.9] ; [27.9 11.1],0
