Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1.1e-05,19.364843,[20 62] ; [33 20],[32.19259259 49.80740741] ; [20.80740741 32.19259259],1
a1,1,0.521259,0.411402,[ 4 78] ; [ 4 49],[ 4.85925926 77.14074074] ; [ 3.14074074 49.85925926],0
d4,1,0.533201,0.388288,[53 29] ; [37 16],[54.66666667 27.33333333] ; [35.33333333 17.66666667],0
a4,1,0.552478,0.352897,[28 53] ; [21 32],[29.61940299 51.38059701] ; [19.38059701 33.61940299],0
p11,1,0.57083,0.321295,[55 27] ; [38 15],[56.48888889 25.51111111] ; [36.51111111 16.48888889],0
n4,1,0.57083,0.321295,[55 27] ; [38 15],[56.48888889 25.51111111] ; [36.51111111 16.48888889],0
v1,1,0.589272,0.291482,[32 49] ; [23 29],[33.4962406 47.5037594] ; [21.5037594 30.4962406],0
n1,1,0.61333,0.255355,[13 23] ; [ 4 10],[12.24 23.76] ; [4.76 9.24],0
a3,1,0.613675,0.254858,[50 32] ; [30 23],[48.59259259 33.40740741] ; [31.40740741 21.59259259],0
p5,1,0.63671,0.22307,[ 6 76] ; [ 5 47],[ 6.73134328 75.26865672] ; [ 4.26865672 47.73134328],0
p1,1,0.706298,0.142002,[ 6 76] ; [ 3 50],[ 5.46666667 76.53333333] ; [ 3.53333333 49.46666667],0
a8,1,0.746507,0.10449,[ 5 72] ; [ 4 46],[ 5.45669291 71.54330709] ; [ 3.54330709 46.45669291],0
b5,1,0.757686,0.095185,[38 44] ; [26 27],[38.87407407 43.12592593] ; [25.12592593 27.87407407],0
v2,1,0.778344,0.07923,[36 43] ; [25 27],[36.78625954 42.21374046] ; [24.21374046 27.78625954],0
n3,1,0.783696,0.075353,[20 15] ; [8 5],[20.41666667 14.58333333] ; [7.58333333 5.41666667],0
a6,1,0.883814,0.021356,[33 49] ; [22 31],[33.40740741 48.59259259] ; [21.59259259 31.40740741],0
n5,1,0.887587,0.019982,[61 21] ; [40 13],[61.34814815 20.65185185] ; [39.65185185 13.34814815],0
b1,1,0.914744,0.011461,[41 41] ; [26 27],[40.6962963 41.3037037] ; [26.3037037 26.6962963],0
