Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.843774,[1 9] ; [57  8],[7.73333333 2.26666667] ; [50.26666667 14.73333333],1
r1,1,0.000157,14.289484,[2 8] ; [51 14],[7.06666667 2.93333333] ; [45.93333333 19.06666667],1
r3,1,0.003778,8.387457,[6 4] ; [59  5],[8.78378378 1.21621622] ; [56.21621622  7.78378378],0
a3,1,0.011671,6.360192,[3 7] ; [46 19],[6.53333333 3.46666667] ; [42.46666667 22.53333333],0
a6,1,0.011671,6.360192,[3 7] ; [46 19],[6.53333333 3.46666667] ; [42.46666667 22.53333333],0
v4,1,0.017004,5.695949,[7 3] ; [60  4],[9.05405405 0.94594595] ; [57.94594595  6.05405405],0
s1,1,0.028187,4.816607,[2 8] ; [ 2 62],[0.54054054 9.45945946] ; [ 3.45945946 60.54054054],0
b4,1,0.037199,4.341285,[2 8] ; [36 29],[5.06666667 4.93333333] ; [32.93333333 32.06666667],0
a5,1,0.037514,4.326923,[3 7] ; [42 23],[6. 4.] ; [39. 26.],0
d5,1,0.041858,4.140935,[5 5] ; [51 13],[7.56756757 2.43243243] ; [48.43243243 15.56756757],0
d1,1,0.069419,3.296703,[2 8] ; [33 32],[4.66666667 5.33333333] ; [30.33333333 34.66666667],0
d3,1,0.07858,3.094039,[5 5] ; [49 15],[7.2972973 2.7027027] ; [46.7027027 17.2972973],0
n5,1,0.092696,2.826923,[9 1] ; [41 24],[6.66666667 3.33333333] ; [43.33333333 21.66666667],0
a7,1,0.102934,2.659479,[5 5] ; [48 16],[7.16216216 2.83783784] ; [45.83783784 18.16216216],0
b1,1,0.111424,2.533902,[6 4] ; [22 43],[3.73333333 6.26666667] ; [24.26666667 40.73333333],0
a1,1,0.122061,2.390674,[1 9] ; [ 1 64],[0.26666667 9.73333333] ; [ 1.73333333 63.26666667],0
s3,1,0.147176,2.101274,[4 6] ; [41 23],[6.08108108 3.91891892] ; [38.91891892 25.08108108],0
n4,1,0.165518,1.923077,[8 2] ; [37 28],[6. 4.] ; [39. 26.],0
n3,1,0.17166,1.868382,[2 2] ; [14  3],[3.04761905 0.95238095] ; [12.95238095  4.04761905],0
v1,1,0.181346,1.786561,[2 8] ; [27 37],[3.91891892 6.08108108] ; [25.08108108 38.91891892],0
b5,1,0.189945,1.718043,[5 5] ; [46 19],[6.8 3.2] ; [44.2 20.8],0
v3,1,0.247029,1.34003,[1 9] ; [17 46],[2.46575342 7.53424658] ; [15.53424658 47.46575342],0
s2,1,0.291948,1.110615,[4 6] ; [37 27],[5.54054054 4.45945946] ; [35.45945946 28.54054054],0
p8,1,0.311597,1.023896,[6 4] ; [27 36],[4.52054795 5.47945205] ; [28.47945205 34.52054795],0
p9,1,0.320558,0.986667,[6 4] ; [48 16],[7.2972973 2.7027027] ; [46.7027027 17.2972973],0
d4,1,0.363962,0.824176,[6 4] ; [48 17],[7.2 2.8] ; [46.8 18.2],0
s6,1,0.363962,0.824176,[6 4] ; [48 17],[7.2 2.8] ; [46.8 18.2],0
p11,1,0.363962,0.824176,[6 4] ; [48 17],[7.2 2.8] ; [46.8 18.2],0
p2,1,0.395766,0.721154,[7 3] ; [53 12],[8. 2.] ; [52. 13.],0
n6,1,0.410522,0.677288,[7 3] ; [52 12],[7.97297297 2.02702703] ; [51.02702703 12.97297297],0
p1,1,0.480513,0.497698,[1 9] ; [ 3 62],[0.53333333 9.46666667] ; [ 3.46666667 61.53333333],0
u2,1,0.495088,0.465449,[4 3] ; [ 8 11],[3.23076923 3.76923077] ; [ 8.76923077 10.23076923],0
s7,1,0.49767,0.459901,[3 6] ; [29 35],[3.94520548 5.05479452] ; [28.05479452 35.94520548],0
v2,1,0.537867,0.379507,[5 5] ; [25 38],[4.10958904 5.89041096] ; [25.89041096 37.10958904],0
n2,1,0.585804,0.296946,[2 2] ; [11  6],[2.47619048 1.52380952] ; [10.52380952  6.47619048],0
p10,1,0.652836,0.202344,[7 3] ; [49 15],[7.56756757 2.43243243] ; [48.43243243 15.56756757],0
p6,1,0.65864,0.195179,[2 8] ; [17 47],[2.56756757 7.43243243] ; [16.43243243 47.56756757],0
d2,1,0.671125,0.180288,[3 7] ; [24 41],[3.6 6.4] ; [23.4 41.6],0
s8,1,0.671125,0.180288,[3 7] ; [24 41],[3.6 6.4] ; [23.4 41.6],0
n1,1,0.694354,0.154412,[1 3] ; [ 6 11],[1.33333333 2.66666667] ; [ 5.66666667 11.33333333],0
u3,1,0.779758,0.078195,[4 3] ; [12  7],[4.30769231 2.69230769] ; [11.69230769  7.30769231],0
b2,1,0.799774,0.064333,[1 7] ; [ 5 26],[1.23076923 6.76923077] ; [ 4.76923077 26.23076923],0
b3,1,0.799774,0.064333,[1 7] ; [ 5 26],[1.23076923 6.76923077] ; [ 4.76923077 26.23076923],0
p3,1,0.820455,0.051511,[5 5] ; [30 35],[4.66666667 5.33333333] ; [30.33333333 34.66666667],0
p7,1,0.865161,0.028835,[6 4] ; [36 27],[5.75342466 4.24657534] ; [36.24657534 26.75342466],0
a4,1,0.884207,0.02121,[3 7] ; [21 44],[3.2 6.8] ; [20.8 44.2],0
p4,1,0.963872,0.002052,[5 5] ; [33 32],[5.06666667 4.93333333] ; [32.93333333 32.06666667],0
