Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,4e-06,21.128286,[40 32] ; [ 8 45],[27.648 44.352] ; [20.352 32.648],1
p11,1,1e-05,19.512637,[49 26] ; [14 40],[36.62790698 38.37209302] ; [26.37209302 27.62790698],1
s6,1,0.000151,14.358892,[38 36] ; [10 44],[27.75 46.25] ; [20.25 33.75],1
p9,1,0.001007,10.815368,[49 24] ; [19 32],[40.03225806 32.96774194] ; [27.96774194 23.03225806],0
p2,1,0.002897,8.871366,[51 23] ; [23 31],[42.78125 31.21875] ; [31.21875 22.78125],0
s2,1,0.003259,8.656666,[32 42] ; [10 44],[24.28125 49.71875] ; [17.71875 36.28125],0
p10,1,0.005244,7.793337,[44 28] ; [19 34],[36.288 35.712] ; [26.712 26.288],0
d4,1,0.008045,7.023333,[57 18] ; [29 25],[50. 25.] ; [36. 18.],0
s8,1,0.008855,6.851847,[21 54] ; [ 5 49],[15.11627907 59.88372093] ; [10.88372093 43.11627907],0
n6,1,0.009352,6.75433,[48 25] ; [23 31],[40.81102362 32.18897638] ; [30.18897638 23.81102362],0
s3,1,0.017798,5.615942,[33 39] ; [13 39],[26.70967742 45.29032258] ; [19.29032258 32.70967742],0
d1,1,0.024467,5.0612,[34 41] ; [14 40],[27.90697674 47.09302326] ; [20.09302326 33.90697674],0
a7,1,0.033449,4.522626,[42 33] ; [20 34],[36.04651163 38.95348837] ; [25.95348837 28.04651163],0
p6,1,0.041006,4.175755,[19 54] ; [ 6 47],[14.48412698 58.51587302] ; [10.51587302 42.48412698],0
p4,1,0.042578,4.112061,[31 43] ; [13 40],[25.63779528 48.36220472] ; [18.36220472 34.63779528],0
p7,1,0.04345,4.077823,[33 41] ; [14 38],[27.6031746 46.3968254] ; [19.3968254 32.6031746],0
v4,1,0.04418,4.049679,[50 22] ; [28 26],[44.57142857 27.42857143] ; [33.42857143 20.57142857],0
p8,1,0.049863,3.846047,[25 48] ; [10 44],[20.11811024 52.88188976] ; [14.88188976 39.11811024],0
s7,1,0.054365,3.701449,[27 43] ; [11 39],[22.16666667 47.83333333] ; [15.83333333 34.16666667],0
n3,1,0.055011,3.681764,[21 13] ; [10 17],[17.27868852 16.72131148] ; [13.72131148 13.27868852],0
n2,1,0.056279,3.643793,[24 11] ; [12 15],[20.32258065 14.67741935] ; [15.67741935 11.32258065],0
p1,1,0.060378,3.526964,[ 3 72] ; [ 7 47],[ 5.81395349 69.18604651] ; [ 4.18604651 49.81395349],0
d5,1,0.06329,3.448999,[51 24] ; [28 26],[45.93023256 29.06976744] ; [33.06976744 20.93023256],0
b2,1,0.075511,3.158974,[10 32] ; [15 20],[13.63636364 28.36363636] ; [11.36363636 23.63636364],0
b3,1,0.075511,3.158974,[10 32] ; [15 20],[13.63636364 28.36363636] ; [11.36363636 23.63636364],0
a1,1,0.129359,2.300177,[ 5 70] ; [ 8 46],[ 7.55813953 67.44186047] ; [ 5.44186047 48.55813953],0
v1,1,0.153399,2.038125,[27 44] ; [14 40],[23.288 47.712] ; [17.712 36.288],0
b1,1,0.157883,1.994383,[35 40] ; [32 22],[38.95348837 36.04651163] ; [28.04651163 25.95348837],0
b5,1,0.164636,1.931122,[44 31] ; [25 29],[40.11627907 34.88372093] ; [28.88372093 25.11627907],0
p3,1,0.214699,1.539454,[22 51] ; [11 43],[18.96850394 54.03149606] ; [14.03149606 39.96850394],0
d3,1,0.28289,1.153153,[40 34] ; [24 30],[37. 37.] ; [27. 27.],0
s5,1,0.315092,1.009211,[13 60] ; [ 6 47],[11.00793651 61.99206349] ; [ 7.99206349 45.00793651],0
u1,1,0.318225,0.996226,[ 6 69] ; [ 2 52],[ 4.65116279 70.34883721] ; [ 3.34883721 50.65116279],0
n5,1,0.325549,0.966523,[41 32] ; [35 19],[43.68503937 29.31496063] ; [32.31496063 21.68503937],0
b4,1,0.328974,0.952933,[44 31] ; [27 27],[41.27906977 33.72093023] ; [29.72093023 24.27906977],0
a4,1,0.436458,0.605577,[22 53] ; [19 34],[24.0234375 50.9765625] ; [16.9765625 36.0234375],0
n1,1,0.479555,0.499874,[10 25] ; [10 17],[11.29032258 23.70967742] ; [ 8.70967742 18.29032258],0
a8,1,0.502871,0.448872,[ 5 68] ; [ 2 48],[ 4.15447154 68.84552846] ; [ 2.84552846 47.15447154],0
s4,1,0.619457,0.246632,[14 61] ; [12 42],[15.11627907 59.88372093] ; [10.88372093 43.11627907],0
s1,1,0.629915,0.232176,[ 4 71] ; [ 4 50],[ 4.65116279 70.34883721] ; [ 3.34883721 50.65116279],0
r1,1,0.659129,0.194583,[18 56] ; [15 39],[19.078125 54.921875] ; [13.921875 40.078125],0
u2,1,0.664648,0.187926,[13 17] ; [ 9 15],[12.22222222 17.77777778] ; [ 9.77777778 14.22222222],0
a5,1,0.665986,0.186333,[39 36] ; [26 28],[37.79069767 37.20930233] ; [27.20930233 26.79069767],0
r2,1,0.732985,0.116389,[39 31] ; [30 21],[39.91735537 30.08264463] ; [29.08264463 21.91735537],0
a6,1,0.733408,0.116005,[37 38] ; [25 29],[36.04651163 38.95348837] ; [25.95348837 28.04651163],0
a2,1,0.740719,0.109496,[ 7 68] ; [ 6 48],[ 7.55813953 67.44186047] ; [ 5.44186047 48.55813953],0
a3,1,0.747589,0.103568,[44 30] ; [30 23],[43.11811024 30.88188976] ; [30.88188976 22.11811024],0
v3,1,0.754955,0.097414,[17 58] ; [11 43],[16.27906977 58.72093023] ; [11.72093023 42.27906977],0
p12,1,0.8216,0.050844,[ 1 73] ; [ 1 53],[ 1.15625 72.84375] ; [ 0.84375 53.15625],0
n4,1,0.82685,0.047849,[43 32] ; [32 22],[43.60465116 31.39534884] ; [31.39534884 22.60465116],0
