Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.997617,[33 27] ; [10 76],[17.67123288 42.32876712] ; [25.32876712 60.67123288],1
s8,1,2e-05,18.220652,[21 40] ; [ 6 81],[11.12837838 49.87162162] ; [15.87162162 71.12837838],1
s3,1,2.9e-05,17.485514,[36 24] ; [22 64],[23.83561644 36.16438356] ; [34.16438356 51.83561644],1
s7,1,0.000877,11.06986,[23 35] ; [12 69],[14.60431655 43.39568345] ; [20.39568345 60.60431655],1
s5,1,0.001392,10.216849,[18 43] ; [ 8 79],[10.71621622 50.28378378] ; [15.28378378 71.71621622],0
b5,1,0.001579,9.984568,[42 19] ; [37 50],[32.56081081 28.43918919] ; [46.43918919 40.56081081],0
n6,1,0.005722,7.635753,[46 15] ; [45 40],[38.02054795 22.97945205] ; [52.97945205 32.02054795],0
r3,1,0.006465,7.415817,[54  7] ; [59 26],[47.21232877 13.78767123] ; [65.78767123 19.21232877],0
p4,1,0.008253,6.977819,[28 32] ; [22 64],[20.54794521 39.45205479] ; [29.45205479 56.54794521],0
s4,1,0.010942,6.474689,[15 46] ; [ 8 79],[ 9.47972973 51.52027027] ; [13.52027027 73.47972973],0
v3,1,0.015088,5.9062,[26 34] ; [20 63],[19.3006993 40.6993007] ; [26.6993007 56.3006993],0
u3,1,0.015687,5.837623,[17  6] ; [16 22],[12.44262295 10.55737705] ; [20.55737705 17.44262295],0
r4,1,0.034387,4.475341,[46 15] ; [51 36],[39.97972973 21.02027027] ; [57.02027027 29.97972973],0
v2,1,0.045037,4.017238,[28 31] ; [26 58],[22.27972028 36.72027972] ; [31.72027972 52.27972028],0
p8,1,0.052167,3.770418,[19 42] ; [15 71],[14.10884354 46.89115646] ; [19.89115646 66.10884354],0
a7,1,0.053325,3.733711,[42 19] ; [45 40],[36.34931507 24.65068493] ; [50.65068493 34.34931507],0
v1,1,0.068954,3.307747,[24 37] ; [22 65],[18.95945946 42.04054054] ; [27.04054054 59.95945946],0
v4,1,0.070302,3.275963,[52  9] ; [61 23],[47.53793103 13.46206897] ; [65.46206897 18.53793103],0
n2,1,0.092251,2.834651,[15  6] ; [18 19],[11.94827586  9.05172414] ; [21.05172414 15.94827586],0
p7,1,0.115015,2.483924,[26 34] ; [26 59],[21.51724138 38.48275862] ; [30.48275862 54.51724138],0
p3,1,0.147902,2.093758,[20 41] ; [19 67],[16.18367347 44.81632653] ; [22.81632653 63.18367347],0
p5,1,0.167945,1.90119,[ 3 58] ; [ 1 85],[ 1.65986395 59.34013605] ; [ 2.34013605 83.65986395],0
a8,1,0.186703,1.743441,[ 6 48] ; [ 4 76],[ 4.02985075 49.97014925] ; [ 5.97014925 74.02985075],0
u1,1,0.187253,1.739096,[10 51] ; [ 8 79],[ 7.41891892 53.58108108] ; [10.58108108 76.41891892],0
d4,1,0.188444,1.729741,[47 14] ; [57 28],[43.45205479 17.54794521] ; [60.54794521 24.45205479],0
r1,1,0.203926,1.61403,[47 14] ; [58 28],[43.57142857 17.42857143] ; [61.42857143 24.57142857],0
d5,1,0.220056,1.504006,[47 14] ; [59 28],[43.68918919 17.31081081] ; [62.31081081 24.68918919],0
a2,1,0.229522,1.443821,[13 48] ; [12 75],[10.30405405 50.69594595] ; [14.69594595 72.30405405],0
n5,1,0.229672,1.442894,[38 23] ; [45 41],[34.44217687 26.55782313] ; [48.55782313 37.44217687],0
b4,1,0.25857,1.276395,[42 19] ; [52 35],[38.74324324 22.25675676] ; [55.25675676 31.74324324],0
b2,1,0.271868,1.207297,[ 8 31] ; [16 36],[10.28571429 28.71428571] ; [13.71428571 38.28571429],0
b3,1,0.271868,1.207297,[ 8 31] ; [16 36],[10.28571429 28.71428571] ; [13.71428571 38.28571429],0
b1,1,0.275324,1.19003,[35 26] ; [42 45],[31.73648649 29.26351351] ; [45.26351351 41.73648649],0
