Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,86.127891,[ 36 115] ; [195  81],[81.68852459 69.31147541] ; [149.31147541 126.68852459],1
p6,1,0.0,42.354278,[ 30 119] ; [145 130],[61.49764151 87.50235849] ; [113.50235849 161.49764151],1
p8,1,0.0,30.366937,[55 95] ; [178  98],[82.04225352 67.95774648] ; [150.95774648 125.04225352],1
p5,1,0.0,25.329444,[  4 146] ; [ 56 217],[ 21.27659574 128.72340426] ; [ 38.72340426 234.27659574],1
d3,1,1.7e-05,18.457055,[86 65] ; [213  64],[105.48831776  45.51168224] ; [193.51168224  83.48831776],1
p7,1,2.6e-05,17.706281,[78 65] ; [205  69],[97.04796163 45.95203837] ; [185.95203837  88.04796163],1
s7,1,5.8e-05,16.176407,[82 67] ; [197  68],[100.41304348  48.58695652] ; [178.58695652  86.41304348],1
p2,1,0.000117,14.842119,[117  33] ; [252  24],[129.92957746  20.07042254] ; [239.07042254  36.92957746],1
d1,1,0.000145,14.441534,[76 75] ; [191  86],[94.19859813 56.80140187] ; [172.80140187 104.19859813],1
s2,1,0.000564,11.889952,[107  44] ; [235  42],[120.6588785  30.3411215] ; [221.3411215  55.6588785],1
a5,1,0.000615,11.729758,[97 54] ; [220  57],[111.83878505  39.16121495] ; [205.16121495  71.83878505],1
n5,1,0.00099,10.845864,[113  38] ; [242  35],[125.2453271  25.7546729] ; [229.7546729  47.2453271],1
n4,1,0.002446,9.180646,[116  35] ; [243  33],[126.95316159  24.04683841] ; [232.04683841  43.95316159],0
p12,1,0.002647,9.036426,[  7 143] ; [ 39 237],[ 16.1971831 133.8028169] ; [ 29.8028169 246.1971831],0
r4,1,0.003575,8.487875,[134  17] ; [266  11],[141.12149533   9.87850467] ; [258.87850467  18.12149533],0
s8,1,0.007257,7.208269,[79 72] ; [181  95],[91.94379391 59.05620609] ; [168.05620609 107.94379391],0
d2,1,0.007657,7.112028,[68 83] ; [162 115],[81.14485981 69.85514019] ; [148.85514019 128.14485981],0
a3,1,0.011981,6.313693,[102  47] ; [220  57],[112.62441315  36.37558685] ; [209.37558685  67.62441315],0
v1,1,0.013518,6.100067,[69 76] ; [162 107],[80.9057971 64.0942029] ; [150.0942029 118.9057971],0
r1,1,0.016636,5.734358,[115  35] ; [237  39],[123.94366197  26.05633803] ; [228.05633803  47.94366197],0
d4,1,0.018191,5.577614,[116  35] ; [237  39],[124.83138173  26.16861827] ; [228.16861827  47.83138173],0
v4,1,0.018303,5.566948,[139  11] ; [270   7],[143.67681499   6.32318501] ; [265.32318501  11.67681499],0
s5,1,0.037053,4.347971,[53 91] ; [125 138],[62.97788698 81.02211302] ; [115.02211302 147.97788698],0
u4,1,0.038395,4.287423,[  2 149] ; [ 15 262],[  5.99766355 145.00233645] ; [ 11.00233645 265.99766355],0
a2,1,0.041876,4.140203,[ 31 120] ; [ 82 195],[ 39.86682243 111.13317757] ; [ 73.13317757 203.86682243],0
a1,1,0.051894,3.779169,[  3 148] ; [ 17 260],[  7.05607477 143.94392523] ; [ 12.94392523 264.05607477],0
u1,1,0.054307,3.703229,[ 24 127] ; [ 66 211],[ 31.75233645 119.24766355] ; [ 58.24766355 218.75233645],0
v3,1,0.054525,3.696561,[54 94] ; [123 143],[63.27536232 84.72463768] ; [113.72463768 152.27536232],0
s6,1,0.061454,3.497708,[120  28] ; [238  33],[126.45346062  21.54653938] ; [231.54653938  39.45346062],0
p1,1,0.064244,3.424291,[  9 140] ; [ 32 244],[ 14.37411765 134.62588235] ; [ 26.62588235 249.37411765],0
a4,1,0.089349,2.886064,[62 89] ; [137 139],[70.37236534 80.62763466] ; [128.62763466 147.37236534],0
d5,1,0.105098,2.626422,[118  33] ; [233  43],[124.12412178  26.87587822] ; [226.87587822  49.12412178],0
a7,1,0.132686,2.26079,[103  48] ; [207  69],[109.62529274  41.37470726] ; [200.37470726  75.62529274],0
b1,1,0.193918,1.6876,[53 98] ; [115 162],[59.27102804 91.72897196] ; [108.72897196 168.27102804],0
b4,1,0.213495,1.547567,[96 55] ; [159 118],[89.96495327 61.03504673] ; [165.03504673 111.96495327],0
p9,1,0.223871,1.479387,[128  21] ; [248  28],[131.82117647  17.17882353] ; [244.17882353  31.82117647],0
