Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,39.198944,[30 58] ; [192  77],[54.72268908 33.27731092] ; [167.27731092 101.72268908],1
p3,1,0.0,30.237562,[32 56] ; [187  83],[53.83240223 34.16759777] ; [165.16759777 104.83240223],1
p6,1,1e-06,23.410737,[23 66] ; [148 119],[42.75 46.25] ; [128.25 138.75],1
p11,1,2e-06,22.309902,[57 32] ; [234  36],[72.14206128 16.85793872] ; [218.85793872  51.14206128],1
b5,1,0.000133,14.604164,[67 22] ; [141 129],[51.56545961 37.43454039] ; [156.43454039 113.56545961],1
p10,1,0.0002,13.830614,[68 21] ; [244  23],[78. 11.] ; [234.  33.],1
p4,1,0.000267,13.288841,[52 37] ; [211  59],[65.2005571 23.7994429] ; [197.7994429  72.2005571],1
v3,1,0.005292,7.776694,[28 58] ; [131 132],[39.18051576 46.81948424] ; [119.81948424 143.18051576],0
r3,1,0.01377,6.067394,[82  7] ; [263   6],[85.76815642  3.23184358] ; [259.23184358   9.76815642],0
p5,1,0.01979,5.430367,[ 8 81] ; [ 53 216],[15.16480447 73.83519553] ; [ 45.83519553 223.16480447],0
s5,1,0.024654,5.048019,[29 54] ; [128 133],[37.88081395 45.11918605] ; [119.11918605 141.88081395],0
r4,1,0.029745,4.723983,[76 13] ; [251  19],[81.06685237  7.93314763] ; [245.93314763  24.06685237],0
s1,1,0.070965,3.26056,[ 7 81] ; [  9 259],[ 3.95505618 84.04494382] ; [ 12.04494382 255.95505618],0
a3,1,0.08048,3.05518,[67 22] ; [224  44],[72.54621849 16.45378151] ; [218.45378151  49.54621849],0
s8,1,0.090691,2.862071,[54 34] ; [191  78],[60.39215686 27.60784314] ; [184.60784314  84.39215686],0
a1,1,0.094949,2.788402,[ 2 87] ; [ 19 251],[ 5.20612813 83.79387187] ; [ 15.79387187 254.20612813],0
d2,1,0.103368,2.65279,[54 35] ; [137 133],[47.35097493 41.64902507] ; [143.64902507 126.35097493],0
r1,1,0.132085,2.267829,[70 19] ; [229  39],[74.54061625 14.45938375] ; [224.45938375  43.54061625],0
u2,1,0.136906,2.212393,[11 10] ; [32 13],[13.68181818  7.31818182] ; [29.31818182 15.68181818],0
n6,1,0.158017,1.993102,[75 13] ; [241  25],[78.55367232  9.44632768] ; [237.44632768  28.55367232],0
n2,1,0.158316,1.990236,[17  8] ; [42  9],[19.40789474  5.59210526] ; [39.59210526 11.40789474],0
v2,1,0.159956,1.974643,[47 41] ; [164 101],[52.60056657 35.39943343] ; [158.39943343 106.60056657],0
a8,1,0.164889,1.928805,[10 66] ; [ 50 197],[14.11764706 61.88235294] ; [ 45.88235294 201.11764706],0
a6,1,0.165384,1.924291,[52 37] ; [179  90],[57.4273743 31.5726257] ; [173.5726257  95.4273743],0
d3,1,0.222863,1.48584,[60 29] ; [200  70],[64.45682451 24.54317549] ; [195.54317549  74.45682451],0
p12,1,0.241162,1.37379,[ 6 82] ; [ 30 239],[ 8.87394958 79.12605042] ; [ 27.12605042 241.87394958],0
b4,1,0.253125,1.305975,[53 36] ; [142 128],[48.34261838 40.65738162] ; [146.65738162 123.34261838],0
v1,1,0.325444,0.966941,[46 39] ; [160 106],[49.88603989 35.11396011] ; [156.11396011 109.88603989],0
a5,1,0.344602,0.893237,[67 22] ; [216  54],[70.15877437 18.84122563] ; [212.84122563  57.15877437],0
a2,1,0.365937,0.817417,[21 68] ; [ 77 193],[24.29526462 64.70473538] ; [ 73.70473538 196.29526462],0
p9,1,0.380818,0.76806,[79 10] ; [247  22],[81.04469274  7.95530726] ; [244.95530726  24.04469274],0
b2,1,0.384825,0.755232,[22 37] ; [ 83 107],[24.87951807 34.12048193] ; [ 80.12048193 109.87951807],0
b3,1,0.384825,0.755232,[22 37] ; [ 83 107],[24.87951807 34.12048193] ; [ 80.12048193 109.87951807],0
r2,1,0.441943,0.591232,[83  5] ; [255  10],[84.26062323  3.73937677] ; [253.73937677  11.26062323],0
n3,1,0.445933,0.580969,[16  9] ; [37 14],[17.43421053  7.56578947] ; [35.56578947 15.43421053],0
