Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,101.147104,[272  31] ; [11 31],[248.54782609  54.45217391] ; [34.45217391  7.54782609],1
r3,1,0.0,66.367259,[286  16] ; [22 19],[271.18367347  30.81632653] ; [36.81632653  4.18367347],1
r2,1,0.0,59.626925,[288  13] ; [23 16],[275.32647059  25.67352941] ; [35.67352941  3.32647059],1
r1,1,0.0,34.750762,[242  60] ; [16 26],[226.5  75.5] ; [31.5 10.5],1
p11,1,0.0,31.611074,[229  74] ; [14 28],[213.4173913  89.5826087] ; [29.5826087 12.4173913],1
s6,1,1e-06,25.096522,[203  99] ; [11 30],[188.41982507 113.58017493] ; [25.58017493 15.41982507],1
p2,1,1e-06,24.701655,[225  77] ; [15 26],[211.31195335  90.68804665] ; [28.68804665 12.31195335],1
n6,1,2e-06,22.880249,[257  46] ; [22 19],[245.74709302  57.25290698] ; [33.25290698  7.74709302],1
p10,1,6e-06,20.346415,[227  74] ; [17 24],[214.74853801  86.25146199] ; [29.25146199 11.74853801],1
p9,1,1.8e-05,18.410928,[237  64] ; [19 21],[225.97067449  75.02932551] ; [30.02932551  9.97067449],1
s8,1,0.000494,12.138131,[128 175] ; [ 6 36],[117.68695652 185.31304348] ; [16.31304348 25.68695652],1
u3,1,0.000524,12.027596,[47 34] ; [ 2 15],[40.5 40.5] ; [8.5 8.5],1
s7,1,0.00061,11.746023,[144 146] ; [ 8 31],[133.98176292 156.01823708] ; [18.01823708 20.98176292],1
a7,1,0.000874,11.076181,[214  88] ; [19 23],[204.55232558  97.44767442] ; [28.44767442 13.55232558],1
a1,1,0.002213,9.363693,[ 14 289] ; [ 7 35],[ 18.44347826 284.55652174] ; [ 2.55652174 39.44347826],0
n3,1,0.002246,9.336471,[60 15] ; [ 8 10],[54.83870968 20.16129032] ; [13.16129032  4.83870968],0
s2,1,0.002413,9.205467,[153 146] ; [11 31],[143.80058651 155.19941349] ; [20.19941349 21.80058651],0
b1,1,0.002672,9.01908,[114 189] ; [26 16],[122.95652174 180.04347826] ; [17.04347826 24.95652174],0
d4,1,0.002975,8.822938,[246  55] ; [26 16],[238.69387755  62.30612245] ; [33.30612245  8.69387755],0
p4,1,0.003138,8.725402,[145 157] ; [10 32],[136.0755814 165.9244186] ; [18.9244186 23.0755814],0
d3,1,0.00336,8.601057,[206  96] ; [19 23],[197.52906977 104.47093023] ; [27.47093023 14.52906977],0
u2,1,0.005194,7.810507,[48 31] ; [ 4 13],[42.79166667 36.20833333] ; [9.20833333 7.79166667],0
p7,1,0.006586,7.382501,[129 168] ; [ 9 33],[120.90265487 176.09734513] ; [17.09734513 24.90265487],0
a6,1,0.008702,6.88306,[212  90] ; [21 21],[204.55232558  97.44767442] ; [28.44767442 13.55232558],0
s5,1,0.010675,6.518708,[ 84 205] ; [ 4 36],[ 77.30091185 211.69908815] ; [10.69908815 29.30091185],0
s3,1,0.01362,6.086774,[170 128] ; [15 26],[162.62536873 135.37463127] ; [22.37463127 18.62536873],0
a5,1,0.0177,5.625609,[226  77] ; [24 18],[219.56521739  83.43478261] ; [30.43478261 11.56521739],0
d5,1,0.018467,5.551321,[248  54] ; [28 14],[242.30232558  59.69767442] ; [33.69767442  8.30232558],0
v1,1,0.022252,5.225964,[140 150] ; [12 29],[133.17220544 156.82779456] ; [18.82779456 22.17220544],0
u1,1,0.023778,5.110771,[ 67 236] ; [ 3 39],[ 61.47826087 241.52173913] ; [ 8.52173913 33.47826087],0
p3,1,0.023936,5.099272,[119 183] ; [ 9 33],[112.37209302 189.62790698] ; [15.62790698 26.37209302],0
p1,1,0.025709,4.975461,[ 16 286] ; [ 6 36],[ 19.31395349 282.68604651] ; [ 2.68604651 39.31395349],0
v3,1,0.027191,4.878624,[112 175] ; [ 9 33],[105.55319149 181.44680851] ; [15.44680851 26.55319149],0
d1,1,0.038378,4.288184,[174 129] ; [17 25],[167.74782609 135.25217391] ; [23.25217391 18.74782609],0
v2,1,0.039035,4.25933,[156 134] ; [15 26],[149.81873112 140.18126888] ; [21.18126888 19.81873112],0
b5,1,0.042761,4.104831,[200 103] ; [21 21],[194.09565217 108.90434783] ; [26.90434783 15.09565217],0
a2,1,0.063095,3.454114,[ 84 219] ; [ 6 36],[ 79.04347826 223.95652174] ; [10.95652174 31.04347826],0
a4,1,0.083358,2.998176,[154 148] ; [15 26],[148.79883382 153.20116618] ; [20.20116618 20.79883382],0
a3,1,0.10067,2.694892,[222  81] ; [25 16],[217.56104651  85.43895349] ; [29.43895349 11.56104651],0
p6,1,0.122411,2.386197,[ 79 222] ; [ 6 34],[ 75.02932551 225.97067449] ; [ 9.97067449 30.02932551],0
n2,1,0.154374,2.028488,[56 21] ; [10  8],[53.49473684 23.50526316] ; [12.50526316  5.49473684],0
s4,1,0.198495,1.653415,[ 43 256] ; [ 3 39],[ 40.33431085 258.66568915] ; [ 5.66568915 36.33431085],0
p12,1,0.256437,1.287893,[ 21 281] ; [ 1 41],[ 19.31395349 282.68604651] ; [ 2.68604651 39.31395349],0
a8,1,0.296532,1.089727,[ 35 233] ; [ 8 34],[ 37.17419355 230.82580645] ; [ 5.82580645 36.17419355],0
n1,1,0.323757,0.973707,[32 43] ; [10  8],[33.87096774 41.12903226] ; [8.12903226 9.87096774],0
s1,1,0.432076,0.617237,[ 13 283] ; [ 3 39],[ 14.01183432 281.98816568] ; [ 1.98816568 40.01183432],0
d2,1,0.43455,0.610632,[158 141] ; [19 22],[155.65588235 143.34411765] ; [21.34411765 19.65588235],0
p5,1,0.639411,0.219513,[ 16 282] ; [ 3 39],[ 16.65294118 281.34705882] ; [ 2.34705882 39.65294118],0
n5,1,0.654454,0.20033,[246  56] ; [33  9],[244.93604651  57.06395349] ; [34.06395349  7.93604651],0
u4,1,0.734215,0.115277,[  5 298] ; [ 1 41],[  5.26956522 297.73043478] ; [ 0.73043478 41.26956522],0
b2,1,0.849246,0.036131,[ 82 114] ; [12 18],[ 81.52212389 114.47787611] ; [12.47787611 17.52212389],0
b3,1,0.849246,0.036131,[ 82 114] ; [12 18],[ 81.52212389 114.47787611] ; [12.47787611 17.52212389],0
b4,1,0.851262,0.03516,[183 120] ; [26 16],[183.55652174 119.44347826] ; [25.44347826 16.55652174],0
