Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.316233,1.004464,[1 1] ; [ 3 13],[0.44444444 1.55555556] ; [ 3.55555556 12.44444444],0
p6,1,0.45675,0.553846,[1 1] ; [ 4 12],[0.55555556 1.44444444] ; [ 4.44444444 11.55555556],0
p4,1,0.595883,0.28125,[1 1] ; [ 5 11],[0.66666667 1.33333333] ; [ 5.33333333 10.66666667],0
v3,1,0.64315,0.214646,[1 1] ; [ 5 10],[0.70588235 1.29411765] ; [5.29411765 9.70588235],0
r4,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
s2,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
p3,1,0.73244,0.116883,[1 1] ; [ 6 10],[0.77777778 1.22222222] ; [6.22222222 9.77777778],0
a7,1,0.866815,0.028125,[1 1] ; [7 9],[0.88888889 1.11111111] ; [7.11111111 8.88888889],0
v2,1,0.866815,0.028125,[1 1] ; [9 7],[1.11111111 0.88888889] ; [8.88888889 7.11111111],0
n5,1,0.866815,0.028125,[1 1] ; [9 7],[1.11111111 0.88888889] ; [8.88888889 7.11111111],0
v1,1,0.929308,0.00787,[1 1] ; [8 7],[1.05882353 0.94117647] ; [7.94117647 7.05882353],0
b5,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
s3,1,1.0,0.0,[1 1] ; [8 8],[1. 1.] ; [8. 8.],0
