Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.681776,[41  8] ; [69 88],[26.16504854 22.83495146] ; [83.83495146 73.16504854],1
a8,1,0.371733,0.797862,[ 3 45] ; [  5 145],[ 1.93939394 46.06060606] ; [  6.06060606 143.93939394],0
v4,1,0.376126,0.783326,[49  2] ; [149  12],[47.63207547  3.36792453] ; [150.36792453  10.63207547],0
u1,1,0.406359,0.689428,[ 6 45] ; [ 13 150],[ 4.52803738 46.47196262] ; [ 14.47196262 148.52803738],0
p2,1,0.431625,0.618447,[39 12] ; [114  47],[36.80660377 14.19339623] ; [116.19339623  44.80660377],0
p11,1,0.432008,0.61742,[35 16] ; [102  61],[32.64953271 18.35046729] ; [104.35046729  58.64953271],0
b4,1,0.459117,0.548045,[28 23] ; [99 64],[30.26635514 20.73364486] ; [96.73364486 66.26635514],0
d5,1,0.480299,0.498185,[39 11] ; [119  44],[37.08920188 12.91079812] ; [120.91079812  42.08920188],0
n5,1,0.490404,0.475639,[19 31] ; [ 53 109],[16.98113208 33.01886792] ; [ 55.01886792 106.98113208],0
v1,1,0.497372,0.46054,[22 28] ; [61 97],[19.95192308 30.04807692] ; [63.04807692 94.95192308],0
p5,1,0.505803,0.442739,[ 3 48] ; [  6 155],[ 2.16509434 48.83490566] ; [  6.83490566 154.16509434],0
d2,1,0.696565,0.15207,[20 31] ; [ 59 104],[18.8271028 32.1728972] ; [ 60.1728972 102.8271028],0
r4,1,0.700931,0.147505,[44  7] ; [137  26],[43.13551402  7.86448598] ; [137.86448598  25.13551402],0
v2,1,0.713678,0.134631,[26 24] ; [74 77],[24.87562189 25.12437811] ; [75.12437811 75.87562189],0
r3,1,0.717942,0.130473,[48  3] ; [151  12],[47.42523364  3.57476636] ; [151.57476636  11.42523364],0
s3,1,0.782605,0.076135,[25 26] ; [83 79],[25.85915493 25.14084507] ; [82.14084507 79.85915493],0
u3,1,0.786705,0.07322,[13  8] ; [43 23],[13.51724138  7.48275862] ; [42.48275862 23.51724138],0
d1,1,0.824183,0.049358,[25 26] ; [77 86],[24.30841121 26.69158879] ; [77.69158879 85.30841121],0
a5,1,0.846671,0.037391,[28 23] ; [92 71],[28.59813084 22.40186916] ; [91.40186916 71.59813084],0
d4,1,0.849747,0.035888,[40 11] ; [125  37],[39.50704225 11.49295775] ; [125.49295775  36.50704225],0
n6,1,0.887346,0.020068,[33 16] ; [108  55],[32.58962264 16.41037736] ; [108.41037736  54.58962264],0
n3,1,0.924362,0.009014,[14  7] ; [40 19],[14.175  6.825] ; [39.825 19.175],0
s1,1,0.936996,0.006248,[ 2 49] ; [  6 157],[ 1.90654206 49.09345794] ; [  6.09345794 156.90654206],0
a2,1,0.966802,0.001732,[ 7 44] ; [ 22 141],[ 6.91121495 44.08878505] ; [ 22.08878505 140.91121495],0
a7,1,0.975771,0.000922,[36 14] ; [117  46],[35.91549296 14.08450704] ; [117.08450704  45.91549296],0
a3,1,0.981679,0.000527,[30 21] ; [95 67],[29.92957746 21.07042254] ; [95.07042254 66.92957746],0
