Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,64.255083,[166   3] ; [20 16],[153.33658537  15.66341463] ; [32.66341463  3.33658537],1
r1,1,0.0,42.150767,[141  29] ; [11 25],[125.4368932  44.5631068] ; [26.5631068  9.4368932],1
v4,1,0.0,32.86752,[163   6] ; [24 12],[154.16097561  14.83902439] ; [32.83902439  3.16097561],1
r2,1,0.0,25.888266,[162   6] ; [24 10],[154.69306931  13.30693069] ; [31.30693069  2.69306931],1
p9,1,7.1e-05,15.792904,[140  26] ; [19 16],[131.31343284  34.68656716] ; [27.68656716  7.31343284],1
p10,1,0.000107,15.008206,[136  30] ; [18 17],[127.1840796  38.8159204] ; [26.8159204  8.1840796],1
p7,1,0.001976,9.57206,[114  51] ; [14 20],[106.13065327  58.86934673] ; [21.86934673 12.13065327],0
s8,1,0.002297,9.295808,[89 79] ; [ 9 27],[80.70588235 87.29411765] ; [17.29411765 18.70588235],0
s6,1,0.002541,9.111007,[114  47] ; [16 20],[106.24365482  54.75634518] ; [23.75634518 12.24365482],0
p11,1,0.003007,8.80309,[138  32] ; [21 15],[131.21359223  38.78640777] ; [27.78640777  8.21359223],0
s5,1,0.003553,8.49909,[73 86] ; [ 7 29],[65.23076923 93.76923077] ; [14.76923077 21.23076923],0
p8,1,0.007324,7.191741,[83 81] ; [ 9 26],[75.81909548 88.18090452] ; [16.18090452 18.81909548],0
n6,1,0.009639,6.700472,[142  25] ; [24 12],[136.56157635  30.43842365] ; [29.43842365  6.56157635],0
n3,1,0.010238,6.593023,[35 10] ; [ 8 10],[30.71428571 14.28571429] ; [12.28571429  5.71428571],0
n2,1,0.014333,5.996642,[37  8] ; [10  9],[33.046875 11.953125] ; [13.953125  5.046875],0
b1,1,0.016621,5.735991,[76 94] ; [24 12],[82.52427184 87.47572816] ; [17.47572816 18.52427184],0
p2,1,0.018445,5.55343,[133  34] ; [20 13],[127.755  39.245] ; [25.245  7.755],0
s3,1,0.0403,4.205214,[99 69] ; [14 21],[93.51724138 74.48275862] ; [19.48275862 15.51724138],0
p3,1,0.064582,3.415623,[89 80] ; [12 22],[84.08374384 84.91625616] ; [16.91625616 17.08374384],0
v1,1,0.077911,3.107956,[93 72] ; [14 21],[88.275 76.725] ; [18.725 16.275],0
a3,1,0.11702,2.456763,[134  36] ; [24 12],[130.38834951  39.61165049] ; [27.61165049  8.38834951],0
a5,1,0.11702,2.456763,[134  36] ; [24 12],[130.38834951  39.61165049] ; [27.61165049  8.38834951],0
s2,1,0.117497,2.450376,[90 79] ; [14 22],[85.73658537 83.26341463] ; [18.26341463 17.73658537],0
v3,1,0.126602,2.333683,[72 90] ; [11 25],[67.90909091 94.09090909] ; [15.09090909 20.90909091],0
v2,1,0.147216,2.100858,[94 73] ; [15 20],[90.11386139 76.88613861] ; [18.88613861 16.11386139],0
s7,1,0.232975,1.422605,[92 70] ; [15 18],[88.89230769 73.10769231] ; [18.10769231 14.89230769],0
n4,1,0.239753,1.382044,[136  32] ; [26 10],[133.41176471  34.58823529] ; [28.58823529  7.41176471],0
d4,1,0.259375,1.272088,[149  21] ; [29  7],[146.89320388  23.10679612] ; [31.10679612  4.89320388],0
u1,1,0.29164,1.112037,[ 13 157] ; [ 1 35],[ 11.55339806 158.44660194] ; [ 2.44660194 33.55339806],0
s4,1,0.305626,1.049486,[ 36 132] ; [ 5 31],[ 33.76470588 134.23529412] ; [ 7.23529412 28.76470588],0
b2,1,0.327867,0.957304,[51 58] ; [ 9 16],[48.80597015 60.19402985] ; [11.19402985 13.80597015],0
b3,1,0.327867,0.957304,[51 58] ; [ 9 16],[48.80597015 60.19402985] ; [11.19402985 13.80597015],0
d1,1,0.334743,0.93046,[109  61] ; [20 16],[106.45631068  63.54368932] ; [22.54368932 13.45631068],0
a4,1,0.364536,0.822207,[92 78] ; [16 19],[89.56097561 80.43902439] ; [18.43902439 16.56097561],0
p1,1,0.383004,0.761037,[ 11 157] ; [ 1 35],[  9.88235294 158.11764706] ; [ 2.11764706 33.88235294],0
p4,1,0.422623,0.64301,[96 71] ; [17 17],[93.88557214 73.11442786] ; [19.11442786 14.88557214],0
p12,1,0.446318,0.579985,[ 10 154] ; [ 1 34],[  9.06532663 154.93467337] ; [ 1.93467337 33.06532663],0
p6,1,0.45031,0.56987,[64 99] ; [11 23],[ 62.05583756 100.94416244] ; [12.94416244 21.05583756],0
d2,1,0.469435,0.523306,[95 74] ; [22 13],[96.92647059 72.07352941] ; [20.07352941 14.92647059],0
d3,1,0.57579,0.31309,[89 81] ; [17 19],[87.47572816 82.52427184] ; [18.52427184 17.47572816],0
