Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,6.2e-05,16.051256,[115  59] ; [53 71],[98.09395973 75.90604027] ; [69.90604027 54.09395973],1
p11,1,0.000241,13.481656,[152  22] ; [87 37],[139.55033557  34.44966443] ; [99.44966443 24.55033557],1
p10,1,0.000379,12.631343,[154  20] ; [89 34],[142.36363636  31.63636364] ; [100.63636364  22.36363636],1
p2,1,0.004063,8.255477,[160  13] ; [101  23],[152.03030303  20.96969697] ; [108.96969697  15.03030303],0
p3,1,0.006094,7.52221,[101  73] ; [52 72],[89.33557047 84.66442953] ; [63.66442953 60.33557047],0
p9,1,0.038464,4.284383,[149  23] ; [96 28],[142.36486486  29.63513514] ; [102.63513514  21.36486486],0
a5,1,0.040852,4.182143,[135  39] ; [83 41],[127.2885906  46.7114094] ; [90.7114094 33.2885906],0
a7,1,0.043816,4.063646,[131  43] ; [80 44],[123.20134228  50.79865772] ; [87.79865772 36.20134228],0
n6,1,0.043902,4.060332,[147  25] ; [93 29],[140.40816327  31.59183673] ; [99.59183673 22.40816327],0
a8,1,0.066255,3.373455,[ 21 140] ; [24 88],[ 26.53846154 134.46153846] ; [18.46153846 93.53846154],0
r1,1,0.073113,3.211714,[143  29] ; [91 31],[136.89795918  35.10204082] ; [97.10204082 24.89795918],0
r4,1,0.075363,3.162165,[160  14] ; [106  18],[155.31543624  18.68456376] ; [110.68456376  13.31543624],0
p1,1,0.111851,2.527878,[ 11 161] ; [  3 121],[  8.13513514 163.86486486] ; [  5.86486486 118.13513514],0
d5,1,0.138924,2.189841,[145  29] ; [94 29],[140.02020202  33.97979798] ; [98.97979798 24.02020202],0
d1,1,0.169024,1.891574,[101  73] ; [62 62],[95.17449664 78.82550336] ; [67.82550336 56.17449664],0
s3,1,0.176347,1.828142,[91 79] ; [75 47],[96.64383562 73.35616438] ; [69.35616438 52.64383562],0
n5,1,0.179356,1.802951,[130  43] ; [83 39],[124.91186441  48.08813559] ; [88.08813559 33.91186441],0
n4,1,0.235991,1.404386,[132  42] ; [85 37],[127.56081081  46.43918919] ; [89.43918919 32.56081081],0
r2,1,0.26057,1.265724,[161  11] ; [108  12],[158.45205479  13.54794521] ; [110.54794521   9.45205479],0
s2,1,0.271047,1.211442,[76 97] ; [62 61],[80.65540541 92.34459459] ; [57.34459459 65.65540541],0
s6,1,0.275767,1.187833,[112  58] ; [74 50],[107.55102041  62.44897959] ; [78.44897959 45.55102041],0
v1,1,0.290614,1.116773,[90 80] ; [55 63],[85.59027778 84.40972222] ; [59.40972222 58.59027778],0
s4,1,0.308239,1.038206,[ 22 151] ; [ 21 103],[ 25.04713805 147.95286195] ; [ 17.95286195 106.04713805],0
p12,1,0.325574,0.966421,[  8 166] ; [  3 121],[  6.42281879 167.57718121] ; [  4.57718121 119.42281879],0
v3,1,0.33915,0.913642,[71 97] ; [44 76],[ 67.08333333 100.91666667] ; [47.91666667 72.08333333],0
b5,1,0.339164,0.91359,[97 77] ; [76 48],[101.01342282  72.98657718] ; [71.98657718 52.01342282],0
s5,1,0.342998,0.899193,[ 56 116] ; [34 90],[ 52.2972973 119.7027027] ; [37.7027027 86.2972973],0
v4,1,0.347188,0.883707,[166   6] ; [114   7],[164.36860068   7.63139932] ; [115.63139932   5.36860068],0
v2,1,0.352978,0.862723,[100  65] ; [65 53],[96.20141343 68.79858657] ; [68.79858657 49.20141343],0
a1,1,0.388778,0.742759,[  4 170] ; [  5 119],[  5.25503356 168.74496644] ; [  3.74496644 120.25503356],0
s8,1,0.399463,0.709943,[74 99] ; [47 77],[ 70.48148148 102.51851852] ; [50.51851852 73.48148148],0
s7,1,0.424165,0.638747,[78 87] ; [51 69],[74.68421053 90.31578947] ; [54.31578947 65.68421053],0
a6,1,0.436723,0.604878,[122  52] ; [81 42],[118.92929293  55.07070707] ; [84.07070707 38.92929293],0
p5,1,0.44642,0.579726,[ 14 160] ; [  7 115],[ 12.34459459 161.65540541] ; [  8.65540541 113.34459459],0
a3,1,0.496829,0.461704,[121  53] ; [90 33],[123.61616162  50.38383838] ; [87.38383838 35.61616162],0
r3,1,0.50405,0.4464,[167   7] ; [116   7],[165.7979798   8.2020202] ; [117.2020202   5.7979798],0
n3,1,0.532909,0.388841,[23  6] ; [29  5],[23.93650794  5.06349206] ; [28.06349206  5.93650794],0
n2,1,0.565401,0.330438,[22  7] ; [27  6],[22.91935484  6.08064516] ; [26.08064516  6.91935484],0
s1,1,0.614733,0.25334,[  4 169] ; [  4 118],[  4.69152542 168.30847458] ; [  3.30847458 118.69152542],0
d3,1,0.617223,0.24979,[118  56] ; [80 43],[116.  58.] ; [82. 41.],0
a4,1,0.648857,0.207344,[ 68 105] ; [52 72],[ 69.8989899 103.1010101] ; [50.1010101 73.8989899],0
b1,1,0.659584,0.19403,[ 63 111] ; [48 76],[ 64.81208054 109.18791946] ; [46.18791946 77.81208054],0
u1,1,0.711109,0.137172,[ 24 150] ; [ 19 105],[ 25.10738255 148.89261745] ; [ 17.89261745 106.10738255],0
u4,1,0.731821,0.117446,[  2 172] ; [  2 122],[  2.33557047 171.66442953] ; [  1.66442953 122.33557047],0
b4,1,0.767589,0.087338,[91 83] ; [67 57],[92.25503356 81.74496644] ; [65.74496644 58.25503356],0
n1,1,0.821297,0.05102,[ 8 20] ; [10 22],[ 8.4 19.6] ; [ 9.6 22.4],0
b2,1,0.866152,0.028409,[30 71] ; [24 60],[29.48108108 71.51891892] ; [24.51891892 59.48108108],0
b3,1,0.866152,0.028409,[30 71] ; [24 60],[29.48108108 71.51891892] ; [24.51891892 59.48108108],0
u3,1,0.891691,0.018541,[26 26] ; [16 17],[25.69411765 26.30588235] ; [16.30588235 16.69411765],0
a2,1,0.91587,0.011159,[ 37 137] ; [27 97],[ 37.36912752 136.63087248] ; [26.63087248 97.36912752],0
d4,1,0.925214,0.008811,[139  35] ; [98 24],[139.31756757  34.68243243] ; [97.68243243 24.31756757],0
u2,1,0.964806,0.001947,[28 25] ; [16 14],[28.09638554 24.90361446] ; [15.90361446 14.09638554],0
d2,1,0.984727,0.000366,[78 96] ; [55 68],[77.91919192 96.08080808] ; [55.08080808 67.91919192],0
