Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.1e-05,18.082149,[38 12] ; [41 63],[25.64935065 24.35064935] ; [53.35064935 50.64935065],1
p3,1,0.000182,14.007366,[31 20] ; [31 74],[20.26923077 30.73076923] ; [41.73076923 63.26923077],1
s7,1,0.000184,13.983003,[33 13] ; [38 61],[22.52413793 23.47586207] ; [48.47586207 50.52413793],1
d2,1,0.005268,7.785162,[34 17] ; [45 60],[25.82692308 25.17307692] ; [53.17307692 51.82692308],0
u1,1,0.006704,7.35058,[16 35] ; [14 92],[ 9.74522293 41.25477707] ; [20.25477707 85.74522293],0
n4,1,0.008424,6.940956,[43  8] ; [67 38],[35.96153846 15.03846154] ; [74.03846154 30.96153846],0
p9,1,0.008571,6.910128,[41 10] ; [59 41],[33.77483444 17.22516556] ; [66.22516556 33.77483444],0
p4,1,0.008633,6.897169,[34 17] ; [46 58],[26.32258065 24.67741935] ; [53.67741935 50.32258065],0
s2,1,0.01682,5.715017,[33 18] ; [47 59],[25.98726115 25.01273885] ; [54.01273885 51.98726115],0
p8,1,0.020501,5.368693,[24 27] ; [30 76],[17.54140127 33.45859873] ; [36.45859873 69.54140127],0
a2,1,0.021143,5.314963,[17 34] ; [18 88],[11.36942675 39.63057325] ; [23.63057325 82.36942675],0
d1,1,0.021803,5.261417,[34 17] ; [50 56],[27.2866242 23.7133758] ; [56.7133758 49.2866242],0
r4,1,0.023302,5.145835,[47  4] ; [82 24],[41.9044586  9.0955414] ; [87.0955414 18.9044586],0
r1,1,0.025205,5.009721,[43  8] ; [70 34],[37.18064516 13.81935484] ; [75.81935484 28.18064516],0
n5,1,0.026073,4.95115,[42  9] ; [69 37],[36.05732484 14.94267516] ; [74.94267516 31.05732484],0
a4,1,0.029819,4.719676,[28 23] ; [38 66],[21.71612903 29.28387097] ; [44.28387097 59.71612903],0
s8,1,0.031876,4.605154,[27 23] ; [38 68],[20.83333333 29.16666667] ; [44.16666667 61.83333333],0
d3,1,0.055611,3.663663,[38 12] ; [64 42],[32.69230769 17.30769231] ; [69.30769231 36.69230769],0
v2,1,0.059469,3.552142,[29 22] ; [42 61],[23.51298701 27.48701299] ; [47.48701299 55.51298701],0
p10,1,0.061753,3.489665,[36 15] ; [56 46],[30.66666667 20.33333333] ; [61.33333333 40.66666667],0
p2,1,0.06494,3.406503,[40 11] ; [67 38],[34.98076923 16.01923077] ; [72.01923077 32.98076923],0
u4,1,0.065874,3.382943,[ 3 48] ; [  1 105],[ 1.29936306 49.70063694] ; [  2.70063694 103.29936306],0
u3,1,0.077704,3.11229,[10  5] ; [16 24],[7.09090909 7.90909091] ; [18.90909091 21.09090909],0
u2,1,0.083289,2.999514,[8 7] ; [11 28],[5.27777778 9.72222222] ; [13.72222222 25.27777778],0
s5,1,0.095168,2.784707,[20 26] ; [31 74],[15.53642384 30.46357616] ; [35.46357616 69.53642384],0
n3,1,0.097536,2.745378,[10  2] ; [24 18],[7.55555556 4.44444444] ; [26.44444444 15.55555556],0
a5,1,0.103262,2.654433,[38 13] ; [65 41],[33.45859873 17.54140127] ; [69.54140127 36.45859873],0
a6,1,0.104224,2.639686,[33 18] ; [54 52],[28.2611465 22.7388535] ; [58.7388535 47.2611465],0
n1,1,0.123987,2.366225,[8 4] ; [17 24],[5.66037736 6.33962264] ; [19.33962264 21.66037736],0
p1,1,0.14255,2.150211,[ 7 44] ; [ 7 99],[ 4.5477707 46.4522293] ; [ 9.4522293 96.5477707],0
a8,1,0.169576,1.886691,[ 7 36] ; [ 8 87],[ 4.67391304 38.32608696] ; [10.32608696 84.67391304],0
r3,1,0.169864,1.884147,[46  4] ; [89 17],[43.26923077  6.73076923] ; [91.73076923 14.26923077],0
s3,1,0.229281,1.445318,[30 21] ; [51 54],[26.48076923 24.51923077] ; [54.51923077 50.48076923],0
a3,1,0.245256,1.350125,[36 14] ; [65 39],[32.79220779 17.20779221] ; [68.20779221 35.79220779],0
b3,1,0.279317,1.170411,[11 17] ; [14 37],[ 8.86075949 19.13924051] ; [16.13924051 34.86075949],0
b2,1,0.279317,1.170411,[11 17] ; [14 37],[ 8.86075949 19.13924051] ; [16.13924051 34.86075949],0
a7,1,0.301946,1.065579,[38 12] ; [72 34],[35.25641026 14.74358974] ; [74.74358974 31.25641026],0
v1,1,0.307895,1.039685,[25 26] ; [42 62],[22.04516129 28.95483871] ; [44.95483871 59.04516129],0
p5,1,0.395425,0.722195,[ 6 45] ; [ 8 97],[ 4.57692308 46.42307692] ; [ 9.42307692 95.57692308],0
s1,1,0.447695,0.57648,[ 4 47] ; [ 5 99],[ 2.96129032 48.03870968] ; [ 6.03870968 97.96129032],0
s4,1,0.574997,0.314393,[10 41] ; [25 81],[11.36942675 39.63057325] ; [23.63057325 82.36942675],0
n2,1,0.593937,0.284238,[8 4] ; [32 11],[8.72727273 3.27272727] ; [31.27272727 11.72727273],0
