Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.003156,8.71504,[ 9 44] ; [13 14],[14.575 38.425] ; [ 7.425 19.575],0
s7,1,0.012712,6.208788,[ 5 42] ; [ 9 17],[ 9.01369863 37.98630137] ; [ 4.98630137 21.01369863],0
v2,1,0.019902,5.420508,[13 38] ; [14 13],[17.65384615 33.34615385] ; [ 9.34615385 17.65384615],0
s5,1,0.029039,4.765318,[ 4 47] ; [ 7 20],[ 7.19230769 43.80769231] ; [ 3.80769231 23.19230769],0
p11,1,0.052717,3.752853,[15 38] ; [14 14],[18.97530864 34.02469136] ; [10.02469136 17.97530864],0
s6,1,0.052717,3.752853,[15 38] ; [14 14],[18.97530864 34.02469136] ; [10.02469136 17.97530864],0
s2,1,0.094487,2.79622,[10 43] ; [10 18],[13.08641975 39.91358025] ; [ 6.91358025 21.08641975],0
p2,1,0.103554,2.649936,[24 29] ; [18 10],[27.48148148 25.51851852] ; [14.51851852 13.48148148],0
r3,1,0.126319,2.337174,[35 18] ; [23  5],[37.95061728 15.04938272] ; [20.04938272  7.95061728],0
n5,1,0.143412,2.140959,[24 29] ; [ 8 20],[20.9382716 32.0617284] ; [11.0617284 16.9382716],0
d4,1,0.147969,2.093062,[32 19] ; [22  6],[34.86075949 16.13924051] ; [19.13924051  8.86075949],0
d3,1,0.159599,1.978022,[23 29] ; [17 11],[26. 26.] ; [14. 14.],0
v3,1,0.188382,1.730226,[ 8 40] ; [ 8 19],[10.24 37.76] ; [ 5.76 21.24],0
p1,1,0.198511,1.653298,[ 3 49] ; [ 4 24],[ 4.55 47.45] ; [ 2.45 25.55],0
v4,1,0.224554,1.475031,[32 20] ; [21  7],[34.45 17.55] ; [18.55  9.45],0
p9,1,0.233026,1.422295,[14 39] ; [11 17],[16.35802469 36.64197531] ; [ 8.64197531 19.35802469],0
r1,1,0.251472,1.31511,[31 22] ; [20  8],[33.37037037 19.62962963] ; [17.62962963 10.37037037],0
r4,1,0.252343,1.310283,[29 24] ; [19  9],[31.40740741 21.59259259] ; [16.59259259 11.40740741],0
a4,1,0.252343,1.310283,[24 29] ; [ 9 19],[21.59259259 31.40740741] ; [11.40740741 16.59259259],0
n3,1,0.264617,1.244441,[14 11] ; [9 3],[15.54054054  9.45945946] ; [7.45945946 4.54054054],0
s8,1,0.273083,1.201193,[ 5 48] ; [ 5 23],[ 6.54320988 46.45679012] ; [ 3.45679012 24.54320988],0
n2,1,0.284307,1.146384,[13 14] ; [8 4],[14.53846154 12.46153846] ; [6.46153846 5.53846154],0
n4,1,0.317371,0.99975,[26 27] ; [17 11],[28.13580247 24.86419753] ; [14.86419753 13.13580247],0
a8,1,0.319643,0.990407,[ 4 46] ; [ 4 22],[ 5.26315789 44.73684211] ; [ 2.73684211 23.26315789],0
r2,1,0.348443,0.879121,[40 12] ; [24  4],[41.6 10.4] ; [22.4  5.6],0
d5,1,0.376373,0.782514,[32 20] ; [20  8],[33.8 18.2] ; [18.2  9.8],0
s3,1,0.408295,0.683761,[21 31] ; [14 14],[22.75 29.25] ; [12.25 15.75],0
p7,1,0.430455,0.621595,[18 35] ; [12 16],[19.62962963 33.37037037] ; [10.37037037 17.62962963],0
u3,1,0.445601,0.581818,[10 12] ; [6 4],[11. 11.] ; [5. 5.],0
s4,1,0.450201,0.570147,[ 9 44] ; [ 3 25],[ 7.85185185 45.14814815] ; [ 4.14814815 23.85185185],0
d2,1,0.450927,0.568321,[25 27] ; [11 17],[23.4 28.6] ; [12.6 15.4],0
u1,1,0.479499,0.500002,[ 4 49] ; [ 1 27],[ 3.27160494 49.72839506] ; [ 1.72839506 26.27160494],0
n1,1,0.503083,0.448427,[10 16] ; [6 6],[10.94736842 15.05263158] ; [5.05263158 6.94736842],0
a5,1,0.503371,0.447822,[30 23] ; [18 10],[31.40740741 21.59259259] ; [16.59259259 11.40740741],0
a1,1,0.548912,0.359271,[ 6 47] ; [ 2 26],[ 5.2345679 47.7654321] ; [ 2.7654321 25.2345679],0
a6,1,0.580047,0.306159,[33 19] ; [16 12],[31.85 20.15] ; [17.15 10.85],0
a7,1,0.604314,0.268538,[29 24] ; [17 11],[30.09876543 22.90123457] ; [15.90123457 12.09876543],0
s1,1,0.648207,0.208168,[ 4 48] ; [ 3 25],[ 4.55 47.45] ; [ 2.45 25.55],0
b4,1,0.670803,0.180664,[31 22] ; [15 13],[30.09876543 22.90123457] ; [15.90123457 12.09876543],0
b3,1,0.682107,0.167763,[10 22] ; [ 7 12],[10.66666667 21.33333333] ; [ 6.33333333 12.66666667],0
b2,1,0.682107,0.167763,[10 22] ; [ 7 12],[10.66666667 21.33333333] ; [ 6.33333333 12.66666667],0
a3,1,0.68256,0.167259,[31 21] ; [18 10],[31.85 20.15] ; [17.15 10.85],0
p6,1,0.703213,0.145151,[10 43] ; [ 4 22],[ 9.39240506 43.60759494] ; [ 4.60759494 21.39240506],0
b5,1,0.710953,0.137327,[28 25] ; [16 12],[28.79012346 24.20987654] ; [15.20987654 12.79012346],0
p4,1,0.718813,0.129633,[15 38] ; [ 9 19],[15.7037037 37.2962963] ; [ 8.2962963 19.7037037],0
u2,1,0.778746,0.078935,[11 11] ; [5 4],[11.35483871 10.64516129] ; [4.64516129 4.35483871],0
a2,1,0.921006,0.009834,[ 9 44] ; [ 5 23],[ 9.16049383 43.83950617] ; [ 4.83950617 23.16049383],0
b1,1,0.962848,0.00217,[30 23] ; [16 12],[30.09876543 22.90123457] ; [15.90123457 12.09876543],0
p8,1,0.977143,0.000821,[11 41] ; [ 6 22],[11.05 40.95] ; [ 5.95 22.05],0
d1,1,0.9904,0.000145,[19 34] ; [10 18],[18.97530864 34.02469136] ; [10.02469136 17.97530864],0
