Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.005266,7.785778,[178 231] ; [12  3],[183.27830189 225.72169811] ; [6.72169811 8.27830189],0
p12,1,0.008467,6.931968,[ 10 401] ; [ 2 12],[ 11.60470588 399.39529412] ; [ 0.39529412 13.60470588],0
p6,1,0.012999,6.169208,[ 88 317] ; [7 7],[ 91.82577566 313.17422434] ; [ 3.17422434 10.82577566],0
a7,1,0.025132,5.014754,[301 111] ; [7 8],[297.18032787 114.81967213] ; [10.81967213  4.18032787],0
n5,1,0.028243,4.813167,[271 138] ; [14  1],[274.91745283 134.08254717] ; [10.08254717  4.91745283],0
p7,1,0.028529,4.795811,[207 197] ; [12  3],[211.15990453 192.84009547] ; [7.84009547 7.15990453],0
p3,1,0.03647,4.37499,[139 272] ; [9 6],[142.78873239 268.21126761] ; [5.21126761 9.78873239],0
b3,1,0.036619,4.368051,[ 64 152] ; [7 5],[ 67.26315789 148.73684211] ; [3.73684211 8.26315789],0
b2,1,0.036619,4.368051,[ 64 152] ; [7 5],[ 67.26315789 148.73684211] ; [3.73684211 8.26315789],0
u1,1,0.052893,3.747297,[ 44 370] ; [ 4 11],[ 46.32167832 367.67832168] ; [ 1.67832168 13.32167832],0
s7,1,0.059925,3.539464,[ 78 313] ; [6 9],[ 80.89655172 310.10344828] ; [ 3.10344828 11.89655172],0
n3,1,0.060582,3.521387,[82 36] ; [1 3],[80.27868852 37.72131148] ; [2.72131148 1.27868852],0
r2,1,0.063834,3.434849,[362  45] ; [11  4],[359.74170616  47.25829384] ; [13.25829384  1.74170616],0
s6,1,0.103026,2.658071,[160 250] ; [9 6],[163.03529412 246.96470588] ; [5.96470588 9.03529412],0
u3,1,0.128652,2.308689,[72 86] ; [4 1],[73.66871166 84.33128834] ; [2.33128834 2.66871166],0
p8,1,0.141156,2.165315,[167 241] ; [9 6],[169.75886525 238.24113475] ; [6.24113475 8.75886525],0
b5,1,0.153497,2.037151,[256 158] ; [12  3],[258.62937063 155.37062937] ; [9.37062937 5.62937063],0
r1,1,0.157641,1.996708,[290 122] ; [8 7],[287.53161593 124.46838407] ; [10.46838407  4.53161593],0
v3,1,0.164012,1.936842,[119 280] ; [7 8],[121.43478261 277.56521739] ; [ 4.56521739 10.43478261],0
p1,1,0.186719,1.74332,[ 22 390] ; [ 2 13],[ 23.15690867 388.84309133] ; [ 0.84309133 14.15690867],0
d2,1,0.203568,1.616591,[153 259] ; [8 7],[155.3442623 256.6557377] ; [5.6557377 9.3442623],0
p10,1,0.254615,1.2978,[268 139] ; [12  3],[270.04739336 136.95260664] ; [9.95260664 5.04739336],0
n6,1,0.289369,1.122556,[300 111] ; [12  2],[301.72235294 109.27764706] ; [10.27764706  3.72235294],0
b1,1,0.295857,1.092774,[165 249] ; [8 7],[166.95104895 247.04895105] ; [6.04895105 8.95104895],0
r4,1,0.30003,1.07406,[323  91] ; [10  5],[321.35664336  92.64335664] ; [11.64335664  3.35664336],0
v1,1,0.302582,1.062781,[176 231] ; [8 6],[177.88123515 229.11876485] ; [6.11876485 7.88123515],0
v4,1,0.311412,1.024676,[364  47] ; [12  3],[362.76056338  48.23943662] ; [13.23943662  1.76056338],0
r3,1,0.311412,1.024676,[364  47] ; [12  3],[362.76056338  48.23943662] ; [13.23943662  1.76056338],0
n4,1,0.315923,1.005752,[279 133] ; [12  3],[280.77751756 131.22248244] ; [10.22248244  4.77751756],0
d3,1,0.365874,0.81763,[266 145] ; [8 7],[264.35211268 146.64788732] ; [9.64788732 5.35211268],0
p11,1,0.367099,0.813462,[286 128] ; [12  3],[287.58041958 126.41958042] ; [10.41958042  4.58041958],0
p9,1,0.413396,0.669014,[285 121] ; [12  3],[286.41805226 119.58194774] ; [10.58194774  4.41805226],0
a5,1,0.433067,0.614585,[262 152] ; [8 7],[260.55944056 153.44055944] ; [9.44055944 5.55944056],0
n2,1,0.496636,0.462118,[79 40] ; [2 2],[78.36585366 40.63414634] ; [2.63414634 1.36585366],0
