Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,57.436224,[69  9] ; [30 66],[44.37931034 33.62068966] ; [54.62068966 41.37931034],1
s6,1,0.0,32.912342,[65 11] ; [42 56],[46.73563218 29.26436782] ; [60.26436782 37.73563218],1
s7,1,0.0,28.295061,[46 27] ; [21 73],[29.28742515 43.71257485] ; [37.71257485 56.28742515],1
s8,1,3e-06,21.68379,[41 37] ; [19 80],[26.44067797 51.55932203] ; [33.55932203 65.44067797],1
s5,1,2e-05,18.179819,[30 45] ; [11 83],[18.19526627 56.80473373] ; [22.80473373 71.19526627],1
p10,1,0.001016,10.798925,[65 12] ; [60 37],[55.31609195 21.68390805] ; [69.68390805 27.31609195],0
d4,1,0.004955,7.895861,[61 17] ; [57 41],[52.29545455 25.70454545] ; [65.70454545 32.29545455],0
d3,1,0.008234,6.981753,[51 27] ; [45 54],[42.30508475 35.69491525] ; [53.69491525 45.30508475],0
r1,1,0.010416,6.562407,[59 19] ; [56 42],[50.96590909 27.03409091] ; [64.03409091 33.96590909],0
r3,1,0.013645,6.083526,[74  3] ; [83 15],[69.08  7.92] ; [87.92 10.08],0
s4,1,0.014372,5.991846,[17 59] ; [ 9 90],[11.29142857 64.70857143] ; [14.70857143 84.29142857],0
n5,1,0.019831,5.426747,[70  7] ; [77 22],[64.3125 12.6875] ; [82.6875 16.3125],0
r4,1,0.021484,5.287135,[69  9] ; [74 25],[63.01694915 14.98305085] ; [79.98305085 19.01694915],0
v4,1,0.022956,5.171836,[73  4] ; [83 16],[68.25  8.75] ; [87.75 11.25],0
p7,1,0.026946,4.894261,[53 21] ; [54 44],[46.03488372 27.96511628] ; [60.96511628 37.03488372],0
p4,1,0.033878,4.500856,[47 30] ; [44 54],[40.04 36.96] ; [50.96 47.04],0
b3,1,0.042307,4.122893,[10 40] ; [23 38],[14.86486486 35.13513514] ; [18.13513514 42.86486486],0
b2,1,0.042307,4.122893,[10 40] ; [23 38],[14.86486486 35.13513514] ; [18.13513514 42.86486486],0
d1,1,0.053981,3.713287,[32 46] ; [27 72],[26. 52.] ; [33. 66.],0
u3,1,0.060885,3.513117,[22 16] ; [21 34],[17.56989247 20.43010753] ; [25.43010753 29.56989247],0
p5,1,0.064761,3.411043,[14 61] ; [ 9 90],[ 9.9137931 65.0862069] ; [13.0862069 85.9137931],0
p8,1,0.070818,3.263953,[42 35] ; [40 58],[36.08 40.92] ; [45.92 52.08],0
n3,1,0.072267,3.230769,[8 8] ; [20  6],[10.66666667  5.33333333] ; [17.33333333  8.66666667],0
s1,1,0.080838,3.047974,[ 7 69] ; [ 3 96],[ 4.34285714 71.65714286] ; [ 5.65714286 93.34285714],0
d5,1,0.091221,2.852698,[56 22] ; [59 40],[50.6779661 27.3220339] ; [64.3220339 34.6779661],0
a6,1,0.11394,2.498704,[34 44] ; [55 44],[39.22033898 38.77966102] ; [49.77966102 49.22033898],0
p1,1,0.119706,2.421164,[12 65] ; [ 8 91],[ 8.75 68.25] ; [11.25 87.75],0
u2,1,0.128669,2.30849,[23 15] ; [24 30],[19.41304348 18.58695652] ; [27.58695652 26.41304348],0
n6,1,0.130952,2.281187,[68  9] ; [79 20],[64.3125 12.6875] ; [82.6875 16.3125],0
p9,1,0.137973,2.20042,[61 15] ; [69 29],[56.7816092 19.2183908] ; [73.2183908 24.7816092],0
r2,1,0.152075,2.051315,[70  7] ; [81 16],[66.82183908 10.17816092] ; [84.17816092 12.82183908],0
p2,1,0.177593,1.817656,[62 15] ; [71 28],[58.1875 18.8125] ; [74.8125 24.1875],0
v2,1,0.248844,1.329781,[32 43] ; [47 44],[35.69277108 39.30722892] ; [43.30722892 47.69277108],0
u1,1,0.256634,1.286822,[ 4 74] ; [ 2 97],[ 2.6440678 75.3559322] ; [ 3.3559322 95.6440678],0
a7,1,0.384088,0.757576,[49 28] ; [56 42],[46.2 30.8] ; [58.8 39.2],0
n2,1,0.389601,0.740187,[13  3] ; [18  8],[11.80952381  4.19047619] ; [19.19047619  6.80952381],0
v3,1,0.429762,0.623467,[30 46] ; [33 65],[27.51724138 48.48275862] ; [35.48275862 62.51724138],0
a3,1,0.435804,0.607305,[40 38] ; [44 53],[37.44 40.56] ; [46.56 50.44],0
p12,1,0.456018,0.555652,[ 6 71] ; [ 5 94],[ 4.8125 72.1875] ; [ 6.1875 92.8125],0
b1,1,0.483939,0.489975,[34 44] ; [38 61],[31.72881356 46.27118644] ; [40.27118644 58.72881356],0
d2,1,0.492576,0.470895,[21 57] ; [22 76],[19.05681818 58.94318182] ; [23.94318182 74.05681818],0
b5,1,0.504626,0.445194,[48 30] ; [56 43],[45.83050847 32.16949153] ; [58.16949153 40.83050847],0
p11,1,0.557289,0.344419,[59 19] ; [71 28],[57.28813559 20.71186441] ; [72.71186441 26.28813559],0
a1,1,0.590003,0.290339,[ 2 76] ; [ 4 95],[ 2.6440678 75.3559322] ; [ 3.3559322 95.6440678],0
a4,1,0.602713,0.270923,[15 63] ; [22 76],[16.39772727 61.60227273] ; [20.60227273 77.39772727],0
v1,1,0.658799,0.194986,[40 38] ; [46 50],[38.55172414 39.44827586] ; [47.44827586 48.55172414],0
n1,1,0.693696,0.155114,[7 9] ; [13 13],[7.61904762 8.38095238] ; [12.38095238 13.61904762],0
b4,1,0.719088,0.129368,[47 31] ; [57 42],[45.83050847 32.16949153] ; [58.16949153 40.83050847],0
a8,1,0.729862,0.119238,[11 63] ; [15 74],[11.80368098 62.19631902] ; [14.19631902 74.80368098],0
p3,1,0.833216,0.044344,[33 44] ; [44 55],[33.6875 43.3125] ; [43.3125 55.6875],0
u4,1,0.865054,0.028881,[ 1 77] ; [ 1 98],[ 0.88135593 77.11864407] ; [ 1.11864407 97.88135593],0
p6,1,0.968243,0.001585,[26 49] ; [33 63],[25.87719298 49.12280702] ; [33.12280702 62.87719298],0
