Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.222243,[242 133] ; [71  7],[259.10596026 115.89403974] ; [53.89403974 24.10596026],1
a4,1,0.489814,0.476935,[227 152] ; [44 35],[224.25545852 154.74454148] ; [46.74454148 32.25545852],0
b1,1,0.490769,0.474841,[141 240] ; [26 53],[138.31956522 242.68043478] ; [28.68043478 50.31956522],0
p12,1,0.504695,0.44505,[ 38 341] ; [ 6 73],[ 36.41048035 342.58951965] ; [ 7.58951965 71.41048035],0
d2,1,0.593197,0.285378,[279  99] ; [56 23],[277.08971554 100.91028446] ; [57.91028446 21.08971554],0
p8,1,0.631955,0.229419,[208 167] ; [45 32],[209.90044248 165.09955752] ; [43.09955752 33.90044248],0
a2,1,0.637284,0.222312,[136 245] ; [26 53],[134.17826087 246.82173913] ; [27.82173913 51.17826087],0
u1,1,0.680722,0.169315,[107 274] ; [24 55],[108.50217391 272.49782609] ; [22.49782609 56.50217391],0
d5,1,0.687536,0.161766,[373   7] ; [77  2],[372.54901961   7.45098039] ; [77.45098039  1.54901961],0
p2,1,0.70415,0.14419,[323  56] ; [66 13],[321.90174672  57.09825328] ; [67.09825328 11.90174672],0
a6,1,0.74173,0.108612,[281  99] ; [57 22],[279.82570806 100.17429194] ; [58.17429194 20.82570806],0
a3,1,0.750969,0.100718,[306  73] ; [65 14],[307.00655022  71.99344978] ; [63.99344978 15.00655022],0
n2,1,0.822063,0.050577,[54 24] ; [14  7],[53.57575758 24.42424242] ; [14.42424242  6.57575758],0
d4,1,0.834358,0.043729,[373   6] ; [78  1],[373.20742358   5.79257642] ; [77.79257642  1.20742358],0
u3,1,0.90834,0.013256,[47 28] ; [9 5],[47.19101124 27.80898876] ; [8.80898876 5.19101124],0
p1,1,0.915587,0.011235,[ 37 343] ; [ 8 71],[ 37.25490196 342.74509804] ; [ 7.74509804 71.25490196],0
p5,1,0.962698,0.002187,[ 47 330] ; [10 69],[ 47.125 329.875] ; [ 9.875 69.125],0
r1,1,0.986847,0.000272,[322  58] ; [67 12],[322.04793028  57.95206972] ; [66.95206972 12.04793028],0
b4,1,0.98864,0.000203,[227 154] ; [47 32],[226.94347826 154.05652174] ; [47.05652174 31.94347826],0
