Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,24.724265,[91 23] ; [15 25],[78.46753247 35.53246753] ; [27.53246753 12.46753247],1
a2,1,0.00042,12.440588,[50 65] ; [ 5 35],[40.80645161 74.19354839] ; [14.19354839 25.80645161],1
d3,1,0.000489,12.157895,[90 24] ; [20 20],[81.42857143 32.57142857] ; [28.57142857 11.42857143],1
b5,1,0.00133,10.300229,[79 36] ; [16 24],[70.48387097 44.51612903] ; [24.51612903 15.48387097],0
u1,1,0.002656,9.030009,[32 83] ; [ 2 38],[25.22580645 89.77419355] ; [ 8.77419355 31.22580645],0
r1,1,0.004269,8.165555,[93 20] ; [24 16],[86.41176471 26.58823529] ; [30.58823529  9.41176471],0
b1,1,0.009105,6.802092,[53 62] ; [28 12],[60.09677419 54.90322581] ; [20.90322581 19.09677419],0
p2,1,0.038901,4.265171,[74 40] ; [18 21],[68.54901961 45.45098039] ; [23.45098039 15.54901961],0
r3,1,0.05342,3.730743,[101  14] ; [30 10],[97.19354839 17.80645161] ; [33.80645161  6.19354839],0
p9,1,0.072469,3.226192,[77 35] ; [20 18],[72.42666667 39.57333333] ; [24.57333333 13.42666667],0
s3,1,0.078117,3.103646,[63 52] ; [15 24],[58.24675325 56.75324675] ; [19.75324675 19.24675325],0
b3,1,0.092873,2.823855,[17 40] ; [11 11],[20.20253165 36.79746835] ; [ 7.79746835 14.20253165],0
b2,1,0.092873,2.823855,[17 40] ; [11 11],[20.20253165 36.79746835] ; [ 7.79746835 14.20253165],0
p10,1,0.099303,2.716696,[64 47] ; [17 23],[59.54304636 51.45695364] ; [21.45695364 18.54304636],0
r4,1,0.118235,2.440549,[94 21] ; [28 12],[90.51612903 24.48387097] ; [31.48387097  8.51612903],0
n5,1,0.182983,1.773229,[75 39] ; [21 18],[71.52941176 42.47058824] ; [24.47058824 14.52941176],0
a1,1,0.191136,1.708837,[  7 108] ; [ 5 35],[  8.90322581 106.09677419] ; [ 3.09677419 36.90322581],0
n4,1,0.22466,1.474355,[82 32] ; [24 15],[78.98039216 35.01960784] ; [27.01960784 11.98039216],0
s7,1,0.290603,1.116827,[52 54] ; [14 22],[49.26760563 56.73239437] ; [16.73239437 19.26760563],0
u2,1,0.301611,1.067058,[ 7 13] ; [1 6],[ 5.92592593 14.07407407] ; [2.07407407 4.92592593],0
p3,1,0.32224,0.979832,[42 71] ; [18 21],[44.60526316 68.39473684] ; [15.39473684 23.60526316],0
a8,1,0.359397,0.84,[16 84] ; [ 4 36],[14.28571429 85.71428571] ; [ 5.71428571 34.28571429],0
p6,1,0.372983,0.793701,[37 74] ; [10 29],[34.78 76.22] ; [12.22 26.78],0
v2,1,0.376485,0.782148,[59 52] ; [18 22],[56.60264901 54.39735099] ; [20.39735099 19.60264901],0
d2,1,0.381078,0.767221,[70 44] ; [27 12],[72.2745098 41.7254902] ; [24.7254902 14.2745098],0
u3,1,0.389505,0.740488,[ 9 10] ; [2 5],[ 8.03846154 10.96153846] ; [2.96153846 4.03846154],0
v4,1,0.396552,0.718757,[101  14] ; [33  7],[99.41935484 15.58064516] ; [34.58064516  5.41935484],0
s1,1,0.414784,0.665047,[  7 107] ; [ 4 36],[  8.14285714 105.85714286] ; [ 2.85714286 37.14285714],0
s8,1,0.434936,0.609607,[43 71] ; [12 27],[40.98039216 73.01960784] ; [14.01960784 24.98039216],0
p1,1,0.443841,0.586331,[ 10 104] ; [ 2 38],[  8.88311688 105.11688312] ; [ 3.11688312 36.88311688],0
d4,1,0.471317,0.518886,[91 23] ; [34  6],[92.53246753 21.46753247] ; [32.46753247  7.53246753],0
v1,1,0.566797,0.328071,[52 63] ; [16 24],[50.4516129 64.5483871] ; [17.5483871 22.4516129],0
p4,1,0.5836,0.300451,[55 58] ; [17 22],[53.52631579 59.47368421] ; [18.47368421 20.52631579],0
s2,1,0.586209,0.296304,[57 57] ; [18 22],[55.51948052 58.48051948] ; [19.48051948 20.51948052],0
r2,1,0.586742,0.295461,[107   6] ; [36  3],[106.30921053   6.69078947] ; [36.69078947  2.30921053],0
v3,1,0.587591,0.294121,[38 74] ; [14 22],[39.35135135 72.64864865] ; [12.64864865 23.35135135],0
p8,1,0.593423,0.28503,[35 77] ; [14 25],[36.34437086 75.65562914] ; [12.65562914 26.34437086],0
d5,1,0.596823,0.279815,[98 16] ; [33  7],[96.97402597 17.02597403] ; [34.02597403  5.97402597],0
p7,1,0.610208,0.259872,[57 55] ; [18 21],[55.62913907 56.37086093] ; [19.37086093 19.62913907],0
n1,1,0.645238,0.211957,[18 21] ; [11 10],[18.85 20.15] ; [10.15 10.85],0
b4,1,0.686899,0.162463,[59 56] ; [22 18],[60.09677419 54.90322581] ; [20.90322581 19.09677419],0
d1,1,0.76976,0.085667,[72 43] ; [24 16],[71.22580645 43.77419355] ; [24.77419355 15.22580645],0
s4,1,0.847787,0.036842,[24 90] ; [ 9 31],[24.42857143 89.57142857] ; [ 8.57142857 31.42857143],0
s6,1,0.858378,0.03184,[70 42] ; [25 14],[70.46357616 41.53642384] ; [24.53642384 14.46357616],0
n2,1,0.896865,0.016802,[28 13] ; [14  7],[27.77419355 13.22580645] ; [14.22580645  6.77419355],0
a3,1,0.90365,0.014653,[95 19] ; [33  7],[94.75324675 19.24675325] ; [33.24675325  6.75324675],0
a4,1,0.905118,0.014208,[72 43] ; [24 15],[71.68831169 43.31168831] ; [24.31168831 14.68831169],0
n6,1,0.919292,0.010267,[79 35] ; [26 12],[78.75 35.25] ; [26.25 11.75],0
s5,1,0.941394,0.005405,[37 68] ; [14 25],[37.1875 67.8125] ; [13.8125 25.1875],0
n3,1,0.943599,0.005005,[27 13] ; [13  6],[27.11864407 12.88135593] ; [12.88135593  6.11864407],0
u4,1,0.97021,0.001395,[  3 112] ; [ 1 39],[  2.96774194 112.03225806] ; [ 1.03225806 38.96774194],0
