Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.779733,[ 1 30] ; [61 34],[15.25396825 15.74603175] ; [46.74603175 48.25396825],1
n6,1,2e-06,22.935303,[12 18] ; [80 15],[22.08  7.92] ; [69.92 25.08],1
v4,1,2e-06,22.249174,[15 16] ; [84 11],[24.35714286  6.64285714] ; [74.64285714 20.35714286],1
p11,1,3.2e-05,17.304422,[10 21] ; [70 25],[19.68253968 11.31746032] ; [60.31746032 34.68253968],1
p10,1,7.6e-05,15.666194,[ 9 21] ; [65 27],[18.19672131 11.80327869] ; [55.80327869 36.19672131],1
p9,1,7.9e-05,15.585289,[11 17] ; [73 20],[19.43801653  8.56198347] ; [64.56198347 28.43801653],1
n2,1,0.000352,12.76926,[ 3 10] ; [29  8],[8.32 4.68] ; [23.68 13.32],1
p2,1,0.000659,11.602339,[11 20] ; [65 28],[19. 12.] ; [57. 36.],1
n3,1,0.001583,9.97921,[ 3 10] ; [27 10],[7.8 5.2] ; [22.2 14.8],0
d4,1,0.018041,5.592167,[15 16] ; [68 27],[20.42063492 10.57936508] ; [62.57936508 32.42063492],0
a7,1,0.019038,5.497996,[12 19] ; [59 35],[17.608 13.392] ; [53.392 40.608],0
b5,1,0.035913,4.401235,[14 17] ; [63 32],[18.94444444 12.05555556] ; [58.05555556 36.94444444],0
p4,1,0.039657,4.232501,[ 8 23] ; [44 50],[12.896 18.104] ; [39.104 54.896],0
p6,1,0.040872,4.181311,[ 4 26] ; [30 62],[ 8.36065574 21.63934426] ; [25.63934426 66.36065574],0
p8,1,0.046498,3.963455,[ 7 24] ; [40 54],[11.656 19.344] ; [35.344 58.656],0
a1,1,0.051967,3.776828,[ 5 26] ; [ 5 90],[ 2.46031746 28.53968254] ; [ 7.53968254 87.46031746],0
s8,1,0.053998,3.712774,[ 1 30] ; [16 79],[ 4.18253968 26.81746032] ; [12.81746032 82.18253968],0
r2,1,0.061145,3.506041,[18 12] ; [72 21],[21.95121951  8.04878049] ; [68.04878049 24.95121951],0
b1,1,0.062385,3.47281,[18 13] ; [37 58],[13.53174603 17.46825397] ; [41.46825397 53.53174603],0
p3,1,0.081776,3.02924,[ 6 25] ; [34 60],[ 9.92 21.08] ; [30.08 63.92],0
s6,1,0.089794,2.878064,[ 7 24] ; [37 57],[10.912 20.088] ; [33.088 60.912],0
