Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.661907,[ 9 34] ; [34 14],[20.31868132 22.68131868] ; [22.68131868 25.31868132],1
a3,1,0.135313,2.230467,[25 17] ; [21 27],[21.46666667 20.53333333] ; [24.53333333 23.46666667],0
d1,1,0.136793,2.213671,[19 24] ; [14 34],[15.59340659 27.40659341] ; [17.40659341 30.59340659],0
u2,1,0.140467,2.17284,[ 5 13] ; [13 13],[ 7.36363636 10.63636364] ; [10.63636364 15.36363636],0
d4,1,0.157899,1.994229,[30 13] ; [26 21],[26.75555556 16.24444444] ; [29.24444444 17.75555556],0
a5,1,0.177575,1.817803,[24 19] ; [20 28],[20.79120879 22.20879121] ; [23.20879121 24.79120879],0
b1,1,0.18405,1.764616,[23 20] ; [19 29],[19.84615385 23.15384615] ; [22.15384615 25.84615385],0
s5,1,0.264567,1.244698,[ 4 38] ; [ 8 37],[ 5.79310345 36.20689655] ; [ 6.20689655 38.79310345],0
d3,1,0.282395,1.155529,[18 25] ; [25 22],[20.54444444 22.45555556] ; [22.45555556 24.54444444],0
n4,1,0.2884,1.127076,[28 15] ; [26 22],[25.51648352 17.48351648] ; [28.48351648 19.51648352],0
a6,1,0.353365,0.861337,[23 20] ; [21 27],[20.79120879 22.20879121] ; [23.20879121 24.79120879],0
r2,1,0.357548,0.846486,[25 16] ; [23 22],[22.88372093 18.11627907] ; [25.11627907 19.88372093],0
n2,1,0.361209,0.833684,[11 14] ; [11  8],[12.5 12.5] ; [9.5 9.5],0
a2,1,0.365735,0.818106,[ 5 38] ; [ 3 45],[ 3.78021978 39.21978022] ; [ 4.21978022 43.78021978],0
a4,1,0.377577,0.778576,[15 27] ; [13 35],[13.06666667 28.93333333] ; [14.93333333 33.06666667],0
n5,1,0.378621,0.775174,[30 13] ; [28 18],[28.02247191 14.97752809] ; [29.97752809 16.02247191],0
d5,1,0.387839,0.745708,[28 15] ; [27 21],[25.98901099 17.01098901] ; [29.01098901 18.98901099],0
p1,1,0.392099,0.732424,[ 6 37] ; [ 4 44],[ 4.72527473 38.27472527] ; [ 5.27472527 42.72527473],0
v3,1,0.427168,0.630512,[ 9 34] ; [ 7 41],[ 7.56043956 35.43956044] ; [ 8.43956044 39.56043956],0
n1,1,0.494515,0.466687,[ 9 16] ; [ 5 14],[ 7.95454545 17.04545455] ; [ 6.04545455 12.95454545],0
u3,1,0.531387,0.391738,[ 4 14] ; [ 8 18],[ 4.90909091 13.09090909] ; [ 7.09090909 18.90909091],0
r1,1,0.568146,0.325795,[14 29] ; [13 35],[12.75824176 30.24175824] ; [14.24175824 33.75824176],0
u1,1,0.738264,0.111658,[ 2 41] ; [ 3 45],[ 2.36263736 40.63736264] ; [ 2.63736264 45.36263736],0
v2,1,0.867429,0.027864,[12 29] ; [13 34],[11.64772727 29.35227273] ; [13.35227273 33.64772727],0
p5,1,0.891266,0.018688,[ 2 40] ; [ 2 46],[ 1.86666667 40.13333333] ; [ 2.13333333 45.86666667],0
a8,1,0.951726,0.003665,[ 3 38] ; [ 3 40],[ 2.92857143 38.07142857] ; [ 3.07142857 39.92857143],0
b4,1,0.985068,0.00035,[25 18] ; [28 20],[25.04395604 17.95604396] ; [27.95604396 20.04395604],0
a7,1,0.992515,8.8e-05,[22 21] ; [24 23],[21.97777778 21.02222222] ; [24.02222222 22.97777778],0
