Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2e-06,22.661907,[ 9 34] ; [34 14],[20.31868132 22.68131868] ; [22.68131868 25.31868132],1
p9,1,9.8e-05,15.182885,[10 30] ; [32 16],[19.09090909 20.90909091] ; [22.90909091 25.09090909],1
p4,1,0.000167,14.172557,[ 6 36] ; [25 23],[14.46666667 27.53333333] ; [16.53333333 31.46666667],1
v4,1,0.000199,13.83703,[17 26] ; [36 10],[25.60674157 17.39325843] ; [27.39325843 18.60674157],1
p8,1,0.000688,11.522256,[ 5 37] ; [21 26],[12.26966292 29.73033708] ; [13.73033708 33.26966292],1
p10,1,0.000976,10.872609,[13 29] ; [31 16],[20.76404494 21.23595506] ; [23.23595506 23.76404494],1
p7,1,0.000984,10.856705,[ 7 35] ; [23 23],[14.31818182 27.68181818] ; [15.68181818 30.31818182],1
s6,1,0.001486,10.096133,[ 6 37] ; [21 26],[12.9 30.1] ; [14.1 32.9],0
n6,1,0.004842,7.9375,[18 24] ; [34 13],[24.53932584 17.46067416] ; [27.46067416 19.53932584],0
s2,1,0.005099,7.84387,[ 6 37] ; [19 28],[11.94444444 31.05555556] ; [13.05555556 33.94444444],0
r3,1,0.005566,7.685788,[15 28] ; [29 16],[21.5 21.5] ; [22.5 22.5],0
s8,1,0.006331,7.453487,[ 2 41] ; [12 35],[ 6.68888889 36.31111111] ; [ 7.31111111 39.68888889],0
s7,1,0.007166,7.230994,[ 6 35] ; [18 26],[11.57647059 29.42352941] ; [12.42352941 31.57647059],0
p6,1,0.007744,7.091631,[ 3 39] ; [14 34],[ 7.93333333 34.06666667] ; [ 9.06666667 38.93333333],0
p3,1,0.008142,7.002013,[ 5 38] ; [17 31],[10.3956044 32.6043956] ; [11.6043956 36.3956044],0
d2,1,0.009304,6.763509,[23 19] ; [13 34],[16.98876404 25.01123596] ; [19.01123596 27.98876404],0
b5,1,0.028625,4.790026,[17 26] ; [30 18],[22.20879121 20.79120879] ; [24.79120879 23.20879121],0
s4,1,0.050568,3.822529,[ 6 37] ; [15 33],[ 9.92307692 33.07692308] ; [11.07692308 36.92307692],0
s3,1,0.08993,2.875623,[11 31] ; [20 26],[14.79545455 27.20454545] ; [16.20454545 29.79545455],0
b2,1,0.094264,2.8,[13 15] ; [ 7 21],[10. 18.] ; [10. 18.],0
b3,1,0.094264,2.8,[13 15] ; [ 7 21],[10. 18.] ; [10. 18.],0
n3,1,0.107267,2.594029,[ 8 16] ; [11  8],[10.60465116 13.39534884] ; [ 8.39534884 10.60465116],0
