Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,9e-06,19.752106,[39 23] ; [30 77],[25.31360947 36.68639053] ; [43.68639053 63.31360947],1
v3,1,0.00051,12.078595,[25 39] ; [17 92],[15.53757225 48.46242775] ; [26.46242775 82.53757225],1
p10,1,0.002248,9.335206,[47 16] ; [56 54],[37.50867052 25.49132948] ; [65.49132948 44.50867052],0
p9,1,0.003242,8.665733,[51 12] ; [65 45],[42.24277457 20.75722543] ; [73.75722543 36.24277457],0
a4,1,0.00462,8.022378,[17 46] ; [ 12 102],[10.3220339 52.6779661] ; [18.6779661 95.3220339],0
s6,1,0.007317,7.193498,[34 28] ; [38 74],[25.65517241 36.34482759] ; [46.34482759 65.65517241],0
n4,1,0.009738,6.682182,[44 20] ; [55 58],[35.79661017 28.20338983] ; [63.20338983 49.79661017],0
p3,1,0.017619,5.633683,[25 38] ; [26 88],[18.15254237 44.84745763] ; [32.84745763 81.15254237],0
p5,1,0.01791,5.604961,[ 6 57] ; [  2 111],[ 2.86363636 60.13636364] ; [  5.13636364 107.86363636],0
u3,1,0.018003,5.595873,[23 14] ; [28 45],[17.15454545 19.84545455] ; [33.84545455 39.15454545],0
r2,1,0.020411,5.376425,[59  5] ; [89 24],[53.51412429 10.48587571] ; [94.48587571 18.51412429],0
r1,1,0.020704,5.351513,[44 20] ; [58 56],[36.6741573 27.3258427] ; [65.3258427 48.6741573],0
n3,1,0.032281,4.583529,[13  1] ; [25 15],[9.85185185 4.14814815] ; [28.14814815 11.85185185],0
p7,1,0.056012,3.651693,[35 27] ; [45 64],[29.00584795 32.99415205] ; [50.99415205 58.00584795],0
n5,1,0.058147,3.589461,[43 20] ; [60 52],[37.08 25.92] ; [65.92 46.08],0
p4,1,0.067462,3.343723,[28 35] ; [34 77],[22.44827586 40.55172414] ; [39.55172414 71.44827586],0
b2,1,0.067592,3.340544,[12 23] ; [10 47],[ 8.36956522 26.63043478] ; [13.63043478 43.36956522],0
b3,1,0.067592,3.340544,[12 23] ; [10 47],[ 8.36956522 26.63043478] ; [13.63043478 43.36956522],0
r4,1,0.083655,2.992421,[51 13] ; [77 37],[46.02247191 17.97752809] ; [81.97752809 32.02247191],0
b1,1,0.100807,2.692736,[19 45] ; [48 66],[24.08988764 39.91011236] ; [42.91011236 71.08988764],0
d4,1,0.11239,2.520288,[44 20] ; [64 49],[39.05084746 24.94915254] ; [68.94915254 44.05084746],0
n1,1,0.124283,2.3625,[7 7] ; [11 29],[4.66666667 9.33333333] ; [13.33333333 26.66666667],0
v4,1,0.132821,2.259215,[58  6] ; [93 20],[54.59887006  9.40112994] ; [96.40112994 16.59887006],0
r3,1,0.132821,2.259215,[58  6] ; [93 20],[54.59887006  9.40112994] ; [96.40112994 16.59887006],0
s2,1,0.137758,2.202829,[21 42] ; [26 87],[16.82386364 46.17613636] ; [30.17613636 82.82386364],0
s5,1,0.163765,1.939108,[12 49] ; [13 97],[ 8.91812865 52.08187135] ; [16.08187135 93.91812865],0
p11,1,0.164279,1.934385,[48 16] ; [74 40],[43.86516854 20.13483146] ; [78.13483146 35.86516854],0
p2,1,0.172046,1.865024,[47 16] ; [73 40],[42.95454545 20.04545455] ; [77.04545455 35.95454545],0
d5,1,0.185323,1.754409,[40 24] ; [59 54],[35.79661017 28.20338983] ; [63.20338983 49.79661017],0
u2,1,0.1977,1.659281,[20 16] ; [31 42],[16.8440367 19.1559633] ; [34.1559633 38.8440367],0
p6,1,0.20487,1.60731,[17 44] ; [22 91],[13.67241379 47.32758621] ; [25.32758621 87.67241379],0
s3,1,0.294611,1.09843,[27 35] ; [39 71],[23.79069767 38.20930233] ; [42.20930233 67.79069767],0
a3,1,0.307546,1.041187,[27 36] ; [40 74],[23.84745763 39.15254237] ; [43.15254237 70.84745763],0
a7,1,0.360084,0.837601,[41 22] ; [65 47],[38.16 24.84] ; [67.84 44.16],0
d1,1,0.379964,0.770818,[19 45] ; [27 87],[16.53932584 47.46067416] ; [29.46067416 84.53932584],0
n6,1,0.391811,0.733313,[48 15] ; [80 34],[45.55932203 17.44067797] ; [82.44067797 31.55932203],0
b4,1,0.398425,0.713075,[34 30] ; [68 46],[36.6741573 27.3258427] ; [65.3258427 48.6741573],0
s4,1,0.417459,0.657458,[ 7 57] ; [17 94],[ 8.77714286 55.22285714] ; [15.22285714 95.77714286],0
s8,1,0.482789,0.492556,[ 9 55] ; [ 12 102],[ 7.5505618 56.4494382] ; [ 13.4494382 100.5505618],0
d3,1,0.608052,0.263021,[34 30] ; [55 57],[32.36363636 31.63636364] ; [56.63636364 55.36363636],0
n2,1,0.619532,0.246526,[10  4] ; [25 14],[9.24528302 4.75471698] ; [25.75471698 13.24528302],0
a6,1,0.671028,0.180402,[31 33] ; [59 55],[32.35955056 31.64044944] ; [57.64044944 56.35955056],0
s1,1,0.676017,0.174645,[ 2 61] ; [  5 107],[ 2.52 60.48] ; [  4.48 107.52],0
p12,1,0.690839,0.158178,[ 3 60] ; [  4 109],[ 2.50568182 60.49431818] ; [  4.49431818 108.50568182],0
a1,1,0.697826,0.150743,[ 3 61] ; [  4 110],[ 2.51685393 61.48314607] ; [  4.48314607 109.51685393],0
p8,1,0.70521,0.143109,[20 42] ; [40 74],[21.13636364 40.86363636] ; [38.86363636 75.13636364],0
a8,1,0.714621,0.133705,[ 8 53] ; [12 95],[ 7.26190476 53.73809524] ; [12.73809524 94.26190476],0
b5,1,0.930511,0.007604,[40 24] ; [72 42],[40.26966292 23.73033708] ; [71.73033708 42.26966292],0
d2,1,0.969381,0.001473,[14 50] ; [25 88],[14.10169492 49.89830508] ; [24.89830508 88.10169492],0
p1,1,1.0,0.0,[ 4 60] ; [  7 105],[ 4. 60.] ; [  7. 105.],0
