Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.848358,[10 36] ; [75 14],[28.96296296 17.03703704] ; [56.03703704 32.96296296],1
n6,1,0.002444,9.181841,[28 18] ; [75 14],[35.0962963 10.9037037] ; [67.9037037 21.0962963],0
p6,1,0.005915,7.576053,[ 8 38] ; [36 52],[15.10447761 30.89552239] ; [28.89552239 59.10447761],0
s4,1,0.014881,5.930519,[18 29] ; [17 72],[12.09558824 34.90441176] ; [22.90441176 66.09558824],0
s7,1,0.016212,5.779767,[19 25] ; [53 28],[25.344 18.656] ; [46.656 34.344],0
s8,1,0.027105,4.884108,[16 31] ; [48 41],[22.11764706 24.88235294] ; [41.88235294 47.11764706],0
n1,1,0.046025,3.980688,[ 6 17] ; [16 14],[ 9.54716981 13.45283019] ; [12.45283019 17.54716981],0
u1,1,0.050265,3.832581,[ 5 42] ; [22 67],[ 9.33088235 37.66911765] ; [17.66911765 71.33088235],0
a3,1,0.057396,3.611067,[26 21] ; [63 25],[30.98518519 16.01481481] ; [58.01481481 29.98518519],0
p10,1,0.081886,3.027064,[23 22] ; [58 29],[27.61363636 17.38636364] ; [53.38636364 33.61363636],0
d2,1,0.087776,2.914699,[20 27] ; [51 37],[24.71851852 22.28148148] ; [46.28148148 41.71851852],0
v3,1,0.092983,2.821955,[12 32] ; [36 49],[16.37209302 27.62790698] ; [31.62790698 53.37209302],0
r1,1,0.096227,2.766989,[36 11] ; [78 11],[39.39705882  7.60294118] ; [74.60294118 14.39705882],0
b1,1,0.121451,2.398514,[22 25] ; [54 35],[26.26470588 20.73529412] ; [49.73529412 39.26470588],0
a4,1,0.124018,2.365831,[17 30] ; [44 44],[21.23703704 25.76296296] ; [39.76296296 48.23703704],0
s1,1,0.128801,2.306895,[ 1 45] ; [ 8 80],[ 3.08955224 42.91044776] ; [ 5.91044776 82.08955224],0
p9,1,0.140716,2.170109,[27 17] ; [65 23],[30.66666667 13.33333333] ; [61.33333333 26.66666667],0
r4,1,0.16677,1.911738,[39  8] ; [81  8],[41.47058824  5.52941176] ; [78.52941176 10.47058824],0
a5,1,0.223405,1.482366,[29 18] ; [64 25],[32.13970588 14.86029412] ; [60.86029412 28.13970588],0
p7,1,0.265384,1.240452,[21 25] ; [48 38],[24.04545455 21.95454545] ; [44.95454545 41.04545455],0
p2,1,0.265736,1.238629,[31 16] ; [66 22],[33.77037037 13.22962963] ; [63.22962963 24.77037037],0
v4,1,0.286088,1.137939,[42  5] ; [84  5],[43.54411765  3.45588235] ; [82.45588235  6.54411765],0
p4,1,0.30555,1.049815,[24 23] ; [53 35],[26.80740741 20.19259259] ; [50.19259259 37.80740741],0
n2,1,0.322221,0.979912,[15  8] ; [24  7],[16.61111111  6.38888889] ; [22.38888889  8.61111111],0
d5,1,0.334717,0.930563,[41  6] ; [71 17],[38.99259259  8.00740741] ; [73.00740741 14.99259259],0
p3,1,0.416741,0.659486,[19 28] ; [42 46],[21.23703704 25.76296296] ; [39.76296296 48.23703704],0
v2,1,0.465258,0.533215,[21 21] ; [50 38],[22.93846154 19.06153846] ; [48.06153846 39.93846154],0
p8,1,0.492515,0.471028,[14 32] ; [32 56],[15.79104478 30.20895522] ; [30.20895522 57.79104478],0
a1,1,0.557865,0.343414,[ 2 45] ; [ 6 83],[ 2.76470588 44.23529412] ; [ 5.23529412 83.76470588],0
u2,1,0.570176,0.322389,[ 9 10] ; [14 11],[9.93181818 9.06818182] ; [13.06818182 11.93181818],0
