Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.350176,[86 18] ; [ 3 21],[72.3125 31.6875] ; [16.6875  7.3125],1
r1,1,1.9e-05,18.322491,[74 29] ; [ 6 18],[64.88188976 38.11811024] ; [15.11811024  8.88188976],1
r3,1,2.9e-05,17.504274,[86 18] ; [10 14],[78. 26.] ; [18.  6.],1
v4,1,4.3e-05,16.737204,[88 16] ; [11 13],[80.4375 23.5625] ; [18.5625  5.4375],1
u3,1,0.001924,9.621046,[27 15] ; [ 3 13],[21.72413793 20.27586207] ; [8.27586207 7.72413793],0
a5,1,0.006988,7.27598,[62 42] ; [ 7 17],[56.0625 47.9375] ; [12.9375 11.0625],0
a7,1,0.015494,5.859358,[63 41] ; [ 8 16],[57.6875 46.3125] ; [13.3125 10.6875],0
a3,1,0.023251,5.149688,[62 40] ; [ 8 15],[57.12 44.88] ; [12.88 10.12],0
s6,1,0.023808,5.10859,[47 55] ; [ 5 19],[42.0952381 59.9047619] ; [ 9.9047619 14.0952381],0
d2,1,0.026832,4.901602,[51 51] ; [ 6 18],[46.14285714 55.85714286] ; [10.85714286 13.14285714],0
d1,1,0.029049,4.764717,[42 62] ; [ 4 20],[37.375 66.625] ; [ 8.625 15.375],0
d4,1,0.033123,4.539428,[71 32] ; [11 13],[66.50393701 36.49606299] ; [15.49606299  8.50393701],0
v1,1,0.04176,4.144904,[29 74] ; [ 2 22],[25.14173228 77.85826772] ; [ 5.85826772 18.14173228],0
a4,1,0.043733,4.066845,[44 58] ; [ 5 19],[39.66666667 62.33333333] ; [ 9.33333333 14.66666667],0
n4,1,0.061337,3.500855,[69 35] ; [11 13],[65. 39.] ; [15.  9.],0
d5,1,0.066251,3.373557,[68 35] ; [11 13],[64.07086614 38.92913386] ; [14.92913386  9.07086614],0
a8,1,0.070499,3.271362,[ 9 90] ; [ 5 17],[11.45454545 87.54545455] ; [ 2.54545455 19.45454545],0
p11,1,0.12969,2.29621,[48 56] ; [ 7 17],[44.6875 59.3125] ; [10.3125 13.6875],0
n2,1,0.141176,2.165099,[28 18] ; [4 7],[25.8245614 20.1754386] ; [6.1754386 4.8245614],0
v3,1,0.156806,2.004764,[21 80] ; [ 2 22],[18.584 82.416] ; [ 4.416 19.584],0
d3,1,0.160663,1.967976,[55 48] ; [ 9 15],[51.90551181 51.09448819] ; [12.09448819 11.90551181],0
