Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.9e-05,17.491304,[44 21] ; [13 34],[33.08035714 31.91964286] ; [23.91964286 23.08035714],1
d5,1,0.00052,12.04127,[51 14] ; [22 25],[42.36607143 22.63392857] ; [30.63392857 16.36607143],1
a6,1,0.000713,11.455735,[47 18] ; [19 28],[38.30357143 26.69642857] ; [27.69642857 19.30357143],1
d4,1,0.002667,9.022581,[53 12] ; [26 21],[45.84821429 19.15178571] ; [33.15178571 13.84821429],0
d1,1,0.00443,8.09871,[37 28] ; [14 33],[29.59821429 35.40178571] ; [21.40178571 25.59821429],0
a3,1,0.019996,5.412234,[44 20] ; [22 25],[38.05405405 25.94594595] ; [27.94594595 19.05405405],0
b5,1,0.031367,4.632782,[41 24] ; [20 27],[35.40178571 29.59821429] ; [25.59821429 21.40178571],0
p10,1,0.04711,3.941447,[34 29] ; [16 30],[28.89908257 34.10091743] ; [21.10091743 24.89908257],0
r1,1,0.060206,3.531697,[42 23] ; [22 25],[37.14285714 27.85714286] ; [26.85714286 20.14285714],0
a5,1,0.075367,3.162078,[44 21] ; [24 23],[39.46428571 25.53571429] ; [28.53571429 18.46428571],0
b1,1,0.077076,3.125513,[25 40] ; [26 21],[29.59821429 35.40178571] ; [21.40178571 25.59821429],0
a4,1,0.080085,3.06317,[29 36] ; [13 33],[24.59459459 40.40540541] ; [17.40540541 28.59459459],0
b4,1,0.08676,2.933479,[41 24] ; [22 25],[36.5625 28.4375] ; [26.4375 20.5625],0
r3,1,0.09408,2.803143,[52 13] ; [31 16],[48.16964286 16.83035714] ; [34.83035714 12.16964286],0
v2,1,0.140053,2.177382,[29 34] ; [14 30],[25.31775701 37.68224299] ; [17.68224299 26.31775701],0
v4,1,0.15069,2.065248,[52 13] ; [32 15],[48.75 16.25] ; [35.25 11.75],0
n1,1,0.159102,1.982743,[ 5 17] ; [ 9 12],[ 7.1627907 14.8372093] ; [ 6.8372093 14.1627907],0
v3,1,0.178429,1.810657,[25 39] ; [12 33],[21.72477064 42.27522936] ; [15.27522936 29.72477064],0
n2,1,0.190137,1.716559,[12 11] ; [15  6],[14.11363636  8.88636364] ; [12.88636364  8.11363636],0
p5,1,0.196809,1.665895,[ 5 60] ; [ 1 46],[ 3.48214286 61.51785714] ; [ 2.51785714 44.48214286],0
u2,1,0.196835,1.665703,[11 10] ; [ 8 16],[ 8.86666667 12.13333333] ; [10.13333333 13.86666667],0
r4,1,0.198992,1.649755,[45 20] ; [27 20],[41.78571429 23.21428571] ; [30.21428571 16.78571429],0
a1,1,0.207589,1.588164,[ 9 56] ; [ 3 44],[ 6.96428571 58.03571429] ; [ 5.03571429 41.96428571],0
s1,1,0.221933,1.491829,[ 3 62] ; [ 5 42],[ 4.64285714 60.35714286] ; [ 3.35714286 43.64285714],0
n5,1,0.26003,1.2686,[36 29] ; [31 16],[38.88392857 26.11607143] ; [28.11607143 18.88392857],0
p9,1,0.348855,0.877617,[33 30] ; [19 25],[30.61682243 32.38317757] ; [21.38317757 22.61682243],0
s8,1,0.362795,0.828193,[11 54] ; [11 35],[12.88288288 52.11711712] ; [ 9.11711712 36.88288288],0
r2,1,0.411094,0.675635,[55  9] ; [36  9],[53.43119266 10.56880734] ; [37.56880734  7.43119266],0
p6,1,0.420661,0.648468,[ 9 56] ; [ 9 37],[10.54054054 54.45945946] ; [ 7.45945946 38.54054054],0
p4,1,0.527839,0.398551,[16 48] ; [14 32],[17.45454545 46.54545455] ; [12.54545455 33.45454545],0
s7,1,0.531667,0.391204,[12 47] ; [ 7 38],[10.77884615 48.22115385] ; [ 8.22115385 36.77884615],0
p11,1,0.565688,0.329951,[31 34] ; [25 22],[32.5 32.5] ; [23.5 23.5],0
d2,1,0.57106,0.320912,[31 34] ; [19 26],[29.54545455 35.45454545] ; [20.45454545 24.54545455],0
p1,1,0.584296,0.299341,[ 6 59] ; [ 3 44],[ 5.22321429 59.77678571] ; [ 3.77678571 43.22321429],0
p8,1,0.609173,0.261381,[18 47] ; [11 36],[16.83035714 48.16964286] ; [12.16964286 34.83035714],0
p3,1,0.609173,0.261381,[18 47] ; [11 36],[16.83035714 48.16964286] ; [12.16964286 34.83035714],0
s4,1,0.647501,0.209065,[10 53] ; [ 6 41],[ 9.16363636 53.83636364] ; [ 6.83636364 40.16363636],0
b3,1,0.655035,0.19961,[16 26] ; [13 17],[16.91666667 25.08333333] ; [12.08333333 17.91666667],0
b2,1,0.655035,0.19961,[16 26] ; [13 17],[16.91666667 25.08333333] ; [12.08333333 17.91666667],0
p7,1,0.715767,0.132585,[15 50] ; [12 34],[15.81081081 49.18918919] ; [11.18918919 34.81081081],0
s6,1,0.717236,0.131157,[23 41] ; [15 31],[22.10909091 41.89090909] ; [15.89090909 30.10909091],0
u3,1,0.767226,0.087619,[11 10] ; [12 13],[10.5 10.5] ; [12.5 12.5],0
n3,1,0.789034,0.071591,[13  9] ; [11  9],[12.57142857  9.42857143] ; [11.42857143  8.57142857],0
u4,1,0.816257,0.053992,[ 1 64] ; [ 1 46],[ 1.16071429 63.83928571] ; [ 0.83928571 46.16071429],0
s5,1,0.850824,0.035369,[11 53] ; [ 8 35],[11.36448598 52.63551402] ; [ 7.63551402 35.36448598],0
n6,1,0.868792,0.027289,[44 20] ; [33 14],[44.3963964 19.6036036] ; [32.6036036 14.3963964],0
v1,1,0.896041,0.017073,[16 48] ; [11 35],[15.70909091 48.29090909] ; [11.29090909 34.70909091],0
p12,1,0.927446,0.008292,[ 3 62] ; [ 2 45],[ 2.90178571 62.09821429] ; [ 2.09821429 44.90178571],0
a8,1,0.958076,0.002763,[ 4 55] ; [ 3 43],[ 3.93333333 55.06666667] ; [ 3.06666667 42.93333333],0
s2,1,0.966736,0.001739,[ 8 56] ; [ 6 41],[ 8.07207207 55.92792793] ; [ 5.92792793 41.07207207],0
n4,1,0.985977,0.000309,[40 25] ; [29 18],[40.04464286 24.95535714] ; [28.95535714 18.04464286],0
