Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,65.891915,[88 11] ; [ 4 27],[70.06153846 28.93846154] ; [21.93846154  9.06153846],1
p6,1,0.042227,4.126096,[23 75] ; [ 2 28],[19.140625 78.859375] ; [ 5.859375 24.140625],0
v3,1,0.061231,3.503733,[38 54] ; [ 7 24],[33.65853659 58.34146341] ; [11.34146341 19.65853659],0
d1,1,0.079367,3.077812,[53 46] ; [11 20],[48.73846154 50.26153846] ; [15.26153846 15.73846154],0
d5,1,0.097013,2.753967,[66 31] ; [16 15],[62.140625 34.859375] ; [19.859375 11.140625],0
s5,1,0.100603,2.695951,[26 69] ; [ 4 27],[22.61904762 72.38095238] ; [ 7.38095238 23.61904762],0
p1,1,0.118535,2.436568,[ 9 90] ; [ 6 25],[11.42307692 87.57692308] ; [ 3.57692308 27.42307692],0
s1,1,0.138336,2.196377,[ 7 90] ; [ 5 26],[ 9.09375 87.90625] ; [ 2.90625 28.09375],0
s4,1,0.161432,1.960764,[16 81] ; [ 2 29],[13.640625 83.359375] ; [ 4.359375 26.640625],0
a2,1,0.180177,1.796167,[24 75] ; [ 4 27],[21.32307692 77.67692308] ; [ 6.67692308 24.32307692],0
a5,1,0.189005,1.725353,[70 29] ; [18 13],[67.01538462 31.98461538] ; [20.98461538 10.01538462],0
p12,1,0.230027,1.440694,[10 89] ; [ 1 30],[ 8.37692308 90.62307692] ; [ 2.62307692 28.37692308],0
a8,1,0.278635,1.173734,[14 79] ; [ 2 26],[12.29752066 80.70247934] ; [ 3.70247934 24.29752066],0
a6,1,0.423989,0.639232,[64 33] ; [18 13],[62.140625 34.859375] ; [19.859375 11.140625],0
p5,1,0.533855,0.387049,[ 9 87] ; [ 4 26],[ 9.9047619 86.0952381] ; [ 3.0952381 26.9047619],0
n1,1,0.555794,0.347039,[16 16] ; [10  7],[16.97959184 15.02040816] ; [9.02040816 7.97959184],0
a4,1,0.628518,0.234076,[46 53] ; [12 17],[44.859375 54.140625] ; [13.140625 15.859375],0
p8,1,0.629915,0.232176,[24 75] ; [ 6 24],[23.02325581 75.97674419] ; [ 6.97674419 23.02325581],0
b4,1,0.639031,0.220011,[59 40] ; [17 14],[57.87692308 41.12307692] ; [18.12307692 12.87692308],0
n4,1,0.701299,0.147125,[80 19] ; [26  5],[80.72307692 18.27692308] ; [25.27692308  5.72307692],0
b1,1,0.821794,0.050732,[52 47] ; [17 14],[52.54615385 46.45384615] ; [16.45384615 14.54615385],0
d2,1,0.842024,0.039723,[50 46] ; [15 15],[49.52380952 46.47619048] ; [15.47619048 14.52380952],0
b2,1,0.852711,0.03447,[25 41] ; [10 15],[25.38461538 40.61538462] ; [ 9.61538462 15.38461538],0
b3,1,0.852711,0.03447,[25 41] ; [10 15],[25.38461538 40.61538462] ; [ 9.61538462 15.38461538],0
a3,1,0.931169,0.00746,[64 35] ; [19 10],[64.1953125 34.8046875] ; [18.8046875 10.1953125],0
