Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,65.891915,[88 11] ; [ 4 27],[70.06153846 28.93846154] ; [21.93846154  9.06153846],1
v4,1,0.0,33.229282,[91  8] ; [14 17],[79.96153846 19.03846154] ; [25.03846154  5.96153846],1
p11,1,0.0,32.644727,[73 26] ; [ 5 26],[59.4 39.6] ; [18.6 12.4],1
p10,1,2e-06,22.166675,[70 28] ; [ 7 23],[58.953125 39.046875] ; [18.046875 11.953125],1
p9,1,1.9e-05,18.255153,[72 27] ; [ 8 20],[62.36220472 36.63779528] ; [17.63779528 10.36220472],1
n6,1,2.1e-05,18.136443,[85 13] ; [15 15],[76.5625 21.4375] ; [23.4375  6.5625],1
s6,1,2.6e-05,17.719114,[62 37] ; [ 6 25],[51.78461538 47.21538462] ; [16.21538462 14.78461538],1
r1,1,6.1e-05,16.080114,[74 25] ; [11 20],[64.73076923 34.26923077] ; [20.26923077 10.73076923],1
s2,1,9.6e-05,15.217588,[48 50] ; [ 3 28],[38.74418605 59.25581395] ; [12.25581395 18.74418605],1
s8,1,0.000195,13.880616,[46 52] ; [ 3 28],[37.2248062 60.7751938] ; [11.7751938 19.2248062],1
n3,1,0.00029,13.131792,[26  7] ; [ 4 12],[20.20408163 12.79591837] ; [9.79591837 6.20408163],1
v2,1,0.000458,12.279787,[49 43] ; [ 5 25],[40.72131148 51.27868852] ; [13.27868852 16.72131148],1
u3,1,0.001112,10.631155,[22 13] ; [ 1 11],[17.12765957 17.87234043] ; [5.87234043 6.12765957],0
p3,1,0.001348,10.275839,[40 58] ; [ 3 28],[32.66666667 65.33333333] ; [10.33333333 20.66666667],0
u2,1,0.002538,9.11324,[20 14] ; [ 1 11],[15.52173913 18.47826087] ; [5.47826087 6.52173913],0
b5,1,0.002994,8.81085,[62 37] ; [10 21],[54.83076923 44.16923077] ; [17.16923077 13.83076923],0
r2,1,0.004107,8.235696,[89  9] ; [21  9],[84.21875 13.78125] ; [25.78125  4.21875],0
a1,1,0.004381,8.118823,[ 7 92] ; [ 8 23],[11.42307692 87.57692308] ; [ 3.57692308 27.42307692],0
s7,1,0.005223,7.800523,[42 51] ; [ 5 25],[35.53658537 57.46341463] ; [11.46341463 18.53658537],0
p7,1,0.005882,7.586239,[40 56] ; [ 4 25],[33.792 62.208] ; [10.208 18.792],0
v1,1,0.011422,6.398407,[43 53] ; [ 6 25],[37.03937008 58.96062992] ; [11.96062992 19.03937008],0
d3,1,0.013489,6.103774,[56 41] ; [10 21],[50.015625 46.984375] ; [15.984375 15.015625],0
d4,1,0.014685,5.953896,[70 27] ; [15 16],[64.4140625 32.5859375] ; [20.5859375 10.4140625],0
s3,1,0.015784,5.826808,[52 46] ; [ 8 21],[46.2992126 51.7007874] ; [13.7007874 15.2992126],0
p4,1,0.023189,5.154319,[34 63] ; [ 4 26],[29.02362205 67.97637795] ; [ 8.97637795 21.02362205],0
a7,1,0.023982,5.095907,[67 32] ; [14 17],[61.68461538 37.31538462] ; [19.31538462 11.68461538],0
n2,1,0.026505,4.92278,[28  6] ; [9 8],[24.66666667  9.33333333] ; [12.33333333  4.66666667],0
u1,1,0.031548,4.622915,[19 80] ; [ 1 30],[15.23076923 83.76923077] ; [ 4.76923077 26.23076923],0
