Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,4.6e-05,16.601745,[11 53] ; [32 30],[21.84126984 42.15873016] ; [21.15873016 40.84126984],1
d1,1,0.008385,6.949394,[27 38] ; [42 23],[34.5 30.5] ; [34.5 30.5],0
b1,1,0.027731,4.84472,[29 36] ; [17 48],[23. 42.] ; [23. 42.],0
b4,1,0.033552,4.517375,[31 34] ; [43 22],[37. 28.] ; [37. 28.],0
p12,1,0.037812,4.313462,[ 3 62] ; [10 54],[ 6.5503876 58.4496124] ; [ 6.4496124 57.5503876],0
v1,1,0.039162,4.253811,[27 36] ; [38 24],[32.76 30.24] ; [32.24 29.76],0
a6,1,0.042569,4.112418,[48 17] ; [37 28],[42.5 22.5] ; [42.5 22.5],0
u2,1,0.049731,3.850516,[19 10] ; [12 18],[15.23728814 13.76271186] ; [15.76271186 14.23728814],0
p11,1,0.05167,3.786408,[47 18] ; [56  9],[51.5 13.5] ; [51.5 13.5],0
p6,1,0.087403,2.921569,[16 49] ; [24 38],[20.47244094 44.52755906] ; [19.52755906 42.47244094],0
d5,1,0.092664,2.82747,[44 20] ; [53 12],[48.12403101 15.87596899] ; [48.87596899 16.12403101],0
a7,1,0.095068,2.786395,[53 11] ; [45 19],[49. 15.] ; [49. 15.],0
b5,1,0.105954,2.613552,[44 21] ; [35 30],[39.5 25.5] ; [39.5 25.5],0
r1,1,0.13667,2.215053,[42 23] ; [49 15],[45.85271318 19.14728682] ; [45.14728682 18.85271318],0
a5,1,0.142272,2.153209,[38 27] ; [46 19],[42. 23.] ; [42. 23.],0
b3,1,0.186376,1.746032,[ 8 25] ; [13 20],[10.5 22.5] ; [10.5 22.5],0
b2,1,0.186376,1.746032,[ 8 25] ; [13 20],[10.5 22.5] ; [10.5 22.5],0
r3,1,0.243731,1.358885,[60  5] ; [63  2],[61.5  3.5] ; [61.5  3.5],0
s4,1,0.300466,1.072127,[14 48] ; [10 55],[11.71653543 50.28346457] ; [12.28346457 52.71653543],0
n3,1,0.314736,1.010695,[11  5] ; [6 6],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
d3,1,0.323081,0.976434,[39 25] ; [45 20],[41.6744186 22.3255814] ; [42.3255814 22.6744186],0
d4,1,0.330879,0.945455,[53 12] ; [57  8],[55. 10.] ; [55. 10.],0
p2,1,0.392421,0.731429,[52 12] ; [48 16],[50. 14.] ; [50. 14.],0
n5,1,0.396364,0.719328,[39 26] ; [43 21],[41.31782946 23.68217054] ; [40.68217054 23.31782946],0
