Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.466848,[23  5] ; [33 67],[12.25 15.75] ; [43.75 56.25],1
s2,1,8e-06,19.915825,[17 10] ; [19 80],[ 7.71428571 19.28571429] ; [28.28571429 70.71428571],1
s3,1,6.7e-05,15.888892,[18  9] ; [25 73],[ 9.288 17.712] ; [33.712 64.288],1
p3,1,0.000424,12.423829,[13 15] ; [15 84],[ 6.17322835 21.82677165] ; [21.82677165 77.17322835],1
s7,1,0.001133,10.597316,[15 12] ; [21 71],[ 8.16806723 18.83193277] ; [27.83193277 64.16806723],0
r4,1,0.004096,8.240762,[24  4] ; [56 44],[17.5 10.5] ; [62.5 37.5],0
p9,1,0.005473,7.716054,[15 13] ; [25 72],[ 8.96 19.04] ; [31.04 65.96],0
p6,1,0.00809,7.013492,[ 8 20] ; [ 9 89],[ 3.77777778 24.22222222] ; [13.22222222 84.77777778],0
d2,1,0.013268,6.133065,[20  8] ; [44 54],[14.22222222 13.77777778] ; [49.77777778 48.22222222],0
v3,1,0.01343,6.111623,[12 14] ; [21 75],[ 7.03278689 18.96721311] ; [25.96721311 70.03278689],0
v4,1,0.013555,6.095238,[26  2] ; [70 30],[21.  7.] ; [75. 25.],0
r3,1,0.020062,5.406457,[26  2] ; [71 28],[21.38582677  6.61417323] ; [75.61417323 23.38582677],0
n6,1,0.024332,5.070828,[22  6] ; [55 45],[16.84375 11.15625] ; [60.15625 39.84375],0
p4,1,0.028262,4.81203,[13 15] ; [25 75],[ 8.3125 19.6875] ; [29.6875 70.3125],0
r1,1,0.030078,4.704838,[23  5] ; [60 40],[18.15625  9.84375] ; [64.84375 35.15625],0
u2,1,0.030148,4.700855,[6 2] ; [12 24],[3.27272727 4.72727273] ; [14.72727273 21.27272727],0
p2,1,0.036733,4.362756,[18 10] ; [42 58],[13.125 14.875] ; [46.875 53.125],0
p8,1,0.059625,3.547798,[ 7 21] ; [11 89],[ 3.9375 24.0625] ; [14.0625 85.9375],0
d5,1,0.096096,2.769176,[24  4] ; [70 30],[20.5625  7.4375] ; [73.4375 26.5625],0
v1,1,0.103835,2.645636,[13 14] ; [31 68],[ 9.42857143 17.57142857] ; [34.57142857 64.42857143],0
d1,1,0.168647,1.894927,[17 11] ; [46 54],[13.78125 14.21875] ; [49.21875 50.78125],0
n4,1,0.172358,1.862312,[21  7] ; [61 39],[17.9375 10.0625] ; [64.0625 35.9375],0
n5,1,0.180595,1.792717,[18 10] ; [50 50],[14.875 13.125] ; [53.125 46.875],0
v2,1,0.201267,1.633156,[13 14] ; [34 64],[10.152 16.848] ; [36.848 61.152],0
p1,1,0.230753,1.436216,[ 4 24] ; [ 7 92],[ 2.42519685 25.57480315] ; [ 8.57480315 90.42519685],0
d4,1,0.266714,1.233572,[23  5] ; [71 28],[20.72440945  7.27559055] ; [73.27559055 25.72440945],0
a5,1,0.301169,1.069011,[19  9] ; [57 43],[16.625 11.375] ; [59.375 40.625],0
n1,1,0.313143,1.017374,[4 3] ; [19 32],[2.77586207 4.22413793] ; [20.22413793 30.77586207],0
a8,1,0.331367,0.943548,[ 4 20] ; [ 9 84],[ 2.66666667 21.33333333] ; [10.33333333 82.66666667],0
p11,1,0.343615,0.896897,[14 14] ; [40 60],[11.8125 16.1875] ; [42.1875 57.8125],0
b5,1,0.380314,0.769685,[18 10] ; [55 45],[15.96875 12.03125] ; [57.03125 42.96875],0
s5,1,0.415743,0.662317,[ 5 19] ; [14 85],[ 3.70731707 20.29268293] ; [15.29268293 83.70731707],0
u1,1,0.419548,0.65158,[ 5 23] ; [12 88],[ 3.71875 24.28125] ; [13.28125 86.71875],0
b1,1,0.478311,0.502712,[15 13] ; [46 54],[13.34375 14.65625] ; [47.65625 52.34375],0
a7,1,0.523794,0.406417,[18 10] ; [57 42],[16.53543307 11.46456693] ; [58.46456693 40.53543307],0
d3,1,0.607174,0.26431,[15 13] ; [59 41],[16.1875 11.8125] ; [57.8125 42.1875],0
b4,1,0.681188,0.168791,[18 10] ; [60 40],[17.0625 10.9375] ; [60.9375 39.0625],0
a2,1,0.714842,0.133488,[ 5 23] ; [21 79],[ 5.6875 22.3125] ; [20.3125 79.6875],0
s4,1,0.716651,0.131724,[ 4 24] ; [17 82],[ 4.62992126 23.37007874] ; [16.37007874 82.62992126],0
n2,1,0.751369,0.100385,[4 4] ; [28 22],[4.4137931 3.5862069] ; [27.5862069 22.4137931],0
a1,1,0.78326,0.075665,[ 3 25] ; [ 9 91],[ 2.625 25.375] ; [ 9.375 90.625],0
a3,1,0.80175,0.063043,[19  9] ; [64 34],[18.44444444  9.55555556] ; [64.55555556 33.44444444],0
a6,1,0.860024,0.031097,[16 12] ; [59 41],[16.40625 11.59375] ; [58.59375 41.40625],0
u4,1,0.877921,0.023594,[ 1 27] ; [ 3 97],[ 0.875 27.125] ; [ 3.125 96.875],0
a4,1,0.886275,0.020455,[13 15] ; [47 51],[13.33333333 14.66666667] ; [46.66666667 51.33333333],0
b2,1,0.890069,0.019104,[ 9 14] ; [24 40],[ 8.72413793 14.27586207] ; [24.27586207 39.72413793],0
b3,1,0.890069,0.019104,[ 9 14] ; [24 40],[ 8.72413793 14.27586207] ; [24.27586207 39.72413793],0
n3,1,0.919074,0.010323,[4 3] ; [27 22],[3.875 3.125] ; [27.125 21.875],0
s1,1,0.919194,0.010292,[ 2 25] ; [ 8 92],[ 2.12598425 24.87401575] ; [ 7.87401575 92.12598425],0
