Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,42.450574,[214  56] ; [24 39],[192.97297297  77.02702703] ; [45.02702703 17.97297297],1
s2,1,0.0,42.37157,[207  66] ; [21 42],[185.25  87.75] ; [42.75 20.25],1
s5,1,6e-06,20.348455,[121 144] ; [ 9 53],[105.35168196 159.64831804] ; [24.64831804 37.35168196],1
r4,1,3.8e-05,16.952665,[258  16] ; [49 14],[249.60830861  24.39169139] ; [57.39169139  5.60830861],1
s8,1,8e-05,15.550042,[202  69] ; [31 32],[189.0508982  81.9491018] ; [43.9491018 19.0508982],1
p9,1,0.000429,12.40259,[249  23] ; [47 15],[241.05389222  30.94610778] ; [54.94610778  7.05389222],1
v4,1,0.002039,9.514133,[267   5] ; [57  6],[263.06865672   8.93134328] ; [60.93134328  2.06865672],0
n5,1,0.007042,7.262256,[232  39] ; [45 18],[224.75149701  46.24850299] ; [52.24850299 10.75149701],0
v1,1,0.014329,5.997191,[169  96] ; [28 32],[160.63076923 104.36923077] ; [36.36923077 23.63076923],0
r1,1,0.021342,5.298618,[239  34] ; [48 15],[233.1875  39.8125] ; [53.8125  9.1875],0
u2,1,0.051799,3.782242,[35 14] ; [5 7],[32.13114754 16.86885246] ; [7.86885246 4.13114754],0
d5,1,0.061726,3.490382,[229  42] ; [47 16],[223.94011976  47.05988024] ; [52.05988024 10.94011976],0
r2,1,0.062854,3.460421,[261   8] ; [57  5],[258.43504532  10.56495468] ; [59.56495468  2.43504532],0
r3,1,0.063289,3.449026,[265   8] ; [58  5],[262.4375  10.5625] ; [60.5625  2.4375],0
a5,1,0.065626,3.389167,[224  50] ; [45 18],[218.71216617  55.28783383] ; [50.28783383 12.71216617],0
b2,1,0.100887,2.691465,[ 89 112] ; [26 19],[ 93.96341463 107.03658537] ; [21.03658537 23.96341463],0
b3,1,0.100887,2.691465,[ 89 112] ; [26 19],[ 93.96341463 107.03658537] ; [21.03658537 23.96341463],0
a2,1,0.101639,2.679633,[ 85 189] ; [13 50],[ 79.67952522 194.32047478] ; [18.32047478 44.67952522],0
p12,1,0.108095,2.581858,[ 32 240] ; [ 3 59],[ 28.50299401 243.49700599] ; [ 6.49700599 55.50299401],0
p2,1,0.119274,2.426828,[234  39] ; [49 14],[229.9375  43.0625] ; [53.0625  9.9375],0
p5,1,0.123607,2.371006,[ 54 217] ; [ 7 54],[ 49.79216867 221.20783133] ; [11.20783133 49.79216867],0
b5,1,0.167316,1.906825,[161 113] ; [31 32],[156.10682493 117.89317507] ; [35.89317507 27.10682493],0
a1,1,0.232071,1.428123,[ 20 254] ; [ 2 61],[ 17.88724036 256.11275964] ; [ 4.11275964 58.88724036],0
v2,1,0.262037,1.257964,[173  93] ; [35 26],[169.19877676  96.80122324] ; [38.80122324 22.19877676],0
p10,1,0.275679,1.188269,[234  37] ; [51 12],[231.24251497  39.75748503] ; [53.75748503  9.24251497],0
n4,1,0.298175,1.082337,[238  34] ; [52 11],[235.46268657  36.53731343] ; [54.53731343  8.46268657],0
u1,1,0.331773,0.941964,[ 68 206] ; [12 51],[ 65.04451039 208.95548961] ; [14.95548961 48.04451039],0
u3,1,0.334341,0.932012,[37 14] ; [7 5],[35.61904762 15.38095238] ; [8.38095238 3.61904762],0
p4,1,0.353207,0.861902,[185  87] ; [39 24],[181.87462687  90.12537313] ; [42.12537313 20.87462687],0
b1,1,0.355952,0.852125,[113 161] ; [22 41],[109.76261128 164.23738872] ; [25.23738872 37.76261128],0
p1,1,0.469567,0.522995,[ 30 242] ; [ 5 58],[ 28.41791045 243.58208955] ; [ 6.58208955 56.41791045],0
s1,1,0.501646,0.451453,[ 14 256] ; [ 2 61],[ 12.97297297 257.02702703] ; [ 3.02702703 59.97297297],0
d3,1,0.502616,0.449409,[193  79] ; [42 21],[190.80597015  81.19402985] ; [44.19402985 18.80597015],0
p7,1,0.542009,0.371828,[183  82] ; [41 22],[180.97560976  84.02439024] ; [43.02439024 19.97560976],0
p8,1,0.544603,0.367075,[148 121] ; [32 31],[145.84337349 123.15662651] ; [34.15662651 28.84337349],0
n3,1,0.54993,0.357443,[37 22] ; [12  5],[38.03947368 20.96052632] ; [10.96052632  6.03947368],0
a7,1,0.56461,0.331785,[197  77] ; [43 20],[195.13353116  78.86646884] ; [44.86646884 18.13353116],0
v3,1,0.574119,0.31584,[131 132] ; [27 32],[129.04968944 133.95031056] ; [28.95031056 30.04968944],0
n6,1,0.625575,0.238109,[241  29] ; [54  8],[239.90963855  30.09036145] ; [55.09036145  6.90963855],0
d1,1,0.636875,0.222853,[174 100] ; [38 25],[172.36795252 101.63204748] ; [39.63204748 23.36795252],0
d4,1,0.706006,0.1423,[233  38] ; [53 10],[232.05389222  38.94610778] ; [53.94610778  9.05389222],0
n1,1,0.737564,0.112279,[32 27] ; [10  7],[32.60526316 26.39473684] ; [9.39473684 7.60526316],0
p11,1,0.75555,0.096926,[217  57] ; [51 12],[217.89910979  56.10089021] ; [50.10089021 12.89910979],0
p6,1,0.759472,0.093743,[119 151] ; [26 36],[117.92168675 152.07831325] ; [27.07831325 34.92168675],0
n2,1,0.782713,0.076058,[44 15] ; [14  4],[44.44155844 14.55844156] ; [13.55844156  4.44155844],0
b4,1,0.795003,0.067506,[156 118] ; [37 26],[156.91988131 117.08011869] ; [36.08011869 26.91988131],0
a6,1,0.795628,0.067086,[181  90] ; [41 22],[180.1257485  90.8742515] ; [41.8742515 21.1257485],0
d2,1,0.823984,0.049473,[151 121] ; [34 29],[150.20895522 121.79104478] ; [34.79104478 28.20895522],0
a4,1,0.833889,0.043981,[134 139] ; [30 33],[133.25 139.75] ; [30.75 32.25],0
a3,1,0.915936,0.011142,[223  50] ; [51 11],[223.28955224  49.71044776] ; [50.71044776 11.28955224],0
a8,1,0.929322,0.007867,[ 49 198] ; [11 43],[ 49.2358804 197.7641196] ; [10.7641196 43.2358804],0
p3,1,0.99527,3.5e-05,[154 119] ; [35 27],[154.02089552 118.97910448] ; [34.97910448 27.02089552],0
