Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000259,13.343598,[ 4 11] ; [55 18],[10.05681818  4.94318182] ; [48.94318182 24.05681818],1
b4,1,0.007034,7.26435,[ 4 11] ; [47 26],[8.69318182 6.30681818] ; [42.30681818 30.69318182],0
v4,1,0.026127,4.947617,[10  5] ; [65  8],[12.78409091  2.21590909] ; [62.21590909 10.78409091],0
r3,1,0.040326,4.204135,[11  4] ; [67  6],[13.29545455  1.70454545] ; [64.70454545  8.29545455],0
p4,1,0.049129,3.870928,[14  1] ; [50 23],[10.90909091  4.09090909] ; [53.09090909 19.90909091],0
a6,1,0.057555,3.606473,[12  3] ; [39 34],[8.69318182 6.30681818] ; [42.30681818 30.69318182],0
a8,1,0.067781,3.33595,[ 3 12] ; [ 4 66],[ 1.23529412 13.76470588] ; [ 5.76470588 64.23529412],0
d1,1,0.072976,3.214778,[ 4 11] ; [38 35],[7.15909091 7.84090909] ; [34.84090909 38.15909091],0
s7,1,0.087373,2.922123,[ 4 10] ; [37 32],[6.91566265 7.08433735] ; [34.08433735 34.91566265],0
d5,1,0.107446,2.591395,[9 6] ; [58 15],[11.42045455  3.57954545] ; [55.57954545 17.42045455],0
v2,1,0.12002,2.417054,[ 4 11] ; [35 37],[6.72413793 8.27586207] ; [32.27586207 39.72413793],0
d2,1,0.138443,2.195185,[ 3 12] ; [29 43],[5.51724138 9.48275862] ; [26.48275862 45.51724138],0
p10,1,0.140739,2.169863,[9 6] ; [57 16],[11.25  3.75] ; [54.75 18.25],0
n1,1,0.161749,1.957794,[3 1] ; [ 7 12],[1.73913043 2.26086957] ; [ 8.26086957 10.73913043],0
a7,1,0.164308,1.934125,[7 8] ; [48 25],[9.375 5.625] ; [45.625 27.375],0
s4,1,0.174565,1.843299,[ 5 10] ; [13 60],[ 3.06818182 11.93181818] ; [14.93181818 58.06818182],0
s8,1,0.185244,1.755047,[ 4 11] ; [33 40],[6.30681818 8.69318182] ; [30.69318182 42.30681818],0
v1,1,0.230957,1.43496,[6 9] ; [41 31],[8.10344828 6.89655172] ; [38.89655172 33.10344828],0
a3,1,0.238721,1.388132,[7 8] ; [46 27],[9.03409091 5.96590909] ; [43.96590909 29.03409091],0
v3,1,0.253312,1.304947,[ 3 12] ; [25 46],[ 4.88372093 10.11627907] ; [23.11627907 47.88372093],0
p9,1,0.276593,1.183755,[11  4] ; [62 11],[12.44318182  2.55681818] ; [60.55681818 12.44318182],0
p1,1,0.28259,1.154592,[ 1 14] ; [13 60],[ 2.38636364 12.61363636] ; [11.61363636 61.38636364],0
d3,1,0.330863,0.945517,[7 8] ; [44 29],[8.69318182 6.30681818] ; [42.30681818 30.69318182],0
p7,1,0.37365,0.791488,[12  3] ; [50 23],[10.56818182  4.43181818] ; [51.43181818 21.56818182],0
d4,1,0.413152,0.669711,[10  5] ; [56 17],[11.25  3.75] ; [54.75 18.25],0
b5,1,0.420728,0.64828,[8 7] ; [47 26],[9.375 5.625] ; [45.625 27.375],0
p6,1,0.428448,0.627027,[ 5 10] ; [32 40],[6.37931034 8.62068966] ; [30.62068966 41.37931034],0
p8,1,0.450841,0.568538,[9 6] ; [36 37],[7.67045455 7.32954545] ; [37.32954545 35.67045455],0
s3,1,0.466525,0.530195,[7 8] ; [41 31],[8.27586207 6.72413793] ; [39.72413793 32.27586207],0
s6,1,0.467196,0.528599,[8 7] ; [45 26],[9.24418605 5.75581395] ; [43.75581395 27.24418605],0
a4,1,0.5054,0.443579,[ 4 11] ; [26 47],[5.11363636 9.88636364] ; [24.88636364 48.11363636],0
p5,1,0.545874,0.364761,[ 3 12] ; [10 62],[ 2.24137931 12.75862069] ; [10.75862069 61.24137931],0
n6,1,0.650703,0.205015,[12  3] ; [61 11],[12.5862069  2.4137931] ; [60.4137931 11.5862069],0
s1,1,0.66499,0.187519,[ 1 14] ; [ 3 70],[ 0.68181818 14.31818182] ; [ 3.31818182 69.68181818],0
s5,1,0.696625,0.152006,[ 4 11] ; [21 45],[ 4.62962963 10.37037037] ; [20.37037037 45.62962963],0
