Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.537378,[55  7] ; [1 5],[51.05882353 10.94117647] ; [4.94117647 1.05882353],1
r2,1,0.000341,12.829463,[60  1] ; [4 2],[58.26865672  2.73134328] ; [5.73134328 0.26865672],1
p5,1,0.00128,10.370754,[ 4 54] ; [3 3],[ 6.34375 51.65625] ; [0.65625 5.34375],0
v4,1,0.005384,7.74558,[56  6] ; [3 3],[53.79411765  8.20588235] ; [5.20588235 0.79411765],0
d5,1,0.021572,5.28,[52  8] ; [3 3],[50. 10.] ; [5. 1.],0
d4,1,0.021572,5.28,[52  8] ; [3 3],[50. 10.] ; [5. 1.],0
s1,1,0.026642,4.913863,[ 4 58] ; [2 4],[ 5.47058824 56.52941176] ; [0.52941176 5.47058824],0
v2,1,0.032053,4.595676,[36 22] ; [1 5],[33.53125 24.46875] ; [3.46875 2.53125],0
s8,1,0.05061,3.821143,[44 17] ; [2 4],[41.88059701 19.11940299] ; [4.11940299 1.88059701],0
p1,1,0.051787,3.782629,[ 5 57] ; [2 4],[ 6.38235294 55.61764706] ; [0.61764706 5.38235294],0
n6,1,0.066103,3.377237,[50 11] ; [3 3],[48.25373134 12.74626866] ; [4.74626866 1.25373134],0
s2,1,0.092167,2.836103,[42 20] ; [2 4],[40.11764706 21.88235294] ; [3.88235294 2.11764706],0
p9,1,0.15439,2.028331,[46 14] ; [3 3],[44.54545455 15.45454545] ; [4.45454545 1.54545455],0
p10,1,0.246409,1.343548,[45 17] ; [3 3],[43.76470588 18.23529412] ; [4.23529412 1.76470588],0
s5,1,0.249407,1.326624,[24 35] ; [1 5],[22.69230769 36.30769231] ; [2.30769231 3.69230769],0
b3,1,0.283494,1.150265,[22 27] ; [1 4],[20.87037037 28.12962963] ; [2.12962963 2.87037037],0
b2,1,0.283494,1.150265,[22 27] ; [1 4],[20.87037037 28.12962963] ; [2.12962963 2.87037037],0
d1,1,0.288464,1.126777,[44 18] ; [3 3],[42.85294118 19.14705882] ; [4.14705882 1.85294118],0
p11,1,0.380424,0.769331,[42 20] ; [3 3],[41.02941176 20.97058824] ; [3.97058824 2.02941176],0
p6,1,0.389708,0.739853,[21 41] ; [1 5],[20.05882353 41.94117647] ; [1.94117647 4.05882353],0
d3,1,0.41398,0.667341,[40 20] ; [3 3],[39.09090909 20.90909091] ; [3.90909091 2.09090909],0
p8,1,0.418754,0.653809,[12 50] ; [2 4],[12.76470588 49.23529412] ; [1.23529412 4.76470588],0
s6,1,0.418754,0.653809,[50 12] ; [4 2],[49.23529412 12.76470588] ; [4.76470588 1.23529412],0
n5,1,0.429926,0.623024,[42 20] ; [5 1],[42.85294118 19.14705882] ; [4.14705882 1.85294118],0
v1,1,0.436769,0.604757,[29 29] ; [4 2],[29.90625 28.09375] ; [3.09375 2.90625],0
a6,1,0.445887,0.581087,[41 19] ; [5 1],[41.81818182 18.18181818] ; [4.18181818 1.81818182],0
d2,1,0.466457,0.530357,[39 21] ; [3 3],[38.18181818 21.81818182] ; [3.81818182 2.18181818],0
a5,1,0.485477,0.486535,[49 13] ; [4 2],[48.32352941 13.67647059] ; [4.67647059 1.32352941],0
a3,1,0.485477,0.486535,[49 13] ; [4 2],[48.32352941 13.67647059] ; [4.67647059 1.32352941],0
r1,1,0.485477,0.486535,[49 13] ; [4 2],[48.32352941 13.67647059] ; [4.67647059 1.32352941],0
v3,1,0.487501,0.482037,[27 29] ; [2 4],[26.19354839 29.80645161] ; [2.80645161 3.19354839],0
n1,1,0.504036,0.446429,[12  9] ; [3 1],[12.6  8.4] ; [2.4 1.6],0
n3,1,0.524471,0.405093,[14  7] ; [2 2],[13.44  7.56] ; [2.56 1.44],0
b1,1,0.527906,0.398421,[33 29] ; [4 2],[33.73529412 28.26470588] ; [3.26470588 2.73529412],0
s3,1,0.548255,0.360452,[45 17] ; [3 2],[44.41791045 17.58208955] ; [3.58208955 1.41791045],0
n4,1,0.621527,0.243728,[46 16] ; [5 1],[46.5 15.5] ; [4.5 1.5],0
s4,1,0.738684,0.111287,[14 48] ; [1 5],[13.67647059 48.32352941] ; [1.32352941 4.67647059],0
b5,1,0.795818,0.066958,[38 24] ; [4 2],[38.29411765 23.70588235] ; [3.70588235 2.29411765],0
a2,1,0.825261,0.048746,[18 44] ; [2 4],[18.23529412 43.76470588] ; [1.76470588 4.23529412],0
a7,1,0.855143,0.033328,[39 23] ; [4 2],[39.20588235 22.79411765] ; [3.79411765 2.20588235],0
b4,1,0.855143,0.033328,[39 23] ; [4 2],[39.20588235 22.79411765] ; [3.79411765 2.20588235],0
a4,1,0.879849,0.022849,[33 29] ; [3 3],[32.82352941 29.17647059] ; [3.17647059 2.82352941],0
n2,1,0.920948,0.009848,[17  5] ; [3 1],[16.92307692  5.07692308] ; [3.07692308 0.92307692],0
