Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.441077,[14 44] ; [24  7],[24.76404494 33.23595506] ; [13.23595506 17.76404494],1
s6,1,2.9e-05,17.450037,[17 43] ; [23  8],[26.37362637 33.62637363] ; [13.62637363 17.37362637],1
s8,1,0.000186,13.9725,[ 6 54] ; [14 18],[13.04347826 46.95652174] ; [ 6.95652174 25.04347826],1
r3,1,0.000247,13.436126,[28 31] ; [27  4],[36.05555556 22.94444444] ; [18.94444444 12.05555556],1
s7,1,0.000494,12.13867,[14 42] ; [19 11],[21.48837209 34.51162791] ; [11.51162791 18.48837209],1
s5,1,0.001765,9.779345,[ 8 51] ; [13 17],[13.92134831 45.07865169] ; [ 7.07865169 22.92134831],0
p2,1,0.006374,7.441548,[27 30] ; [24  7],[33.03409091 23.96590909] ; [17.96590909 13.03409091],0
p11,1,0.009027,6.817436,[28 32] ; [24  8],[33.91304348 26.08695652] ; [18.08695652 13.91304348],0
p7,1,0.009358,6.75328,[15 41] ; [17 14],[20.59770115 35.40229885] ; [11.40229885 19.59770115],0
v2,1,0.009499,6.72651,[23 36] ; [21 10],[28.84444444 30.15555556] ; [15.15555556 15.84444444],0
p9,1,0.013921,6.048197,[30 28] ; [25  7],[35.44444444 22.55555556] ; [19.55555556 12.44444444],0
p6,1,0.023293,5.146512,[ 9 47] ; [12 20],[13.36363636 42.63636364] ; [ 7.63636364 24.36363636],0
s4,1,0.024996,5.024156,[ 6 54] ; [ 9 23],[ 9.7826087 50.2173913] ; [ 5.2173913 26.7826087],0
p3,1,0.03114,4.645203,[14 43] ; [15 17],[18.57303371 38.42696629] ; [10.42696629 21.57303371],0
p10,1,0.033273,4.531662,[27 30] ; [22  9],[31.73863636 25.26136364] ; [17.26136364 13.73863636],0
n2,1,0.053364,3.732478,[13 16] ; [10  3],[15.88095238 13.11904762] ; [7.11904762 5.88095238],0
p4,1,0.059041,3.564116,[19 39] ; [17 15],[23.2 34.8] ; [12.8 19.2],0
u3,1,0.169084,1.891045,[ 8 13] ; [7 4],[ 9.84375 11.15625] ; [5.15625 5.84375],0
d1,1,0.200177,1.641081,[33 27] ; [22 10],[35.86956522 24.13043478] ; [19.13043478 12.86956522],0
u2,1,0.211555,1.56075,[14  8] ; [4 6],[12.375  9.625] ; [5.625 4.375],0
a2,1,0.254554,1.298138,[11 49] ; [ 3 29],[ 9.13043478 50.86956522] ; [ 4.86956522 27.13043478],0
b1,1,0.303896,1.057021,[33 27] ; [14 18],[30.65217391 29.34782609] ; [16.34782609 15.65217391],0
p5,1,0.307937,1.039502,[ 8 51] ; [ 2 29],[ 6.55555556 52.44444444] ; [ 3.44444444 27.55555556],0
b4,1,0.341564,0.904554,[38 22] ; [17 15],[35.86956522 24.13043478] ; [19.13043478 12.86956522],0
p1,1,0.352127,0.865776,[ 5 55] ; [ 1 30],[ 3.95604396 56.04395604] ; [ 2.04395604 28.95604396],0
a4,1,0.360809,0.835074,[28 31] ; [12 20],[25.93406593 33.06593407] ; [14.06593407 17.93406593],0
r1,1,0.372392,0.795666,[21 39] ; [ 8 23],[19.12087912 40.87912088] ; [ 9.87912088 21.12087912],0
v1,1,0.383693,0.758836,[20 39] ; [13 17],[21.87640449 37.12359551] ; [11.12359551 18.87640449],0
p8,1,0.384583,0.756002,[14 45] ; [10 21],[15.73333333 43.26666667] ; [ 8.26666667 22.73333333],0
r2,1,0.385258,0.753857,[34 20] ; [21  8],[35.78313253 18.21686747] ; [19.21686747  9.78313253],0
u1,1,0.404876,0.693797,[ 7 53] ; [ 2 30],[ 5.86956522 54.13043478] ; [ 3.13043478 28.86956522],0
a1,1,0.404876,0.693797,[ 7 53] ; [ 2 30],[ 5.86956522 54.13043478] ; [ 3.13043478 28.86956522],0
n6,1,0.409217,0.681075,[34 25] ; [20 10],[35.79775281 23.20224719] ; [18.20224719 11.79775281],0
v3,1,0.462269,0.540396,[15 45] ; [10 21],[16.48351648 43.51648352] ; [ 8.51648352 22.48351648],0
d3,1,0.469296,0.523632,[38 21] ; [23  9],[39.54945055 19.45054945] ; [21.45054945 10.54945055],0
s1,1,0.475421,0.509349,[ 4 56] ; [ 1 31],[ 3.26086957 56.73913043] ; [ 1.73913043 30.26086957],0
n3,1,0.511426,0.431148,[12 16] ; [7 6],[12.97560976 15.02439024] ; [6.02439024 6.97560976],0
a7,1,0.54722,0.362321,[37 22] ; [18 14],[35.65934066 23.34065934] ; [19.34065934 12.65934066],0
a6,1,0.596603,0.28015,[36 24] ; [21 11],[37.17391304 22.82608696] ; [19.82608696 12.17391304],0
v4,1,0.658876,0.194892,[40 19] ; [21  8],[40.89772727 18.10227273] ; [20.10227273  8.89772727],0
n4,1,0.707935,0.140348,[37 23] ; [21 11],[37.82608696 22.17391304] ; [20.17391304 11.82608696],0
n5,1,0.714205,0.134113,[35 24] ; [19 11],[35.79775281 23.20224719] ; [18.20224719 11.79775281],0
b5,1,0.744789,0.105962,[34 26] ; [17 15],[33.26086957 26.73913043] ; [17.73913043 14.26086957],0
a5,1,0.791833,0.069659,[41 19] ; [21 11],[40.43478261 19.56521739] ; [21.56521739 10.43478261],0
b3,1,0.79801,0.065497,[12 24] ; [ 6 14],[11.57142857 24.42857143] ; [ 6.42857143 13.57142857],0
b2,1,0.79801,0.065497,[12 24] ; [ 6 14],[11.57142857 24.42857143] ; [ 6.42857143 13.57142857],0
n1,1,0.813421,0.055703,[10 19] ; [4 9],[ 9.66666667 19.33333333] ; [4.33333333 8.66666667],0
a3,1,0.827211,0.047646,[38 22] ; [21 11],[38.47826087 21.52173913] ; [20.52173913 11.47826087],0
a8,1,0.84953,0.035993,[ 3 52] ; [ 2 29],[ 3.19767442 51.80232558] ; [ 1.80232558 29.19767442],0
d4,1,0.870867,0.026425,[49 10] ; [27  5],[49.27472527  9.72527473] ; [26.72527473  5.27472527],0
d2,1,0.875536,0.024533,[30 28] ; [16 16],[29.64444444 28.35555556] ; [16.35555556 15.64444444],0
p12,1,0.946136,0.004564,[ 2 57] ; [ 1 31],[ 1.94505495 57.05494505] ; [ 1.05494505 30.94505495],0
