Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,104.704848,[ 17 138] ; [100  46],[60.24916944 94.75083056] ; [56.75083056 89.24916944],1
d3,1,0.0,73.62313,[60 94] ; [127  19],[95.99333333 58.00666667] ; [91.00666667 54.99333333],1
d4,1,0.0,70.938652,[91 65] ; [144   2],[121.39072848  34.60927152] ; [113.60927152  32.39072848],1
a2,1,0.0,40.412609,[  7 149] ; [48 99],[ 28.31683168 127.68316832] ; [ 26.68316832 120.31683168],1
a4,1,0.0,39.453511,[ 33 122] ; [83 64],[59.53642384 95.46357616] ; [56.46357616 90.53642384],1
a5,1,2e-06,22.464521,[84 72] ; [117  30],[103.48514851  52.51485149] ; [97.51485149 49.48514851],1
a3,1,2e-06,22.200162,[84 70] ; [117  29],[103.18  50.82] ; [97.82 48.18],1
a6,1,9.4e-05,15.252504,[86 70] ; [111  34],[102.09966777  53.90033223] ; [94.90033223 50.09966777],1
u1,1,0.000246,13.444436,[  9 147] ; [ 29 118],[ 19.56435644 136.43564356] ; [ 18.43564356 128.56435644],1
r1,1,0.000829,11.175079,[100  55] ; [120  27],[112.91390728  42.08609272] ; [107.08609272  39.91390728],1
r2,1,0.005088,7.848034,[138  15] ; [142   3],[143.75838926   9.24161074] ; [136.24161074   8.75838926],0
a7,1,0.009792,6.672299,[98 57] ; [113  34],[108.29470199  46.70529801] ; [102.70529801  44.29470199],0
b5,1,0.013214,6.140257,[89 67] ; [104  43],[99.36633663 56.63366337] ; [93.63366337 53.36633663],0
s8,1,0.029176,4.757222,[ 50 106] ; [65 82],[59.20792079 96.79207921] ; [55.79207921 91.20792079],0
v3,1,0.031483,4.626416,[ 44 109] ; [57 83],[ 52.74061433 100.25938567] ; [48.25938567 91.74061433],0
r4,1,0.038393,4.287527,[127  29] ; [132  15],[133.34653465  22.65346535] ; [125.65346535  21.34653465],0
v2,1,0.040116,4.212986,[69 77] ; [82 56],[77.62676056 68.37323944] ; [73.37323944 64.62676056],0
n2,1,0.064717,3.412187,[37  5] ; [34 13],[33.50561798  8.49438202] ; [37.49438202  9.50561798],0
v4,1,0.078508,3.095524,[139  14] ; [141   6],[142.8  10.2] ; [137.2   9.8],0
n4,1,0.092372,2.832551,[98 58] ; [105  41],[104.86092715  51.13907285] ; [98.13907285 47.86092715],0
