Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,51.700656,[ 37 547] ; [27 62],[ 55.53640416 528.46359584] ; [ 8.46359584 80.53640416],1
s5,1,0.0,48.368632,[169 398] ; [56 25],[196.875 370.125] ; [28.125 52.875],1
p12,1,0.0,31.017925,[ 39 544] ; [22 66],[ 53. 530.] ; [ 8. 80.],1
p8,1,0.0,29.376056,[293 282] ; [72 16],[316.55354449 258.44645551] ; [48.44645551 39.55354449],1
p3,1,0.0,27.622408,[290 295] ; [70 18],[312.92719168 272.07280832] ; [47.07280832 40.92719168],1
p4,1,2e-06,23.126162,[347 236] ; [75 12],[367.20298507 215.79701493] ; [54.79701493 32.20298507],1
p6,1,3e-06,21.850974,[213 365] ; [55 32],[232.93834586 345.06165414] ; [35.06165414 51.93834586],1
s7,1,1.2e-05,19.229132,[281 279] ; [63 20],[299.59564541 260.40435459] ; [44.40435459 38.59564541],1
s6,1,7e-05,15.819804,[385 195] ; [73 10],[400.66365008 179.33634992] ; [57.33634992 25.66365008],1
a1,1,9e-05,15.334067,[ 22 565] ; [12 77],[ 29.52366864 557.47633136] ; [ 4.47633136 84.52366864],1
v3,1,0.001071,10.700556,[233 334] ; [52 35],[247.08715596 319.91284404] ; [37.91284404 49.08715596],0
s8,1,0.001114,10.628625,[260 324] ; [55 32],[274.15797317 309.84202683] ; [40.84202683 46.15797317],0
v1,1,0.001611,9.94733,[310 264] ; [62 24],[323.52727273 250.47272727] ; [48.47272727 37.52727273],0
n5,1,0.001803,9.739551,[493  92] ; [86  3],[502.54451039  82.45548961] ; [76.45548961 12.54451039],0
p7,1,0.002068,9.487835,[364 211] ; [69 17],[376.66414523 198.33585477] ; [56.33585477 29.66414523],0
s1,1,0.003458,8.548423,[ 16 560] ; [ 8 81],[ 20.78796992 555.21203008] ; [ 3.21203008 85.78796992],0
b5,1,0.00469,7.995079,[363 224] ; [41 48],[350.81065089 236.18934911] ; [53.18934911 35.81065089],0
n6,1,0.015009,5.915466,[516  71] ; [85  3],[522.64740741  64.35259259] ; [78.35259259  9.64740741],0
u4,1,0.019482,5.457736,[ 10 577] ; [ 5 84],[ 13.02514793 573.97485207] ; [ 1.97485207 87.02514793],0
p9,1,0.025799,4.969435,[489  92] ; [82  6],[495.89088191  85.10911809] ; [75.10911809 12.89088191],0
n3,1,0.028878,4.774887,[88 23] ; [10  8],[84.3255814 26.6744186] ; [13.6744186  4.3255814],0
p10,1,0.065531,3.391557,[476 107] ; [78  9],[482.06268657 100.93731343] ; [71.93731343 15.06268657],0
b3,1,0.078066,3.104703,[134 230] ; [31 33],[140.3271028 223.6728972] ; [24.6728972 39.3271028],0
b2,1,0.078066,3.104703,[134 230] ; [31 33],[140.3271028 223.6728972] ; [24.6728972 39.3271028],0
n1,1,0.079032,3.084695,[47 65] ; [11  6],[50.35658915 61.64341085] ; [7.64341085 9.35658915],0
s2,1,0.07917,3.081858,[294 286] ; [54 35],[301.70403587 278.29596413] ; [46.29596413 42.70403587],0
s3,1,0.079408,3.076986,[323 254] ; [58 30],[330.58195489 246.41804511] ; [50.41804511 37.58195489],0
a2,1,0.109646,2.55932,[159 428] ; [17 72],[152.82840237 434.17159763] ; [23.17159763 65.82840237],0
a6,1,0.262468,1.255691,[407 178] ; [56 32],[402.45913819 182.54086181] ; [60.54086181 27.45913819],0
r4,1,0.304271,1.055382,[543  44] ; [85  4],[545.31952663  41.68047337] ; [82.68047337  6.31952663],0
a3,1,0.396452,0.719062,[428 156] ; [69 20],[431.27488856 152.72511144] ; [65.72511144 23.27488856],0
p2,1,0.480375,0.498012,[496  89] ; [78 11],[498.20474777  86.79525223] ; [75.79525223 13.20474777],0
b1,1,0.507566,0.439082,[229 358] ; [38 51],[231.84763314 355.15236686] ; [35.15236686 53.84763314],0
r2,1,0.54276,0.370449,[561  19] ; [84  4],[560.02994012  19.97005988] ; [84.97005988  3.02994012],0
r3,1,0.566647,0.328324,[560  25] ; [84  5],[558.96142433  26.03857567] ; [85.03857567  3.96142433],0
d1,1,0.580965,0.304677,[358 229] ; [57 32],[360.36242604 226.63757396] ; [54.63757396 34.36242604],0
a4,1,0.588584,0.292561,[287 297] ; [41 48],[284.62407132 299.37592868] ; [43.37592868 45.62407132],0
d5,1,0.607748,0.263467,[485 100] ; [71 17],[483.2986627 101.7013373] ; [72.7013373 15.2986627],0
v2,1,0.634853,0.225538,[327 238] ; [48 39],[324.96165644 240.03834356] ; [50.03834356 36.96165644],0
a5,1,0.666387,0.185858,[454 133] ; [67 22],[452.40680473 134.59319527] ; [68.59319527 20.40680473],0
s4,1,0.701967,0.146434,[ 89 490] ; [12 75],[ 87.80630631 491.19369369] ; [13.19369369 73.80630631],0
p11,1,0.724853,0.12389,[479 108] ; [74 15],[480.19378698 106.80621302] ; [72.80621302 16.19378698],0
