Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,50.067637,[ 9 32] ; [68 10],[26.52941176 14.47058824] ; [50.47058824 27.52941176],1
a5,1,0.062125,3.479734,[19 22] ; [50 28],[23.77310924 17.22689076] ; [45.22689076 32.77310924],0
p8,1,0.065864,3.383206,[ 9 30] ; [31 46],[13.44827586 25.55172414] ; [26.55172414 50.44827586],0
a6,1,0.073711,3.198393,[21 20] ; [53 25],[25.49579832 15.50420168] ; [48.50420168 29.49579832],0
p1,1,0.075698,3.154926,[ 6 35] ; [ 4 74],[ 3.44537815 37.55462185] ; [ 6.55462185 71.44537815],0
b5,1,0.079327,3.078633,[20 21] ; [51 27],[24.46218487 16.53781513] ; [46.53781513 31.46218487],0
a2,1,0.084762,2.97115,[ 3 38] ; [15 63],[ 6.20168067 34.79831933] ; [11.79831933 66.20168067],0
u3,1,0.108126,2.581396,[ 7 12] ; [17 11],[9.70212766 9.29787234] ; [14.29787234 13.70212766],0
s5,1,0.113774,2.501002,[ 2 38] ; [11 63],[ 4.56140351 35.43859649] ; [ 8.43859649 65.56140351],0
p4,1,0.134632,2.238261,[11 29] ; [32 45],[14.7008547 25.2991453] ; [28.2991453 48.7008547],0
s8,1,0.135887,2.223925,[ 4 37] ; [16 62],[ 6.8907563 34.1092437] ; [13.1092437 64.8907563],0
s4,1,0.141045,2.166524,[ 6 35] ; [ 5 73],[ 3.78991597 37.21008403] ; [ 7.21008403 70.78991597],0
p3,1,0.149927,2.072998,[ 8 31] ; [26 52],[11.33333333 27.66666667] ; [22.66666667 55.33333333],0
s2,1,0.167159,1.908239,[ 7 34] ; [22 55],[10.07627119 30.92372881] ; [18.92372881 58.07627119],0
v3,1,0.171857,1.866667,[ 7 33] ; [21 51],[10. 30.] ; [18. 54.],0
u1,1,0.176079,1.830409,[ 1 40] ; [ 7 71],[ 2.75630252 38.24369748] ; [ 5.24369748 72.75630252],0
p11,1,0.194301,1.684698,[18 23] ; [44 34],[21.36134454 19.63865546] ; [40.63865546 37.36134454],0
n1,1,0.261269,1.262019,[7 9] ; [ 7 19],[ 5.33333333 10.66666667] ; [ 8.66666667 17.33333333],0
a3,1,0.291777,1.111405,[22 19] ; [49 28],[24.66949153 16.33050847] ; [46.33050847 30.66949153],0
v1,1,0.312916,1.01833,[12 28] ; [30 46],[14.48275862 25.51724138] ; [27.51724138 48.48275862],0
b2,1,0.322629,0.978261,[ 9 15] ; [12 34],[ 7.2 16.8] ; [13.8 32.2],0
b3,1,0.322629,0.978261,[ 9 15] ; [12 34],[ 7.2 16.8] ; [13.8 32.2],0
p10,1,0.394952,0.723641,[17 22] ; [40 37],[19.1637931 19.8362069] ; [37.8362069 39.1637931],0
d2,1,0.406528,0.688931,[19 22] ; [30 48],[16.88235294 24.11764706] ; [32.11764706 45.88235294],0
a4,1,0.466084,0.531244,[13 28] ; [30 48],[14.81512605 26.18487395] ; [28.18487395 49.81512605],0
s3,1,0.490882,0.474593,[14 26] ; [32 45],[15.72649573 24.27350427] ; [30.27350427 46.72649573],0
p5,1,0.497524,0.460214,[ 2 38] ; [ 2 75],[ 1.36752137 38.63247863] ; [ 2.63247863 74.36752137],0
a8,1,0.512991,0.427962,[ 3 38] ; [ 8 64],[ 3.99115044 37.00884956] ; [ 7.00884956 64.99115044],0
p7,1,0.541476,0.372811,[16 24] ; [34 40],[17.54385965 22.45614035] ; [32.45614035 41.54385965],0
n4,1,0.60847,0.262409,[19 22] ; [40 38],[20.32773109 20.67226891] ; [38.67226891 39.32773109],0
n2,1,0.663424,0.189391,[10  7] ; [17  9],[10.6744186  6.3255814] ; [16.3255814  9.6744186],0
n3,1,0.757886,0.095023,[11  6] ; [15 10],[10.52380952  6.47619048] ; [15.47619048  9.52380952],0
p9,1,0.766367,0.088287,[24 16] ; [44 33],[23.24786325 16.75213675] ; [44.75213675 32.24786325],0
s1,1,0.852384,0.034625,[ 3 37] ; [ 5 71],[ 2.75862069 37.24137931] ; [ 5.24137931 70.75862069],0
p6,1,0.949038,0.004085,[ 7 31] ; [14 60],[ 7.125 30.875] ; [13.875 60.125],0
p12,1,0.974777,0.001,[ 1 39] ; [ 2 75],[ 1.02564103 38.97435897] ; [ 1.97435897 75.02564103],0
