Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.001302,10.339431,[13 97] ; [13 24],[19.45578231 90.54421769] ; [ 6.54421769 30.45578231],0
v1,1,0.002154,9.413059,[30 79] ; [20 16],[37.5862069 71.4137931] ; [12.4137931 23.5862069],0
r2,1,0.021373,5.296156,[84 24] ; [35  2],[88.63448276 19.36551724] ; [30.36551724  6.63448276],0
s6,1,0.022573,5.201045,[39 71] ; [21 16],[44.89795918 65.10204082] ; [15.10204082 21.89795918],0
v2,1,0.022812,5.18277,[33 76] ; [18 17],[38.60416667 70.39583333] ; [12.39583333 22.60416667],0
n4,1,0.027495,4.859481,[64 46] ; [29  8],[69.59183673 40.40816327] ; [23.40816327 13.59183673],0
u2,1,0.054418,3.699833,[18 28] ; [9 4],[21.05084746 24.94915254] ; [5.94915254 7.05084746],0
u3,1,0.05783,3.598555,[20 27] ; [10  4],[23.1147541 23.8852459] ; [6.8852459 7.1147541],0
p7,1,0.068826,3.310811,[36 75] ; [ 6 30],[31.71428571 79.28571429] ; [10.28571429 25.71428571],0
b3,1,0.074545,3.180001,[29 46] ; [ 4 18],[25.51546392 49.48453608] ; [ 7.48453608 14.51546392],0
b2,1,0.074545,3.180001,[29 46] ; [ 4 18],[25.51546392 49.48453608] ; [ 7.48453608 14.51546392],0
p5,1,0.092217,2.835249,[  1 110] ; [ 2 35],[  2.25 108.75] ; [ 0.75 36.25],0
p2,1,0.12871,2.307992,[61 50] ; [15 22],[57. 54.] ; [19. 18.],0
s7,1,0.13287,2.258645,[23 80] ; [12 22],[26.31386861 76.68613139] ; [ 8.68613139 25.31386861],0
d5,1,0.160094,1.973333,[70 41] ; [28  9],[73.5 37.5] ; [24.5 12.5],0
n6,1,0.161726,1.958016,[63 47] ; [26 11],[66.59863946 43.40136054] ; [22.40136054 14.59863946],0
s3,1,0.207534,1.588543,[39 71] ; [17 19],[42.19178082 67.80821918] ; [13.80821918 22.19178082],0
s2,1,0.216843,1.525139,[28 82] ; [13 23],[30.89041096 79.10958904] ; [10.10958904 25.89041096],0
b1,1,0.217196,1.522801,[53 58] ; [22 15],[56.25 54.75] ; [18.75 18.25],0
n5,1,0.233399,1.420029,[59 51] ; [24 13],[62.10884354 47.89115646] ; [20.89115646 16.10884354],0
n3,1,0.237121,1.397629,[32 22] ; [10  3],[33.85074627 20.14925373] ; [8.14925373 4.85074627],0
d3,1,0.254534,1.298246,[54 57] ; [22 15],[57. 54.] ; [19. 18.],0
a2,1,0.268745,1.22314,[18 93] ; [ 9 28],[20.25 90.75] ; [ 6.75 30.25],0
d4,1,0.272914,1.202041,[75 35] ; [28  8],[77.60273973 32.39726027] ; [25.39726027 10.60273973],0
a1,1,0.330562,0.946695,[  9 102] ; [ 5 32],[ 10.5 100.5] ; [ 3.5 33.5],0
d2,1,0.338169,0.917362,[51 59] ; [20 16],[53.49315068 56.50684932] ; [17.50684932 18.49315068],0
a6,1,0.339702,0.911555,[59 52] ; [23 14],[61.5 49.5] ; [20.5 16.5],0
v4,1,0.344089,0.895136,[84 26] ; [31  6],[86.05442177 23.94557823] ; [28.94557823  8.05442177],0
a7,1,0.346578,0.885948,[61 50] ; [23 13],[63.42857143 47.57142857] ; [20.57142857 15.42857143],0
p9,1,0.366707,0.814794,[36 73] ; [ 9 27],[33.82758621 75.17241379] ; [11.17241379 24.82758621],0
b4,1,0.43935,0.59798,[64 47] ; [24 13],[66. 45.] ; [22. 15.],0
r3,1,0.479166,0.50076,[83 28] ; [29  7],[84.57142857 26.42857143] ; [27.42857143  8.57142857],0
s5,1,0.504483,0.445494,[19 88] ; [ 8 27],[20.34507042 86.65492958] ; [ 6.65492958 28.34507042],0
r4,1,0.620652,0.244952,[70 41] ; [25 12],[71.25 39.75] ; [23.75 13.25],0
n2,1,0.641214,0.217158,[31 23] ; [9 5],[31.76470588 22.23529412] ; [8.23529412 5.76470588],0
s1,1,0.674682,0.176174,[  7 104] ; [ 3 33],[  7.55102041 103.44897959] ; [ 2.44897959 33.55102041],0
p4,1,0.677905,0.172494,[34 77] ; [10 27],[33. 78.] ; [11. 26.],0
n1,1,0.694304,0.154465,[18 37] ; [5 8],[18.60294118 36.39705882] ; [4.39705882 8.60294118],0
r1,1,0.695487,0.153209,[68 43] ; [24 13],[69. 42.] ; [23. 14.],0
p11,1,0.703265,0.145098,[50 61] ; [18 19],[51. 60.] ; [17. 20.],0
a3,1,0.712023,0.136265,[64 45] ; [23 14],[64.95205479 44.04794521] ; [22.04794521 14.95205479],0
a4,1,0.73266,0.116683,[47 63] ; [17 20],[47.89115646 62.10884354] ; [16.10884354 20.89115646],0
u4,1,0.736295,0.11341,[  2 109] ; [ 1 36],[  2.25 108.75] ; [ 0.75 36.25],0
p6,1,0.759606,0.093635,[17 92] ; [ 5 32],[16.42465753 92.57534247] ; [ 5.57534247 31.42465753],0
p3,1,0.76351,0.090526,[27 83] ; [10 27],[27.68707483 82.31292517] ; [ 9.31292517 27.68707483],0
b5,1,0.768281,0.086804,[69 42] ; [24 13],[69.75 41.25] ; [23.25 13.75],0
u1,1,0.771512,0.08433,[13 98] ; [ 5 32],[13.5 97.5] ; [ 4.5 32.5],0
d1,1,0.772393,0.083663,[45 66] ; [16 21],[45.75 65.25] ; [15.25 21.75],0
p1,1,0.831733,0.045147,[  5 105] ; [ 2 35],[  5.23809524 104.76190476] ; [ 1.76190476 35.23809524],0
s4,1,0.882365,0.021896,[19 91] ; [ 6 31],[18.70748299 91.29251701] ; [ 6.29251701 30.70748299],0
a8,1,0.93816,0.006019,[13 93] ; [ 4 30],[12.87142857 93.12857143] ; [ 4.12857143 29.87142857],0
a5,1,1.0,0.0,[60 51] ; [20 17],[60. 51.] ; [20. 17.],0
