Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,121.716914,[213  59] ; [ 96 202],[147.45263158 124.54736842] ; [161.54736842 136.45263158],1
s2,1,0.0,80.012727,[202  77] ; [112 202],[147.73355818 131.26644182] ; [166.26644182 147.73355818],1
s3,1,0.0,58.503888,[209  68] ; [138 173],[163.46768707 113.53231293] ; [183.53231293 127.46768707],1
s6,1,0.0,53.341601,[234  44] ; [173 134],[193.41196581  84.58803419] ; [213.58803419  93.41196581],1
a3,1,1e-06,23.879716,[237  45] ; [210 105],[211.14572864  70.85427136] ; [235.85427136  79.14572864],1
p6,1,3e-06,21.861798,[148 131] ; [106 206],[119.90862944 159.09137056] ; [134.09137056 177.90862944],1
d1,1,4e-06,21.516183,[201  82] ; [166 150],[173.39065109 109.60934891] ; [193.60934891 122.39065109],1
s5,1,1.1e-05,19.269874,[120 147] ; [ 84 223],[ 94.89198606 172.10801394] ; [109.10801394 197.89198606],1
v3,1,3.8e-05,16.984264,[141 133] ; [106 201],[116.48537005 157.51462995] ; [130.51462995 176.48537005],1
d2,1,0.00011,14.961217,[171 112] ; [140 174],[147.42546064 135.57453936] ; [163.57453936 150.42546064],1
v1,1,0.000358,12.738611,[181  93] ; [159 150],[159.7941681 114.2058319] ; [180.2058319 128.7941681],1
p7,1,0.000471,12.227284,[213  65] ; [197 114],[193.51443124  84.48556876] ; [216.48556876  94.51443124],1
p3,1,0.000602,11.768271,[177 106] ; [153 162],[156.17056856 126.82943144] ; [173.82943144 141.17056856],1
p4,1,0.001035,10.764325,[210  72] ; [195 120],[191.30653266  90.69346734] ; [213.69346734 101.30653266],0
p8,1,0.001119,10.619579,[183  95] ; [163 147],[163.58503401 114.41496599] ; [182.41496599 127.58503401],0
p10,1,0.001268,10.388186,[254  26] ; [255  58],[240.33726813  39.66273187] ; [268.66273187  44.33726813],0
p9,1,0.001292,10.353307,[260  21] ; [261  50],[247.29898649  33.70101351] ; [273.70101351  37.29898649],0
p5,1,0.003485,8.534374,[ 51 231] ; [ 31 284],[ 38.73366834 243.26633166] ; [ 43.26633166 271.73366834],0
p12,1,0.00421,8.190773,[ 35 246] ; [ 18 295],[ 25.07239057 255.92760943] ; [ 27.92760943 285.07239057],0
a5,1,0.004952,7.896935,[234  49] ; [231  85],[219.69115192  63.30884808] ; [245.30884808  70.69115192],0
u1,1,0.006278,7.468649,[ 68 215] ; [ 48 268],[ 54.80467446 228.19532554] ; [ 61.19532554 254.80467446],0
n6,1,0.006437,7.42358,[262  20] ; [270  44],[251.71812081  30.28187919] ; [280.28187919  33.71812081],0
d4,1,0.007226,7.216036,[247  35] ; [250  65],[234.7638191  47.2361809] ; [262.2361809  52.7638191],0
b3,1,0.007663,7.110532,[ 88 109] ; [ 56 123],[ 75.44680851 121.55319149] ; [ 68.55319149 110.44680851],0
b2,1,0.007663,7.110532,[ 88 109] ; [ 56 123],[ 75.44680851 121.55319149] ; [ 68.55319149 110.44680851],0
v2,1,0.008641,6.895564,[176 100] ; [160 142],[160.44290657 115.55709343] ; [175.55709343 126.44290657],0
d5,1,0.00876,6.871079,[251  31] ; [257  59],[239.55852843  42.44147157] ; [268.44147157  47.55852843],0
r1,1,0.0088,6.863035,[244  37] ; [247  67],[231.88403361  49.11596639] ; [259.11596639  54.88403361],0
u4,1,0.011609,6.369573,[ 10 273] ; [  2 313],[  5.67892977 277.32107023] ; [  6.32107023 308.67892977],0
r4,1,0.066268,3.373135,[266  17] ; [284  32],[259.84974958  23.15025042] ; [290.15025042  25.84974958],0
u3,1,0.074786,3.174719,[30 16] ; [52 53],[24.98013245 21.01986755] ; [57.01986755 47.98013245],0
n5,1,0.082389,3.017142,[250  31] ; [264  50],[242.74621849  38.25378151] ; [271.25378151  42.74621849],0
s1,1,0.091525,2.847336,[ 12 266] ; [  6 306],[  8.48135593 269.51864407] ; [  9.51864407 302.48135593],0
a8,1,0.104666,2.632965,[ 49 205] ; [ 40 244],[ 42.01858736 211.98141264] ; [ 46.98141264 237.01858736],0
a2,1,0.121796,2.394075,[ 82 201] ; [ 74 242],[ 73.70283806 209.29716194] ; [ 82.29716194 233.70283806],0
n3,1,0.133126,2.255666,[37 17] ; [43 10],[40.37383178 13.62616822] ; [39.62616822 13.37383178],0
a6,1,0.140925,2.167826,[185  97] ; [225  91],[193.34448161  88.65551839] ; [216.65551839  99.34448161],0
a1,1,0.143697,2.137921,[ 17 266] ; [ 11 305],[ 13.22871452 269.77128548] ; [ 14.77128548 301.22871452],0
s4,1,0.18984,1.718862,[ 46 235] ; [ 39 271],[ 40.41455161 240.58544839] ; [ 44.58544839 265.41455161],0
a4,1,0.20352,1.616931,[145 138] ; [145 170],[137.24080268 145.75919732] ; [152.75919732 162.24080268],0
u2,1,0.206504,1.595771,[29 17] ; [54 50],[25.45333333 20.54666667] ; [57.54666667 46.45333333],0
b5,1,0.208996,1.578365,[164 119] ; [199 117],[171.50083472 111.49916528] ; [191.49916528 124.50083472],0
b4,1,0.221693,1.493376,[158 125] ; [192 124],[165.35893155 117.64106845] ; [184.64106845 131.35893155],0
a7,1,0.225861,1.466741,[196  86] ; [233  82],[202.64321608  79.35678392] ; [226.35678392  88.64321608],0
r2,1,0.243111,1.362462,[266  11] ; [293  19],[262.89134126  14.10865874] ; [296.10865874  15.89134126],0
p11,1,0.292941,1.106054,[241  42] ; [259  57],[236.22704508  46.77295492] ; [263.77295492  52.22704508],0
v4,1,0.294824,1.097461,[273   8] ; [299  14],[270.59259259  10.40740741] ; [301.40740741  11.59259259],0
n2,1,0.410945,0.676066,[38 16] ; [41 12],[39.86915888 14.13084112] ; [39.13084112 13.86915888],0
n1,1,0.473269,0.514332,[23 30] ; [19 33],[21.2 31.8] ; [20.8 31.2],0
d3,1,0.5311,0.392286,[201  82] ; [217  99],[197.48580968  85.51419032] ; [220.51419032  95.48580968],0
b1,1,0.700689,0.147756,[110 173] ; [118 198],[107.71953255 175.28046745] ; [120.28046745 195.71953255],0
p1,1,0.776012,0.080951,[ 26 257] ; [ 31 283],[ 27.0201005 255.9798995] ; [ 29.9798995 284.0201005],0
