Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3.6e-05,17.052532,[28 20] ; [36  1],[36.14117647 11.85882353] ; [27.85882353  9.14117647],1
p7,1,0.000461,12.266827,[22 26] ; [30  6],[29.71428571 18.28571429] ; [22.28571429 13.71428571],1
d2,1,0.060954,3.511244,[28 20] ; [14 23],[23.71764706 24.28235294] ; [18.28235294 18.71764706],0
p11,1,0.077811,3.110037,[29 19] ; [29  8],[32.75294118 15.24705882] ; [25.24705882 11.75294118],0
a4,1,0.089708,2.879598,[23 25] ; [11 26],[19.2 28.8] ; [14.8 22.2],0
u1,1,0.097071,2.753011,[12 36] ; [ 4 33],[ 9.03529412 38.96470588] ; [ 6.96470588 30.03529412],0
p9,1,0.105132,2.625912,[33 13] ; [32  5],[36.02409639  9.97590361] ; [28.97590361  8.02409639],0
p10,1,0.12663,2.333333,[33 15] ; [30  6],[36. 12.] ; [27.  9.],0
v2,1,0.131052,2.279997,[27 17] ; [16 20],[23.65 20.35] ; [19.35 16.65],0
b5,1,0.140456,2.172953,[31 17] ; [18 19],[27.67058824 20.32941176] ; [21.32941176 15.67058824],0
b2,1,0.146355,2.109833,[15 17] ; [ 7 18],[12.35087719 19.64912281] ; [ 9.64912281 15.35087719],0
b3,1,0.146355,2.109833,[15 17] ; [ 7 18],[12.35087719 19.64912281] ; [ 9.64912281 15.35087719],0
a2,1,0.162851,1.947549,[14 34] ; [ 6 31],[11.29411765 36.70588235] ; [ 8.70588235 28.29411765],0
p3,1,0.184368,1.762056,[19 29] ; [20 17],[22.02352941 25.97647059] ; [16.97647059 20.02352941],0
a6,1,0.190606,1.712927,[35 13] ; [22 15],[32.18823529 15.81176471] ; [24.81176471 12.18823529],0
s6,1,0.198123,1.656155,[33 15] ; [30  7],[35.57647059 12.42352941] ; [27.42352941  9.57647059],0
p4,1,0.234376,1.414107,[21 27] ; [21 16],[23.71764706 24.28235294] ; [18.28235294 18.71764706],0
p5,1,0.246795,1.341354,[ 2 45] ; [ 4 33],[ 3.35714286 43.64285714] ; [ 2.64285714 34.35714286],0
r1,1,0.277446,1.179558,[34 14] ; [30  7],[36.14117647 11.85882353] ; [27.85882353  9.14117647],0
u3,1,0.314065,1.013503,[9 1] ; [8 3],[8.0952381 1.9047619] ; [8.9047619 2.0952381],0
a3,1,0.345754,0.888978,[38 10] ; [26 11],[36.14117647 11.85882353] ; [27.85882353  9.14117647],0
u2,1,0.368688,0.808081,[8 1] ; [8 3],[7.2 1.8] ; [8.8 2.2],0
d3,1,0.378967,0.774049,[35 13] ; [30  7],[36.70588235 11.29411765] ; [28.29411765  8.70588235],0
v4,1,0.388983,0.742119,[42  5] ; [35  2],[43.08333333  3.91666667] ; [33.91666667  3.08333333],0
a1,1,0.410538,0.677244,[ 1 47] ; [ 2 35],[ 1.69411765 46.30588235] ; [ 1.30588235 35.69411765],0
n2,1,0.431847,0.617851,[10  6] ; [7 2],[10.88  5.12] ; [6.12 2.88],0
b1,1,0.580204,0.305904,[17 31] ; [11 26],[15.81176471 32.18823529] ; [12.18823529 24.81176471],0
s4,1,0.580204,0.305904,[17 31] ; [11 26],[15.81176471 32.18823529] ; [12.18823529 24.81176471],0
n1,1,0.609834,0.260417,[7 9] ; [3 6],[6.4 9.6] ; [3.6 5.4],0
s8,1,0.62557,0.238116,[26 22] ; [22 15],[27.10588235 20.89411765] ; [20.89411765 16.10588235],0
d4,1,0.625661,0.237991,[42  6] ; [31  6],[41.22352941  6.77647059] ; [31.77647059  5.22352941],0
v1,1,0.68449,0.165115,[23 24] ; [16 20],[22.08433735 24.91566265] ; [16.91566265 19.08433735],0
r3,1,0.716863,0.131519,[46  2] ; [36  1],[46.30588235  1.69411765] ; [35.69411765  1.30588235],0
r2,1,0.733825,0.115628,[44  3] ; [33  3],[43.60240964  3.39759036] ; [33.39759036  2.60240964],0
