Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,27.475307,[13 68] ; [16  6],[22.80582524 58.19417476] ; [ 6.19417476 15.80582524],1
a5,1,0.176662,1.825481,[44 45] ; [15  8],[46.88392857 42.11607143] ; [12.11607143 10.88392857],0
d3,1,0.180236,1.795676,[47 40] ; [16  7],[49.82727273 37.17272727] ; [13.17272727  9.82727273],0
v3,1,0.201168,1.633873,[17 67] ; [ 7 14],[19.2 64.8] ; [ 4.8 16.2],0
r2,1,0.216446,1.527778,[70 18] ; [20  2],[72. 16.] ; [18.  4.],0
a8,1,0.236972,1.39852,[ 8 78] ; [ 4 18],[ 9.55555556 76.44444444] ; [ 2.44444444 19.55555556],0
p12,1,0.288986,1.12434,[ 1 86] ; [ 1 21],[ 1.59633028 85.40366972] ; [ 0.40366972 21.59633028],0
p1,1,0.330116,0.948442,[ 6 82] ; [ 3 20],[ 7.13513514 80.86486486] ; [ 1.86486486 21.13513514],0
n5,1,0.330797,0.945774,[41 48] ; [ 8 15],[38.9375 50.0625] ; [10.0625 12.9375],0
d1,1,0.346813,0.885083,[33 56] ; [11 12],[34.96428571 54.03571429] ; [ 9.03571429 13.96428571],0
p7,1,0.461102,0.543218,[27 59] ; [ 8 12],[28.39622642 57.60377358] ; [ 6.60377358 13.39622642],0
a1,1,0.465482,0.532682,[ 8 81] ; [ 1 22],[ 7.15178571 81.84821429] ; [ 1.84821429 21.15178571],0
b5,1,0.491627,0.472964,[51 38] ; [15  8],[52.44642857 36.55357143] ; [13.55357143  9.44642857],0
a2,1,0.536002,0.383,[12 77] ; [ 2 21],[11.125 77.875] ; [ 2.875 20.125],0
p3,1,0.559055,0.341344,[18 70] ; [ 6 17],[19.02702703 68.97297297] ; [ 4.97297297 18.02702703],0
b3,1,0.579166,0.307585,[12 31] ; [5 9],[12.8245614 30.1754386] ; [4.1754386 9.8245614],0
b2,1,0.579166,0.307585,[12 31] ; [5 9],[12.8245614 30.1754386] ; [4.1754386 9.8245614],0
a6,1,0.661814,0.191328,[53 35] ; [15  8],[53.90990991 34.09009009] ; [14.09009009  8.90990991],0
b1,1,0.669872,0.181752,[42 47] ; [12 11],[42.91071429 46.08928571] ; [11.08928571 11.91071429],0
s1,1,0.696095,0.152566,[ 6 82] ; [ 1 21],[ 5.6 82.4] ; [ 1.4 20.6],0
a3,1,0.728474,0.120517,[57 31] ; [14  9],[56.28828829 31.71171171] ; [14.71171171  8.28828829],0
n3,1,0.808883,0.0585,[21 14] ; [5 4],[20.68181818 14.31818182] ; [5.31818182 3.68181818],0
u1,1,0.809436,0.058155,[ 5 84] ; [ 1 22],[ 4.76785714 84.23214286] ; [ 1.23214286 21.76785714],0
a4,1,0.922692,0.009417,[30 59] ; [ 8 15],[30.19642857 58.80357143] ; [ 7.80357143 15.19642857],0
d2,1,0.965456,0.001876,[34 54] ; [ 9 14],[34.09009009 53.90990991] ; [ 8.90990991 14.09009009],0
b4,1,0.97649,0.000868,[50 39] ; [13 10],[50.0625 38.9375] ; [12.9375 10.0625],0
a7,1,0.996502,1.9e-05,[58 31] ; [15  8],[58.00892857 30.99107143] ; [14.99107143  8.00892857],0
