Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8e-06,19.955177,[28 28] ; [49  6],[38.84684685 17.15315315] ; [38.15315315 16.84684685],1
p8,1,8.9e-05,15.355196,[11 44] ; [30 23],[20.87962963 34.12037037] ; [20.12037037 32.87962963],1
p4,1,9e-05,15.325568,[14 42] ; [34 21],[24.21621622 31.78378378] ; [23.78378378 31.21621622],1
p6,1,0.00011,14.96,[ 4 51] ; [21 34],[12.5 42.5] ; [12.5 42.5],1
p3,1,0.000602,11.769715,[10 45] ; [27 28],[18.5 36.5] ; [18.5 36.5],1
u2,1,0.005121,7.836139,[ 4 24] ; [15 16],[ 9.01694915 18.98305085] ; [ 9.98305085 21.01694915],0
r3,1,0.014807,5.939313,[36 19] ; [47  8],[41.5 13.5] ; [41.5 13.5],0
v4,1,0.039222,4.251208,[42 13] ; [50  5],[46.  9.] ; [46.  9.],0
b3,1,0.051042,3.806881,[12 23] ; [ 5 30],[ 8.5 26.5] ; [ 8.5 26.5],0
b2,1,0.051042,3.806881,[12 23] ; [ 5 30],[ 8.5 26.5] ; [ 8.5 26.5],0
s3,1,0.052808,3.75,[19 35] ; [29 25],[24. 30.] ; [24. 30.],0
s7,1,0.065174,3.400564,[14 41] ; [22 30],[18.5046729 36.4953271] ; [17.4953271 34.5046729],0
s8,1,0.067284,3.348076,[11 45] ; [19 35],[15.27272727 40.72727273] ; [14.72727273 39.27272727],0
b4,1,0.069821,3.287216,[31 25] ; [21 34],[26.23423423 29.76576577] ; [25.76576577 29.23423423],0
d5,1,0.087986,2.910835,[20 36] ; [28 26],[24.43636364 31.56363636] ; [23.56363636 30.43636364],0
p11,1,0.093322,2.816117,[30 26] ; [38 17],[34.30630631 21.69369369] ; [33.69369369 21.30630631],0
n6,1,0.098511,2.729484,[37 19] ; [44 11],[40.86486486 15.13513514] ; [40.13513514 14.86486486],0
s1,1,0.103984,2.643357,[ 7 49] ; [ 2 50],[ 4.66666667 51.33333333] ; [ 4.33333333 47.66666667],0
p10,1,0.110882,2.541612,[28 27] ; [35 18],[32.08333333 22.91666667] ; [30.91666667 22.08333333],0
r4,1,0.113132,2.509911,[35 21] ; [42 13],[38.84684685 17.15315315] ; [38.15315315 16.84684685],0
s5,1,0.121335,2.4,[ 6 48] ; [12 42],[ 9. 45.] ; [ 9. 45.],0
v3,1,0.122012,2.391304,[12 43] ; [ 6 49],[ 9. 46.] ; [ 9. 46.],0
s2,1,0.151873,2.053333,[14 41] ; [21 34],[17.5 37.5] ; [17.5 37.5],0
s6,1,0.179864,1.798745,[23 32] ; [29 24],[26.48148148 28.51851852] ; [25.51851852 27.48148148],0
a7,1,0.182919,1.773747,[24 32] ; [30 24],[27.49090909 28.50909091] ; [26.50909091 27.49090909],0
v1,1,0.222762,1.486486,[21 34] ; [15 40],[18. 37.] ; [18. 37.],0
p9,1,0.23186,1.429412,[31 23] ; [37 17],[34. 20.] ; [34. 20.],0
a1,1,0.251442,1.315274,[ 5 51] ; [ 2 53],[ 3.53153153 52.46846847] ; [ 3.46846847 51.53153153],0
a6,1,0.297923,1.083467,[32 24] ; [26 29],[29.26126126 26.73873874] ; [28.73873874 26.26126126],0
s4,1,0.3154,1.007926,[11 45] ; [15 39],[13.23636364 42.76363636] ; [12.76363636 41.23636364],0
n4,1,0.344163,0.894863,[40 16] ; [34 20],[37.67272727 18.32727273] ; [36.32727273 17.67272727],0
n3,1,0.385831,0.752039,[13  7] ; [14  4],[14.21052632  5.78947368] ; [12.78947368  5.21052632],0
a3,1,0.390567,0.737177,[28 26] ; [24 31],[25.76146789 28.23853211] ; [26.23853211 28.76146789],0
a5,1,0.394201,0.725943,[25 31] ; [29 26],[27.24324324 28.75675676] ; [26.75675676 28.24324324],0
b5,1,0.395001,0.723491,[35 21] ; [30 25],[32.79279279 23.20720721] ; [32.20720721 22.79279279],0
b1,1,0.395748,0.721208,[22 34] ; [26 29],[24.21621622 31.78378378] ; [23.78378378 31.21621622],0
r1,1,0.441098,0.593425,[27 29] ; [30 24],[29.01818182 26.98181818] ; [27.98181818 26.01818182],0
p5,1,0.469221,0.52381,[ 4 52] ; [ 6 48],[ 5.09090909 50.90909091] ; [ 4.90909091 49.09090909],0
a4,1,0.485575,0.486317,[14 41] ; [17 37],[15.64220183 39.35779817] ; [15.35779817 38.64220183],0
a8,1,0.486441,0.484389,[ 8 41] ; [ 6 46],[ 6.79207921 42.20792079] ; [ 7.20792079 44.79207921],0
n5,1,0.48781,0.481353,[42 14] ; [38 17],[40.36036036 15.63963964] ; [39.63963964 15.36036036],0
a2,1,0.526612,0.400925,[ 6 50] ; [ 4 51],[ 5.04504505 50.95495495] ; [ 4.95495495 50.04504505],0
p12,1,0.547735,0.361391,[ 1 55] ; [ 2 53],[ 1.51351351 54.48648649] ; [ 1.48648649 53.51351351],0
u3,1,0.562002,0.33625,[12 16] ; [11 20],[10.91525424 17.08474576] ; [12.08474576 18.91525424],0
d1,1,0.632456,0.228745,[ 2 54] ; [ 3 52],[ 2.52252252 53.47747748] ; [ 2.47747748 52.52252252],0
d3,1,0.700435,0.14802,[12 44] ; [13 40],[12.8440367 43.1559633] ; [12.1559633 40.8440367],0
d2,1,0.786655,0.073255,[15 41] ; [16 39],[15.63963964 40.36036036] ; [15.36036036 39.63963964],0
p1,1,0.823379,0.049819,[ 9 47] ; [ 8 47],[ 8.57657658 47.42342342] ; [ 8.42342342 46.57657658],0
r2,1,0.834551,0.043626,[46 10] ; [46  9],[46.41441441  9.58558559] ; [45.58558559  9.41441441],0
n2,1,0.841559,0.03996,[14  8] ; [12  6],[14.3  7.7] ; [11.7  6.3],0
n1,1,0.896764,0.016835,[ 9 13] ; [ 7 11],[ 8.8 13.2] ; [ 7.2 10.8],0
