Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,9e-06,19.687668,[56 60] ; [121  42],[73.59139785 42.40860215] ; [103.40860215  59.59139785],1
p8,1,0.000286,13.160334,[62 51] ; [122  39],[75.88321168 37.11678832] ; [108.11678832  52.88321168],1
v3,1,0.000564,11.891764,[29 85] ; [73 86],[42.59340659 71.40659341] ; [59.40659341 99.59340659],1
p5,1,0.003888,8.335444,[  7 109] ; [ 29 134],[ 14.96774194 101.03225806] ; [ 21.03225806 141.96774194],0
a6,1,0.004998,7.880027,[65 52] ; [117  46],[76.05 40.95] ; [105.95  57.05],0
s7,1,0.005546,7.692283,[23 87] ; [56 96],[33.16793893 76.83206107] ; [ 45.83206107 106.16793893],0
p10,1,0.005708,7.640196,[82 34] ; [136  25],[91.29241877 24.70758123] ; [126.70758123  34.29241877],0
p9,1,0.006799,7.325394,[87 29] ; [141  20],[95.4801444 20.5198556] ; [132.5198556  28.4801444],0
r2,1,0.008683,6.886898,[98 16] ; [153   8],[104.05090909   9.94909091] ; [146.94909091  14.05090909],0
r4,1,0.010942,6.474752,[99 18] ; [153  10],[105.3  11.7] ; [146.7  16.3],0
v2,1,0.013243,6.136352,[54 59] ; [100  59],[63.97794118 49.02205882] ; [90.02205882 68.97794118],0
u1,1,0.050717,3.81761,[ 10 107] ; [ 27 136],[ 15.46071429 101.53928571] ; [ 21.53928571 141.46071429],0
v1,1,0.053112,3.740376,[53 60] ; [94 66],[60.84615385 52.15384615] ; [86.15384615 73.84615385],0
b1,1,0.059675,3.546394,[40 77] ; [74 89],[47.63571429 69.36428571] ; [66.36428571 96.63571429],0
s4,1,0.092445,2.831278,[  9 108] ; [ 23 139],[ 13.41935484 103.58064516] ; [ 18.58064516 143.41935484],0
n5,1,0.093682,2.809933,[76 41] ; [121  42],[82.31785714 34.68214286] ; [114.68214286  48.31785714],0
a2,1,0.095465,2.779719,[ 16 101] ; [ 35 128],[21.31071429 95.68928571] ; [ 29.68928571 133.31071429],0
n4,1,0.101075,2.688496,[81 36] ; [127  36],[86.91428571 30.08571429] ; [121.08571429  41.91428571],0
b5,1,0.111421,2.533956,[75 42] ; [89 74],[68.52857143 48.47142857] ; [95.47142857 67.52857143],0
u3,1,0.124479,2.360039,[18 25] ; [30 22],[21.72631579 21.27368421] ; [26.27368421 25.72631579],0
a7,1,0.158256,1.990809,[77 40] ; [120  43],[82.31785714 34.68214286] ; [114.68214286  48.31785714],0
a5,1,0.168458,1.896615,[78 39] ; [121  42],[83.15357143 33.84642857] ; [115.84642857  47.15357143],0
n6,1,0.191369,1.707048,[91 26] ; [136  26],[95.19354839 21.80645161] ; [131.80645161  30.19354839],0
v4,1,0.206263,1.597461,[105  10] ; [155   8],[107.55395683   7.44604317] ; [152.44604317  10.55395683],0
n2,1,0.21513,1.536562,[27 14] ; [17  4],[29.09677419 11.90322581] ; [14.90322581  6.09677419],0
d5,1,0.246005,1.345848,[88 29] ; [132  31],[91.92857143 25.07142857] ; [128.07142857  34.92857143],0
s5,1,0.250583,1.320052,[22 93] ; [ 40 120],[25.92727273 89.07272727] ; [ 36.07272727 123.92727273],0
n1,1,0.279154,1.171204,[15 25] ; [ 5 16],[13.1147541 26.8852459] ; [ 6.8852459 14.1147541],0
p11,1,0.291354,1.113352,[91 26] ; [135  28],[94.43571429 22.56428571] ; [131.56428571  31.43571429],0
p12,1,0.293221,1.104772,[  4 113] ; [ 10 151],[  5.89208633 111.10791367] ; [  8.10791367 152.89208633],0
r1,1,0.297244,1.086516,[87 29] ; [130  32],[90.54676259 25.45323741] ; [126.45323741  35.54676259],0
a1,1,0.328729,0.953897,[  2 115] ; [  6 157],[  3.34285714 113.65714286] ; [  4.65714286 158.34285714],0
b4,1,0.330936,0.945231,[70 47] ; [88 75],[66.02142857 50.97857143] ; [91.97857143 71.02142857],0
p6,1,0.348323,0.879558,[43 72] ; [68 90],[46.75824176 68.24175824] ; [64.24175824 93.75824176],0
d1,1,0.350925,0.870109,[58 59] ; [90 73],[61.84285714 55.15714286] ; [86.15714286 76.84285714],0
a3,1,0.410269,0.678021,[74 42] ; [111  51],[77.1942446 38.8057554] ; [107.8057554  54.1942446],0
a4,1,0.4444,0.584896,[42 74] ; [66 96],[45.0647482 70.9352518] ; [62.9352518 99.0647482],0
a8,1,0.45016,0.570249,[12 95] ; [ 20 118],[13.9755102 93.0244898] ; [ 18.0244898 119.9755102],0
p1,1,0.467999,0.526697,[  8 109] ; [ 15 147],[  9.64516129 107.35483871] ; [ 13.35483871 148.64516129],0
d3,1,0.471098,0.519399,[72 44] ; [108  55],[74.83870968 41.16129032] ; [105.16129032  57.83870968],0
s6,1,0.595169,0.282343,[54 60] ; [80 78],[56.16176471 57.83823529] ; [77.83823529 80.16176471],0
d2,1,0.638166,0.221148,[55 62] ; [72 91],[53.06785714 63.93214286] ; [73.93214286 89.06785714],0
r3,1,0.649221,0.206884,[109   8] ; [154   9],[109.89642857   7.10357143] ; [153.10357143   9.89642857],0
s1,1,0.656253,0.198108,[  3 111] ; [  3 160],[  2.46931408 111.53068592] ; [  3.53068592 159.46931408],0
p2,1,0.661398,0.19183,[105  11] ; [144  18],[103.89928058  12.10071942] ; [145.10071942  16.89928058],0
u2,1,0.685334,0.164183,[24 18] ; [27 24],[23.03225806 18.96774194] ; [27.96774194 23.03225806],0
s8,1,0.686533,0.162864,[32 84] ; [ 48 113],[33.50180505 82.49819495] ; [ 46.49819495 114.50180505],0
b2,1,0.715789,0.132563,[20 44] ; [37 72],[21.0867052 42.9132948] ; [35.9132948 73.0867052],0
b3,1,0.715789,0.132563,[20 44] ; [37 72],[21.0867052 42.9132948] ; [35.9132948 73.0867052],0
n3,1,0.747313,0.103803,[33  7] ; [18  3],[33.44262295  6.55737705] ; [17.55737705  3.44262295],0
