Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.058014,[ 4 37] ; [27 21],[14.28089888 26.71910112] ; [16.71910112 31.28089888],1
p6,1,0.000671,11.567927,[ 3 38] ; [18 29],[ 9.78409091 31.21590909] ; [11.21590909 35.78409091],1
p4,1,0.020337,5.382736,[13 28] ; [27 21],[18.42696629 22.57303371] ; [21.57303371 26.42696629],0
a4,1,0.041284,4.16433,[18 23] ; [11 36],[13.51136364 27.48863636] ; [15.48863636 31.51136364],0
a8,1,0.043576,4.07291,[ 1 36] ; [ 7 36],[ 3.7 33.3] ; [ 4.3 38.7],0
p2,1,0.06036,3.527466,[24 17] ; [37 11],[28.1011236 12.8988764] ; [32.8988764 15.1011236],0
s2,1,0.091939,2.8401,[11 28] ; [22 26],[14.79310345 24.20689655] ; [18.20689655 29.79310345],0
b1,1,0.105029,2.627472,[16 25] ; [27 21],[19.80898876 21.19101124] ; [23.19101124 24.80898876],0
p10,1,0.110406,2.548402,[10 31] ; [19 28],[13.51136364 27.48863636] ; [15.48863636 31.51136364],0
v4,1,0.177384,1.819409,[34  6] ; [45  3],[35.90909091  4.09090909] ; [43.09090909  4.90909091],0
b4,1,0.184319,1.762449,[31 10] ; [30 18],[28.1011236 12.8988764] ; [32.8988764 15.1011236],0
s3,1,0.185232,1.755141,[16 24] ; [26 22],[19.09090909 20.90909091] ; [22.90909091 25.09090909],0
s7,1,0.19228,1.700062,[11 28] ; [20 28],[13.89655172 25.10344828] ; [17.10344828 30.89655172],0
a3,1,0.2036,1.61636,[26 15] ; [24 24],[23.03370787 17.96629213] ; [26.96629213 21.03370787],0
a6,1,0.224384,1.476113,[29 12] ; [28 20],[26.25842697 14.74157303] ; [30.74157303 17.25842697],0
r4,1,0.240741,1.376252,[31 10] ; [41  7],[33.16853933  7.83146067] ; [38.83146067  9.16853933],0
p3,1,0.261839,1.259005,[ 9 31] ; [16 32],[11.36363636 28.63636364] ; [13.63636364 34.36363636],0
v2,1,0.33017,0.94823,[15 24] ; [23 24],[17.23255814 21.76744186] ; [20.76744186 26.23255814],0
r2,1,0.348147,0.8802,[35  6] ; [44  4],[36.39325843  4.60674157] ; [42.60674157  5.39325843],0
a2,1,0.359421,0.839915,[ 7 34] ; [ 5 43],[ 5.52808989 35.47191011] ; [ 6.47191011 41.52808989],0
u2,1,0.389412,0.740779,[7 8] ; [14  9],[8.28947368 6.71052632] ; [12.71052632 10.28947368],0
s8,1,0.438305,0.600717,[ 9 32] ; [14 34],[10.59550562 30.40449438] ; [12.40449438 35.59550562],0
u3,1,0.440059,0.596128,[10  5] ; [13 11],[8.84615385 6.15384615] ; [14.15384615  9.84615385],0
n3,1,0.472423,0.516303,[10  3] ; [9 5],[9.14814815 3.85185185] ; [9.85185185 4.14814815],0
n4,1,0.505861,0.442618,[30 11] ; [32 16],[28.56179775 12.43820225] ; [33.43820225 14.56179775],0
p1,1,0.517413,0.419048,[ 4 36] ; [ 3 45],[ 3.18181818 36.81818182] ; [ 3.81818182 44.18181818],0
v1,1,0.567504,0.326877,[13 28] ; [18 30],[14.28089888 26.71910112] ; [16.71910112 31.28089888],0
n1,1,0.570632,0.321626,[4 9] ; [5 7],[4.68 8.32] ; [4.32 7.68],0
n6,1,0.570665,0.321571,[31 10] ; [33 14],[29.81818182 11.18181818] ; [34.18181818 12.81818182],0
b2,1,0.589882,0.290529,[ 8 19] ; [ 7 23],[ 7.10526316 19.89473684] ; [ 7.89473684 22.10526316],0
b3,1,0.589882,0.290529,[ 8 19] ; [ 7 23],[ 7.10526316 19.89473684] ; [ 7.89473684 22.10526316],0
s6,1,0.67876,0.171525,[17 24] ; [22 26],[17.96629213 23.03370787] ; [21.03370787 26.96629213],0
