Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.058014,[ 4 37] ; [27 21],[14.28089888 26.71910112] ; [16.71910112 31.28089888],1
d3,1,0.680269,0.169823,[23 18] ; [29 19],[23.95505618 17.04494382] ; [28.04494382 19.95505618],0
d4,1,0.762582,0.091259,[28 12] ; [35 13],[28.63636364 11.36363636] ; [34.36363636 13.63636364],0
s1,1,0.782376,0.0763,[ 2 38] ; [ 3 44],[ 2.29885057 37.70114943] ; [ 2.70114943 44.29885057],0
a5,1,0.800144,0.06409,[25 16] ; [28 20],[24.41573034 16.58426966] ; [28.58426966 19.41573034],0
a7,1,0.810465,0.057516,[24 16] ; [30 18],[24.54545455 15.45454545] ; [29.45454545 18.54545455],0
d2,1,0.815288,0.054574,[19 21] ; [24 24],[19.54545455 20.45454545] ; [23.45454545 24.54545455],0
v3,1,0.819174,0.052261,[12 29] ; [13 35],[11.51685393 29.48314607] ; [13.48314607 34.51685393],0
s5,1,0.883528,0.021462,[ 8 32] ; [10 37],[ 8.27586207 31.72413793] ; [ 9.72413793 37.27586207],0
r3,1,0.885616,0.020694,[37  3] ; [44  4],[36.81818182  3.18181818] ; [44.18181818  3.81818182],0
p5,1,0.910149,0.012735,[ 1 40] ; [ 1 47],[ 0.92134831 40.07865169] ; [ 1.07865169 46.92134831],0
a1,1,0.910149,0.012735,[ 1 40] ; [ 1 47],[ 0.92134831 40.07865169] ; [ 1.07865169 46.92134831],0
r1,1,0.947005,0.004418,[31 10] ; [36 12],[30.86516854 10.13483146] ; [36.13483146 11.86516854],0
d1,1,0.961767,0.002298,[19 22] ; [22 26],[18.88764045 22.11235955] ; [22.11235955 25.88764045],0
u1,1,0.965255,0.001897,[ 5 36] ; [ 6 42],[ 5.06741573 35.93258427] ; [ 5.93258427 42.06741573],0
s4,1,0.970325,0.001384,[ 5 35] ; [ 6 41],[ 5.05747126 34.94252874] ; [ 5.94252874 41.05747126],0
n5,1,0.984528,0.000376,[24 17] ; [28 20],[23.95505618 17.04494382] ; [28.04494382 19.95505618],0
b5,1,0.988473,0.000209,[23 18] ; [27 21],[23.03370787 17.96629213] ; [26.96629213 21.03370787],0
d5,1,0.991615,0.00011,[29 12] ; [34 14],[29.02247191 11.97752809] ; [33.97752809 14.02247191],0
n2,1,1.0,0.0,[9 4] ; [9 4],[9. 4.] ; [9. 4.],0
