Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,54.420429,[35 21] ; [ 18 132],[14.40776699 41.59223301] ; [ 38.59223301 111.40776699],1
s2,1,3e-06,22.033679,[33 23] ; [ 36 113],[18.84878049 37.15121951] ; [50.15121951 98.84878049],1
s3,1,0.000114,14.897326,[39 17] ; [57 88],[26.74626866 29.25373134] ; [69.25373134 75.74626866],1
s6,1,0.000251,13.402268,[38 18] ; [58 90],[26.35294118 29.64705882] ; [69.64705882 78.35294118],1
p8,1,0.002305,9.289229,[31 24] ; [ 49 100],[21.56862745 33.43137255] ; [58.43137255 90.56862745],0
p1,1,0.00301,8.801146,[ 9 47] ; [  6 144],[ 4.0776699 51.9223301] ; [ 10.9223301 139.0776699],0
d4,1,0.003783,8.385137,[45 11] ; [88 62],[36.15533981 19.84466019] ; [96.84466019 53.15533981],0
v3,1,0.004404,8.109095,[24 30] ; [ 35 112],[15.85074627 38.14925373] ; [ 43.14925373 103.85074627],0
p4,1,0.005511,7.703522,[31 25] ; [50 97],[22.34482759 33.65517241] ; [58.65517241 88.34482759],0
p7,1,0.010873,6.486019,[37 17] ; [70 75],[29.03517588 24.96482412] ; [77.96482412 67.03517588],0
p3,1,0.01351,6.101117,[25 31] ; [ 40 110],[17.66990291 38.33009709] ; [ 47.33009709 102.66990291],0
r1,1,0.014278,6.003425,[41 15] ; [81 68],[33.32682927 22.67317073] ; [88.67317073 60.32682927],0
n4,1,0.014278,6.003425,[41 15] ; [81 68],[33.32682927 22.67317073] ; [88.67317073 60.32682927],0
p6,1,0.021522,5.284002,[20 33] ; [ 32 116],[13.71144279 39.28855721] ; [ 38.28855721 109.71144279],0
p10,1,0.023669,5.118742,[42 13] ; [87 60],[35.12376238 19.87623762] ; [93.87623762 53.12376238],0
a3,1,0.025842,4.966584,[31 24] ; [58 91],[23.99509804 31.00490196] ; [65.00490196 83.99509804],0
n5,1,0.026362,4.932103,[43 13] ; [89 59],[36.23529412 19.76470588] ; [95.76470588 52.23529412],0
p5,1,0.032948,4.548472,[ 6 49] ; [  5 145],[ 2.95121951 52.04878049] ; [  8.04878049 141.95121951],0
d1,1,0.035886,4.402518,[23 33] ; [ 39 111],[16.85436893 39.14563107] ; [ 45.14563107 104.85436893],0
