Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0015,10.078667,[10  8] ; [14 60],[ 4.69565217 13.30434783] ; [19.30434783 54.69565217],0
p4,1,0.03088,4.659627,[ 8 10] ; [15 60],[ 4.4516129 13.5483871] ; [18.5483871 56.4516129],0
s6,1,0.041193,4.168067,[12  6] ; [30 45],[8.12903226 9.87096774] ; [33.87096774 41.12903226],0
p12,1,0.049481,3.858966,[ 3 15] ; [ 3 72],[ 1.16129032 16.83870968] ; [ 4.83870968 70.16129032],0
s2,1,0.065292,3.397576,[9 9] ; [20 53],[ 5.73626374 12.26373626] ; [23.26373626 49.73626374],0
a6,1,0.075867,3.151283,[ 6 12] ; [43 33],[9.38297872 8.61702128] ; [39.61702128 36.38297872],0
p3,1,0.088954,2.893198,[ 6 12] ; [12 64],[ 3.44680851 14.55319149] ; [14.55319149 61.44680851],0
r1,1,0.097861,2.740067,[14  4] ; [43 33],[10.91489362  7.08510638] ; [46.08510638 29.91489362],0
v4,1,0.103087,2.657121,[17  1] ; [59 17],[14.55319149  3.44680851] ; [61.44680851 14.55319149],0
s3,1,0.121261,2.400952,[10  8] ; [26 47],[ 7.12087912 10.87912088] ; [28.87912088 44.12087912],0
r4,1,0.14733,2.099679,[15  3] ; [50 26],[12.44680851  5.55319149] ; [52.55319149 23.44680851],0
p10,1,0.148729,2.085241,[14  4] ; [44 30],[11.34782609  6.65217391] ; [46.65217391 27.34782609],0
v3,1,0.160408,1.970373,[ 7 10] ; [18 56],[ 4.67032967 12.32967033] ; [20.32967033 53.67032967],0
p2,1,0.169673,1.885834,[12  6] ; [37 39],[9.38297872 8.61702128] ; [39.61702128 36.38297872],0
u2,1,0.190999,1.709893,[5 3] ; [17 28],[3.32075472 4.67924528] ; [18.67924528 26.32075472],0
n6,1,0.198081,1.656465,[15  3] ; [51 24],[12.77419355  5.22580645] ; [53.22580645 21.77419355],0
p11,1,0.202782,1.622225,[14  4] ; [47 29],[11.68085106  6.31914894] ; [49.31914894 26.68085106],0
n4,1,0.208653,1.580751,[15  3] ; [52 24],[12.82978723  5.17021277] ; [54.17021277 21.82978723],0
v1,1,0.244009,1.357285,[9 9] ; [26 48],[ 6.84782609 11.15217391] ; [28.15217391 45.84782609],0
p8,1,0.249813,1.324351,[ 7 11] ; [19 56],[ 5.03225806 12.96774194] ; [20.96774194 54.03225806],0
p9,1,0.263851,1.248439,[15  3] ; [52 22],[13.10869565  4.89130435] ; [53.89130435 20.10869565],0
n5,1,0.289118,1.123725,[11  7] ; [56 20],[12.82978723  5.17021277] ; [54.17021277 21.82978723],0
a3,1,0.295556,1.094139,[10  8] ; [31 43],[8.02173913 9.97826087] ; [32.97826087 41.02173913],0
v2,1,0.296218,1.091142,[ 7 10] ; [20 51],[ 5.21590909 11.78409091] ; [21.78409091 49.21590909],0
a4,1,0.324234,0.971793,[ 2 16] ; [16 59],[ 3.48387097 14.51612903] ; [14.51612903 60.48387097],0
s4,1,0.335113,0.929038,[ 2 16] ; [16 60],[ 3.44680851 14.55319149] ; [14.55319149 61.44680851],0
n1,1,0.354429,0.857537,[3 2] ; [11 18],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
d2,1,0.374089,0.790036,[ 5 13] ; [14 62],[ 3.63829787 14.36170213] ; [15.36170213 60.63829787],0
a8,1,0.391128,0.735432,[ 3 13] ; [ 8 65],[ 1.97752809 14.02247191] ; [ 9.02247191 63.97752809],0
a7,1,0.396151,0.71998,[ 7 11] ; [38 38],[8.61702128 9.38297872] ; [36.38297872 39.61702128],0
r3,1,0.503979,0.446548,[15  3] ; [57 18],[13.93548387  4.06451613] ; [58.06451613 16.93548387],0
u3,1,0.514878,0.42414,[4 4] ; [17 28],[3.16981132 4.83018868] ; [17.83018868 27.16981132],0
d4,1,0.543641,0.368833,[9 9] ; [32 44],[ 7.85106383 10.14893617] ; [33.14893617 42.85106383],0
p1,1,0.581272,0.304183,[ 3 15] ; [ 9 67],[ 2.29787234 15.70212766] ; [ 9.70212766 66.29787234],0
b1,1,0.623507,0.24097,[ 8 10] ; [29 47],[ 7.08510638 10.91489362] ; [29.91489362 46.08510638],0
d3,1,0.708464,0.139816,[ 7 11] ; [26 50],[ 6.31914894 11.68085106] ; [26.68085106 49.31914894],0
r2,1,0.712473,0.13582,[14  4] ; [62 14],[14.55319149  3.44680851] ; [61.44680851 14.55319149],0
s1,1,0.714125,0.134191,[ 1 17] ; [ 6 68],[ 1.36956522 16.63043478] ; [ 5.63043478 68.36956522],0
n3,1,0.743645,0.106948,[2 2] ; [17 12],[2.3030303 1.6969697] ; [16.6969697 12.3030303],0
d1,1,0.761171,0.092381,[ 1 17] ; [ 3 73],[ 0.76595745 17.23404255] ; [ 3.23404255 72.76595745],0
b5,1,0.762813,0.091077,[9 9] ; [41 35],[9.57446809 8.42553191] ; [40.42553191 35.57446809],0
p6,1,0.818791,0.052487,[ 2 16] ; [ 7 68],[ 1.74193548 16.25806452] ; [ 7.25806452 67.74193548],0
n2,1,0.869467,0.027006,[4 1] ; [23  7],[3.85714286 1.14285714] ; [23.14285714  6.85714286],0
