Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,167.593204,[  5 115] ; [363 163],[68.35913313 51.64086687] ; [299.64086687 226.35913313],1
d3,1,0.0,116.550197,[32 88] ; [408 118],[81.73374613 38.26625387] ; [358.26625387 167.73374613],1
d5,1,0.0,94.646013,[57 63] ; [458  68],[95.66563467 24.33436533] ; [419.33436533 106.66563467],1
a5,1,0.0,35.103911,[61 59] ; [408 118],[87.12074303 32.87925697] ; [381.87925697 144.12074303],1
a3,1,0.0,26.310244,[60 60] ; [388 137],[83.34883721 36.65116279] ; [364.65116279 160.34883721],1
d2,1,1e-06,24.060145,[31 89] ; [265 259],[55.1552795 64.8447205] ; [240.8447205 283.1552795],1
a4,1,2.5e-05,17.736245,[31 88] ; [248 277],[51.55434783 67.44565217] ; [227.44565217 297.55434783],1
u1,1,3.3e-05,17.254341,[  5 115] ; [105 421],[20.43343653 99.56656347] ; [ 89.56656347 436.43343653],1
a2,1,4.7e-05,16.575012,[ 10 110] ; [134 392],[26.74922601 93.25077399] ; [117.25077399 408.74922601],1
a7,1,0.000102,15.096604,[68 52] ; [391 134],[85.39534884 34.60465116] ; [373.60465116 151.39534884],1
s2,1,0.000846,11.138171,[40 77] ; [267 254],[56.29937304 60.70062696] ; [250.70062696 270.29937304],1
r1,1,0.002286,9.304564,[82 37] ; [427  97],[94.20062208 24.79937792] ; [414.79937792 109.20062208],0
r4,1,0.002685,9.010011,[99 21] ; [482  44],[107.92569659  12.07430341] ; [473.07430341  52.92569659],0
s5,1,0.002759,8.960065,[20 97] ; [158 353],[33.16242038 83.83757962] ; [144.83757962 366.16242038],0
r3,1,0.003428,8.564661,[110   9] ; [513  12],[115.11956522   3.88043478] ; [507.88043478  17.11956522],0
v2,1,0.004313,8.147107,[50 61] ; [304 204],[63.47980614 47.52019386] ; [290.52019386 217.47980614],0
r2,1,0.004413,8.105418,[105  14] ; [493  25],[111.71428571   7.28571429] ; [486.28571429  31.71428571],0
a6,1,0.008763,6.870565,[70 50] ; [371 154],[82.04651163 37.95348837] ; [358.95348837 166.04651163],0
p4,1,0.009954,6.643039,[56 64] ; [311 211],[68.59813084 51.40186916] ; [298.40186916 223.59813084],0
b3,1,0.010373,6.56976,[17 57] ; [125 197],[26.53535354 47.46464646] ; [115.46464646 206.53535354],0
b2,1,0.010373,6.56976,[17 57] ; [125 197],[26.53535354 47.46464646] ; [115.46464646 206.53535354],0
p9,1,0.010516,6.545294,[95 25] ; [457  62],[103.66197183  16.33802817] ; [448.33802817  70.66197183],0
s7,1,0.020163,5.397735,[40 74] ; [240 270],[51.15384615 62.84615385] ; [228.84615385 281.15384615],0
p6,1,0.03377,4.506289,[30 89] ; [183 334],[39.85377358 79.14622642] ; [173.14622642 343.85377358],0
p2,1,0.038086,4.301175,[95 25] ; [453  70],[102.27060653  17.72939347] ; [445.72939347  77.27060653],0
v3,1,0.043276,4.084604,[34 84] ; [197 311],[43.54313099 74.45686901] ; [187.45686901 320.54313099],0
u3,1,0.044593,4.033953,[28 32] ; [85 52],[34.41624365 25.58375635] ; [78.58375635 58.41624365],0
s6,1,0.046077,3.978764,[67 52] ; [342 176],[76.40659341 42.59340659] ; [332.59340659 185.40659341],0
s8,1,0.047258,3.936169,[41 79] ; [231 293],[50.68322981 69.31677019] ; [221.31677019 302.68322981],0
n6,1,0.051101,3.804967,[95 25] ; [451  72],[101.89735614  18.10264386] ; [444.10264386  78.89735614],0
n3,1,0.054779,3.688794,[29  4] ; [72 29],[24.87313433  8.12686567] ; [76.12686567 24.87313433],0
s3,1,0.060104,3.53451,[55 62] ; [292 224],[64.13744076 52.86255924] ; [282.86255924 233.13744076],0
u2,1,0.063879,3.433704,[29 31] ; [85 51],[34.89795918 25.10204082] ; [79.10204082 56.89795918],0
a1,1,0.085126,2.964207,[  1 119] ; [ 21 505],[  4.08668731 115.91331269] ; [ 17.91331269 508.08668731],0
s1,1,0.091545,2.846992,[  5 112] ; [  9 509],[  2.57952756 114.42047244] ; [ 11.42047244 506.57952756],0
v1,1,0.093632,2.810794,[53 63] ; [278 234],[61.14012739 54.85987261] ; [269.85987261 242.14012739],0
p10,1,0.093931,2.805675,[94 25] ; [444  77],[100.034375  18.965625] ; [437.965625  83.034375],0
n4,1,0.098293,2.733021,[86 34] ; [413 112],[92.8372093 27.1627907] ; [406.1627907 118.8372093],0
p1,1,0.115833,2.472777,[ 11 109] ; [ 28 494],[  7.28971963 112.71028037] ; [ 31.71028037 490.28971963],0
b4,1,0.141192,2.164924,[64 56] ; [319 207],[71.14551084 48.85448916] ; [311.85448916 214.14551084],0
n2,1,0.145606,2.117689,[28  5] ; [73 28],[24.87313433  8.12686567] ; [76.12686567 24.87313433],0
a8,1,0.162881,1.947277,[11 99] ; [ 73 409],[15.60810811 94.39189189] ; [ 68.39189189 413.60810811],0
p7,1,0.190735,1.711928,[69 49] ; [331 179],[75.15923567 42.84076433] ; [324.84076433 185.15923567],0
p8,1,0.207744,1.58708,[56 62] ; [278 238],[62.16403785 55.83596215] ; [271.83596215 244.16403785],0
s4,1,0.377949,0.777362,[23 96] ; [ 83 436],[19.77115987 99.22884013] ; [ 86.22884013 432.77115987],0
p3,1,0.386926,0.748581,[51 68] ; [248 277],[55.25 63.75] ; [243.75 281.25],0
n1,1,0.472808,0.515405,[13 19] ; [34 67],[11.30827068 20.69172932] ; [35.69172932 65.30827068],0
p12,1,0.530285,0.393846,[  6 114] ; [ 34 486],[  7.5 112.5] ; [ 32.5 487.5],0
v4,1,0.538956,0.377478,[111   7] ; [499  24],[112.29329173   5.70670827] ; [497.70670827  25.29329173],0
n5,1,0.815076,0.054701,[89 31] ; [391 129],[90. 30.] ; [390. 130.],0
b5,1,0.865576,0.028656,[72 48] ; [320 206],[72.81733746 47.18266254] ; [319.18266254 206.81733746],0
b1,1,0.991045,0.000126,[41 79] ; [180 346],[41.05263158 78.94736842] ; [179.94736842 346.05263158],0
