Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.063556,[39 10] ; [14 33],[27.05208333 21.94791667] ; [25.94791667 21.05208333],1
p9,1,7.6e-05,15.666092,[45  8] ; [23 25],[35.68316832 17.31683168] ; [32.31683168 15.68316832],1
p10,1,0.000531,12.002735,[41 12] ; [21 27],[32.53465347 20.46534653] ; [29.46534653 18.53465347],1
d5,1,0.00125,10.415639,[46  7] ; [28 20],[38.83168317 14.16831683] ; [35.16831683 12.83168317],0
d2,1,0.001978,9.569653,[34 19] ; [16 32],[26.23762376 26.76237624] ; [23.76237624 24.23762376],0
p11,1,0.005695,7.644367,[40 13] ; [24 25],[33.25490196 19.74509804] ; [30.74509804 18.25490196],0
r3,1,0.010205,6.598805,[52  1] ; [41  8],[48.32352941  4.67647059] ; [44.67647059  4.32352941],0
r2,1,0.010205,6.598805,[52  1] ; [41  8],[48.32352941  4.67647059] ; [44.67647059  4.32352941],0
d1,1,0.010383,6.567909,[34 19] ; [19 30],[27.53921569 25.46078431] ; [25.46078431 23.53921569],0
u2,1,0.012611,6.222857,[12  3] ; [ 8 13],[8.33333333 6.66666667] ; [11.66666667  9.33333333],0
n4,1,0.017204,5.675395,[41 12] ; [27 22],[35.33333333 17.66666667] ; [32.66666667 16.33333333],0
a4,1,0.017536,5.6419,[29 24] ; [15 33],[23.08910891 29.91089109] ; [20.91089109 27.08910891],0
r4,1,0.017595,5.636021,[51  2] ; [40  9],[47.28431373  5.71568627] ; [43.71568627  5.28431373],0
a5,1,0.029226,4.75427,[41 12] ; [28 21],[35.85294118 17.14705882] ; [33.14705882 15.85294118],0
v4,1,0.033168,4.537071,[51  2] ; [41  8],[47.80392157  5.19607843] ; [44.19607843  4.80392157],0
s1,1,0.052462,3.760988,[ 2 51] ; [ 7 40],[ 4.77 48.23] ; [ 4.23 42.77],0
n5,1,0.080548,3.053804,[39 14] ; [28 21],[34.81372549 18.18627451] ; [32.18627451 16.81372549],0
s2,1,0.105495,2.620436,[38 15] ; [27 21],[34.10891089 18.89108911] ; [30.89108911 17.10891089],0
a2,1,0.130117,2.291105,[14 39] ; [ 7 42],[10.91176471 42.08823529] ; [10.08823529 38.91176471],0
d4,1,0.149892,2.073346,[43 10] ; [33 15],[39.88118812 13.11881188] ; [36.11881188 11.88118812],0
a6,1,0.150906,2.063065,[34 19] ; [24 24],[30.43564356 22.56435644] ; [27.56435644 20.43564356],0
a3,1,0.158678,1.986782,[38 15] ; [28 20],[34.63366337 18.36633663] ; [31.36633663 16.63366337],0
s3,1,0.165933,1.919305,[36 17] ; [25 21],[32.65656566 20.34343434] ; [28.34343434 17.65656566],0
