Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.150229,2.069928,[ 6 45] ; [2 4],[ 7.15789474 43.84210526] ; [0.84210526 5.15789474],0
a6,1,0.170082,1.882222,[27 23] ; [5 1],[28.57142857 21.42857143] ; [3.42857143 2.57142857],0
u4,1,0.186014,1.748911,[ 2 49] ; [1 5],[ 2.68421053 48.31578947] ; [0.31578947 5.68421053],0
n6,1,0.192909,1.695262,[48  2] ; [5 1],[47.32142857  2.67857143] ; [5.67857143 0.32142857],0
u1,1,0.212798,1.552288,[ 7 44] ; [2 4],[ 8.05263158 42.94736842] ; [0.94736842 5.05263158],0
d1,1,0.278768,1.173086,[31 20] ; [5 1],[32.21052632 18.78947368] ; [3.78947368 2.21052632],0
d5,1,0.294865,1.097275,[42  8] ; [4 2],[41.07142857  8.92857143] ; [4.92857143 1.07142857],0
p12,1,0.304779,1.053167,[15 36] ; [3 3],[16.10526316 34.89473684] ; [1.89473684 4.10526316],0
s1,1,0.327981,0.956853,[ 3 48] ; [1 5],[ 3.57894737 47.42105263] ; [0.42105263 5.57894737],0
d2,1,0.33842,0.916407,[23 27] ; [4 2],[24.10714286 25.89285714] ; [2.89285714 3.10714286],0
p6,1,0.344601,0.893239,[32 18] ; [5 1],[33.03571429 16.96428571] ; [3.96428571 2.03571429],0
s8,1,0.374394,0.789029,[32 17] ; [5 1],[32.96363636 16.03636364] ; [4.03636364 1.96363636],0
a5,1,0.435354,0.608497,[41 10] ; [4 2],[40.26315789 10.73684211] ; [4.73684211 1.26315789],0
n4,1,0.469869,0.522285,[47  4] ; [5 1],[46.52631579  4.47368421] ; [5.47368421 0.52631579],0
s7,1,0.594507,0.283361,[36 11] ; [4 2],[35.47169811 11.52830189] ; [4.52830189 1.47169811],0
n5,1,0.60437,0.268454,[46  5] ; [5 1],[45.63157895  5.36842105] ; [5.36842105 0.63157895],0
b5,1,0.67882,0.171457,[21 30] ; [3 3],[21.47368421 29.52631579] ; [2.52631579 3.47368421],0
v2,1,0.679838,0.170308,[38 13] ; [4 2],[37.57894737 13.42105263] ; [4.42105263 1.57894737],0
p11,1,0.729308,0.119748,[45  6] ; [5 1],[44.73684211  6.26315789] ; [5.26315789 0.73684211],0
b4,1,0.748632,0.102684,[29 22] ; [3 3],[28.63157895 22.36842105] ; [3.36842105 2.63157895],0
p3,1,0.763536,0.090505,[39 11] ; [5 1],[39.28571429 10.71428571] ; [4.71428571 1.28571429],0
v1,1,0.780557,0.077614,[40 11] ; [5 1],[40.26315789 10.73684211] ; [4.73684211 1.26315789],0
b1,1,0.819619,0.052,[23 28] ; [3 3],[23.26315789 27.73684211] ; [2.73684211 3.26315789],0
s2,1,0.82345,0.049778,[31 19] ; [4 2],[31.25 18.75] ; [3.75 2.25],0
a2,1,0.844462,0.03849,[ 7 44] ; [1 5],[ 7.15789474 43.84210526] ; [0.84210526 5.15789474],0
s3,1,0.870142,0.026725,[31 18] ; [4 2],[31.18181818 17.81818182] ; [3.81818182 2.18181818],0
d3,1,0.897506,0.016593,[32 18] ; [4 2],[32.14285714 17.85714286] ; [3.85714286 2.14285714],0
p1,1,0.922141,0.009553,[16 35] ; [2 4],[16.10526316 34.89473684] ; [1.89473684 4.10526316],0
a7,1,0.922141,0.009553,[35 16] ; [4 2],[34.89473684 16.10526316] ; [4.10526316 1.89473684],0
p2,1,0.950328,0.003881,[43  8] ; [5 1],[42.94736842  8.05263158] ; [5.05263158 0.94736842],0
b2,1,0.961037,0.002387,[19 20] ; [2 2],[19.04651163 19.95348837] ; [1.95348837 2.04651163],0
b3,1,0.961037,0.002387,[19 20] ; [2 2],[19.04651163 19.95348837] ; [1.95348837 2.04651163],0
a4,1,0.963758,0.002065,[25 26] ; [3 3],[25.05263158 25.94736842] ; [2.94736842 3.05263158],0
d4,1,0.966488,0.001765,[42  8] ; [5 1],[41.96428571  8.03571429] ; [5.03571429 0.96428571],0
