Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,28.129786,[119  12] ; [14 14],[109.57861635  21.42138365] ; [23.42138365  4.57861635],1
p7,1,1e-06,23.682471,[86 43] ; [ 5 24],[74.29746835 54.70253165] ; [16.70253165 12.29746835],1
a1,1,1.9e-05,18.295739,[  1 133] ; [ 5 24],[  4.93251534 129.06748466] ; [ 1.06748466 27.93251534],1
p8,1,9.5e-05,15.233085,[65 65] ; [ 3 26],[55.59748428 74.40251572] ; [12.40251572 16.59748428],1
p10,1,0.001929,9.615807,[111  22] ; [16 12],[104.91304348  28.08695652] ; [22.08695652  5.91304348],0
p11,1,0.007079,7.252822,[106  28] ; [16 13],[100.29447853  33.70552147] ; [21.70552147  7.29447853],0
b1,1,0.009278,6.768466,[44 90] ; [17 12],[50.14723926 83.85276074] ; [10.85276074 18.14723926],0
n3,1,0.016186,5.782557,[26  4] ; [5 5],[23.25  6.75] ; [7.75 2.25],0
v4,1,0.016344,5.765506,[127   4] ; [25  4],[124.45   6.55] ; [27.55  1.45],0
d1,1,0.018559,5.542578,[87 47] ; [12 17],[81.38650307 52.61349693] ; [17.61349693 11.38650307],0
p4,1,0.02375,5.11281,[74 59] ; [ 9 19],[68.56521739 64.43478261] ; [14.43478261 13.56521739],0
n4,1,0.032344,4.580172,[99 33] ; [16 13],[94.28571429 37.71428571] ; [20.71428571  8.28571429],0
s1,1,0.041197,4.167898,[  3 126] ; [ 3 26],[  4.89873418 124.10126582] ; [ 1.10126582 27.89873418],0
p12,1,0.066648,3.363699,[  9 125] ; [ 5 24],[ 11.50920245 122.49079755] ; [ 2.49079755 26.50920245],0
p3,1,0.074284,3.185718,[66 68] ; [ 9 20],[61.65644172 72.34355828] ; [13.34355828 15.65644172],0
v1,1,0.075483,3.159575,[73 57] ; [11 18],[68.67924528 61.32075472] ; [15.32075472 13.67924528],0
s7,1,0.0762,3.144138,[76 52] ; [11 16],[71.84516129 56.15483871] ; [15.15483871 11.84516129],0
u3,1,0.084452,2.977072,[19 12] ; [3 7],[16.63414634 14.36585366] ; [5.36585366 4.63414634],0
n5,1,0.114105,2.496422,[100  31] ; [18 11],[96.6125 34.3875] ; [21.3875  7.6125],0
d5,1,0.128222,2.313897,[113  21] ; [21  8],[110.1595092  23.8404908] ; [23.8404908  5.1595092],0
u2,1,0.140501,2.17246,[15 15] ; [2 7],[13.07692308 16.92307692] ; [3.92307692 5.07692308],0
s4,1,0.14198,2.15637,[ 26 107] ; [ 9 19],[ 28.91304348 104.08695652] ; [ 6.08695652 21.91304348],0
a3,1,0.177169,1.821215,[103  30] ; [19 10],[100.16049383  32.83950617] ; [21.83950617  7.16049383],0
d3,1,0.190308,1.715234,[91 43] ; [16 13],[87.96319018 46.03680982] ; [19.03680982  9.96319018],0
a7,1,0.237418,1.395861,[93 40] ; [17 12],[90.30864198 42.69135802] ; [19.69135802  9.30864198],0
