Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,50.811317,[ 5 26] ; [91 18],[21.25714286  9.74285714] ; [74.74285714 34.25714286],1
r2,1,0.0,44.35541,[15 14] ; [107   3],[25.45323741  3.54676259] ; [96.54676259 13.45323741],1
r3,1,0.0,27.773575,[18 12] ; [105   5],[26.35714286  3.64285714] ; [96.64285714 13.35714286],1
v4,1,1.6e-05,18.635764,[22  9] ; [106   4],[28.14184397  2.85815603] ; [99.85815603 10.14184397],1
a7,1,4.2e-05,16.768203,[ 9 21] ; [78 32],[18.64285714 11.35714286] ; [68.35714286 41.64285714],1
p7,1,0.000411,12.481514,[ 5 26] ; [56 52],[13.60431655 17.39568345] ; [47.39568345 60.60431655],1
p8,1,0.016749,5.722491,[ 5 26] ; [42 65],[10.55797101 20.44202899] ; [36.44202899 70.55797101],0
u3,1,0.042498,4.11526,[ 4 12] ; [24 20],[7.46666667 8.53333333] ; [20.53333333 23.46666667],0
p11,1,0.044096,4.052879,[12 19] ; [65 45],[16.92907801 14.07092199] ; [60.07092199 49.92907801],0
a5,1,0.059655,3.546937,[13 18] ; [67 43],[17.58865248 13.41134752] ; [62.41134752 47.58865248],0
s6,1,0.072277,3.230537,[12 19] ; [61 46],[16.39855072 14.60144928] ; [56.60144928 50.39855072],0
s8,1,0.073167,3.210502,[ 5 26] ; [35 72],[ 8.98550725 22.01449275] ; [31.01449275 75.98550725],0
d5,1,0.074302,3.185323,[18 13] ; [82 28],[21.9858156  9.0141844] ; [78.0141844 31.9858156],0
n1,1,0.086043,2.946883,[ 3 12] ; [16 19],[5.7 9.3] ; [13.3 21.7],0
a6,1,0.089705,2.879661,[13 18] ; [65 45],[17.14893617 13.85106383] ; [60.85106383 49.14893617],0
u2,1,0.096463,2.763073,[ 3 12] ; [19 24],[5.68965517 9.31034483] ; [16.31034483 26.68965517],0
b1,1,0.130252,2.289503,[18 13] ; [47 63],[14.29078014 16.70921986] ; [50.70921986 59.29078014],0
s3,1,0.141027,2.166722,[10 21] ; [50 56],[13.57664234 17.42335766] ; [46.42335766 59.57664234],0
b5,1,0.150473,2.067449,[24  7] ; [70 40],[20.66666667 10.33333333] ; [73.33333333 36.66666667],0
p9,1,0.221118,1.497103,[ 8 21] ; [42 63],[10.82089552 18.17910448] ; [39.17910448 65.82089552],0
p2,1,0.238177,1.391352,[17 14] ; [73 37],[19.78723404 11.21276596] ; [70.21276596 39.78723404],0
v3,1,0.241512,1.371746,[ 7 24] ; [36 71],[ 9.65942029 21.34057971] ; [33.34057971 73.65942029],0
